entity_type,entity_id,resource,identifier
polypeptide,P10176,HUGO Gene Nomenclature Committee (HGNC),HGNC:2294
polypeptide,P10176,GeneCards,COX8A
polypeptide,P10176,GenBank Gene Database,BC063025
polypeptide,P10176,GenBank Protein Database,38614453
polypeptide,P10176,UniProtKB,P10176
polypeptide,P10176,UniProt Accession,COX8A_HUMAN
polypeptide,Q02221,HUGO Gene Nomenclature Committee (HGNC),HGNC:2279
polypeptide,Q02221,GeneCards,COX6A2
polypeptide,Q02221,GenBank Gene Database,M83308
polypeptide,Q02221,GenBank Protein Database,180946
polypeptide,Q02221,UniProtKB,Q02221
polypeptide,Q02221,UniProt Accession,CX6A2_HUMAN
polypeptide,P14854,HUGO Gene Nomenclature Committee (HGNC),HGNC:2280
polypeptide,P14854,GeneCards,COX6B1
polypeptide,P14854,GenBank Gene Database,X13923
polypeptide,P14854,GenBank Protein Database,30295
polypeptide,P14854,UniProtKB,P14854
polypeptide,P14854,UniProt Accession,CX6B1_HUMAN
polypeptide,P24310,HUGO Gene Nomenclature Committee (HGNC),HGNC:2287
polypeptide,P24310,GeneCards,COX7A1
polypeptide,P24310,GenBank Gene Database,M83186
polypeptide,P24310,GenBank Protein Database,181405
polypeptide,P24310,UniProtKB,P24310
polypeptide,P24310,UniProt Accession,CX7A1_HUMAN
polypeptide,Q8TDU6,HUGO Gene Nomenclature Committee (HGNC),HGNC:19680
polypeptide,Q8TDU6,GeneCards,GPBAR1
polypeptide,Q8TDU6,Guide to Pharmacology,37
polypeptide,Q8TDU6,UniProtKB,Q8TDU6
polypeptide,Q8TDU6,UniProt Accession,GPBAR_HUMAN
polypeptide,O43252,HUGO Gene Nomenclature Committee (HGNC),HGNC:8603
polypeptide,O43252,GenAtlas,PAPSS1
polypeptide,O43252,GeneCards,PAPSS1
polypeptide,O43252,GenBank Gene Database,Y10387
polypeptide,O43252,UniProtKB,O43252
polypeptide,O43252,UniProt Accession,PAPS1_HUMAN
polypeptide,P11439,GenBank Gene Database,K01397
polypeptide,P11439,GenBank Protein Database,151216
polypeptide,P11439,UniProtKB,P11439
polypeptide,P11439,UniProt Accession,TOXA_PSEAE
polypeptide,P13551,UniProtKB,P13551
polypeptide,P13551,UniProt Accession,EFG_THETH
polypeptide,P62580,GenBank Gene Database,AL513383
polypeptide,P62580,GenBank Protein Database,16505914
polypeptide,P62580,UniProtKB,P62580
polypeptide,P62580,UniProt Accession,CAT_SALTI
polypeptide,P08648,HUGO Gene Nomenclature Committee (HGNC),HGNC:6141
polypeptide,P08648,GeneCards,ITGA5
polypeptide,P08648,Guide to Pharmacology,2444
polypeptide,P08648,UniProtKB,P08648
polypeptide,P08648,UniProt Accession,ITA5_HUMAN
polypeptide,P37840,HUGO Gene Nomenclature Committee (HGNC),HGNC:11138
polypeptide,P37840,GenAtlas,SNCA
polypeptide,P37840,GeneCards,SNCA
polypeptide,P37840,GenBank Gene Database,L08850
polypeptide,P37840,GenBank Protein Database,437365
polypeptide,P37840,Guide to Pharmacology,3285
polypeptide,P37840,UniProtKB,P37840
polypeptide,P37840,UniProt Accession,SYUA_HUMAN
polypeptide,Q92945,HUGO Gene Nomenclature Committee (HGNC),HGNC:6316
polypeptide,Q92945,GeneCards,KHSRP
polypeptide,Q92945,UniProtKB,Q92945
polypeptide,Q92945,UniProt Accession,FUBP2_HUMAN
polypeptide,O31616,GenBank Gene Database,Z99110
polypeptide,O31616,GenBank Protein Database,2633520
polypeptide,O31616,UniProtKB,O31616
polypeptide,O31616,UniProt Accession,GLYOX_BACSU
polypeptide,P11802,HUGO Gene Nomenclature Committee (HGNC),HGNC:1773
polypeptide,P11802,GenAtlas,CDK4
polypeptide,P11802,GeneCards,CDK4
polypeptide,P11802,GenBank Gene Database,M14505
polypeptide,P11802,GenBank Protein Database,456427
polypeptide,P11802,Guide to Pharmacology,1976
polypeptide,P11802,UniProtKB,P11802
polypeptide,P11802,UniProt Accession,CDK4_HUMAN
polypeptide,P61769,HUGO Gene Nomenclature Committee (HGNC),HGNC:914
polypeptide,P61769,GeneCards,B2M
polypeptide,P61769,GenBank Gene Database,AY187687
polypeptide,P61769,GenBank Protein Database,27763813
polypeptide,P61769,UniProtKB,P61769
polypeptide,P61769,UniProt Accession,B2MG_HUMAN
polypeptide,P62312,HUGO Gene Nomenclature Committee (HGNC),HGNC:17017
polypeptide,P62312,GeneCards,LSM6
polypeptide,P62312,UniProtKB,P62312
polypeptide,P62312,UniProt Accession,LSM6_HUMAN
polypeptide,P0A927,GenBank Gene Database,M57685
polypeptide,P0A927,UniProtKB,P0A927
polypeptide,P0A927,UniProt Accession,TSX_ECOLI
polypeptide,P05042,GenBank Gene Database,X04065
polypeptide,P05042,GenBank Protein Database,41513
polypeptide,P05042,UniProtKB,P05042
polypeptide,P05042,UniProt Accession,FUMC_ECOLI
polypeptide,Q7Z2Z2,HUGO Gene Nomenclature Committee (HGNC),HGNC:25789
polypeptide,Q7Z2Z2,GeneCards,EFL1
polypeptide,Q7Z2Z2,GenBank Gene Database,AK023181
polypeptide,Q7Z2Z2,GenBank Protein Database,10434992
polypeptide,Q7Z2Z2,UniProtKB,Q7Z2Z2
polypeptide,Q7Z2Z2,UniProt Accession,EFL1_HUMAN
polypeptide,Q16762,HUGO Gene Nomenclature Committee (HGNC),HGNC:12388
polypeptide,Q16762,GeneCards,TST
polypeptide,Q16762,UniProtKB,Q16762
polypeptide,Q16762,UniProt Accession,THTR_HUMAN
polypeptide,P02929,GenBank Gene Database,K00431
polypeptide,P02929,GenBank Protein Database,148023
polypeptide,P02929,UniProtKB,P02929
polypeptide,P02929,UniProt Accession,TONB_ECOLI
polypeptide,Q9L5C8,GenBank Gene Database,AF252621
polypeptide,Q9L5C8,UniProtKB,Q9L5C8
polypeptide,Q9L5C8,UniProt Accession,Q9L5C8_ECOLX
polypeptide,P71119,GenBank Gene Database,U73860
polypeptide,P71119,UniProtKB,P71119
polypeptide,P71119,UniProt Accession,HMUO_CORDI
polypeptide,Q9Y3I0,HUGO Gene Nomenclature Committee (HGNC),HGNC:26935
polypeptide,Q9Y3I0,GeneCards,RTCB
polypeptide,Q9Y3I0,UniProtKB,Q9Y3I0
polypeptide,Q9Y3I0,UniProt Accession,RTCB_HUMAN
polypeptide,P83689,UniProtKB,P83689
polypeptide,P83689,UniProt Accession,OCP_LIMMA
polypeptide,P22340,GenBank Gene Database,X57400
polypeptide,P22340,UniProtKB,P22340
polypeptide,P22340,UniProt Accession,SCRY_SALTM
polypeptide,P05655,GenBank Gene Database,Z94043
polypeptide,P05655,UniProtKB,P05655
polypeptide,P05655,UniProt Accession,LSC_BACSU
polypeptide,P84077,HUGO Gene Nomenclature Committee (HGNC),HGNC:652
polypeptide,P84077,GeneCards,ARF1
polypeptide,P84077,GenBank Gene Database,M36340
polypeptide,P84077,GenBank Protein Database,178983
polypeptide,P84077,UniProtKB,P84077
polypeptide,P84077,UniProt Accession,ARF1_HUMAN
polypeptide,P12488,GenBank Gene Database,M21098
polypeptide,P12488,UniProtKB,P12488
polypeptide,P12488,UniProt Accession,ENV_HV1BN
polypeptide,Q3KNW5,HUGO Gene Nomenclature Committee (HGNC),HGNC:30603
polypeptide,Q3KNW5,GeneCards,SLC10A6
polypeptide,Q3KNW5,UniProtKB,Q3KNW5
polypeptide,Q3KNW5,UniProt Accession,SOAT_HUMAN
polypeptide,P0A827,GenBank Gene Database,AE005674
polypeptide,P0A827,GenBank Protein Database,24052975
polypeptide,P0A827,UniProtKB,P0A827
polypeptide,P0A827,UniProt Accession,GLYA_SHIFL
polypeptide,P36871,HUGO Gene Nomenclature Committee (HGNC),HGNC:8905
polypeptide,P36871,GeneCards,PGM1
polypeptide,P36871,UniProtKB,P36871
polypeptide,P36871,UniProt Accession,PGM1_HUMAN
polypeptide,P14920,HUGO Gene Nomenclature Committee (HGNC),HGNC:2671
polypeptide,P14920,GeneCards,DAO
polypeptide,P14920,GenBank Gene Database,X13227
polypeptide,P14920,GenBank Protein Database,30446
polypeptide,P14920,UniProtKB,P14920
polypeptide,P14920,UniProt Accession,OXDA_HUMAN
polypeptide,P01859,HUGO Gene Nomenclature Committee (HGNC),HGNC:5526
polypeptide,P01859,GeneCards,IGHG2
polypeptide,P01859,GenBank Gene Database,AL928742
polypeptide,P01859,UniProtKB,P01859
polypeptide,P01859,UniProt Accession,IGHG2_HUMAN
polypeptide,Q9KQN0,GenBank Gene Database,AE004272
polypeptide,Q9KQN0,UniProtKB,Q9KQN0
polypeptide,Q9KQN0,UniProt Accession,Q9KQN0_VIBCH
polypeptide,P11310,HUGO Gene Nomenclature Committee (HGNC),HGNC:89
polypeptide,P11310,GenAtlas,ACADM
polypeptide,P11310,GeneCards,ACADM
polypeptide,P11310,GenBank Gene Database,M91432
polypeptide,P11310,GenBank Protein Database,187433
polypeptide,P11310,UniProtKB,P11310
polypeptide,P11310,UniProt Accession,ACADM_HUMAN
polypeptide,P9WI81,UniProtKB,P9WI81
polypeptide,P9WI81,UniProt Accession,PKNB_MYCTU
polypeptide,Q9RVD6,GenBank Gene Database,AE000513
polypeptide,Q9RVD6,GenBank Protein Database,6458825
polypeptide,Q9RVD6,UniProtKB,Q9RVD6
polypeptide,Q9RVD6,UniProt Accession,SYW2_DEIRA
polypeptide,Q13627,HUGO Gene Nomenclature Committee (HGNC),HGNC:3091
polypeptide,Q13627,GeneCards,DYRK1A
polypeptide,Q13627,GenBank Gene Database,U58496
polypeptide,Q13627,GenBank Protein Database,1381156
polypeptide,Q13627,Guide to Pharmacology,2009
polypeptide,Q13627,UniProtKB,Q13627
polypeptide,Q13627,UniProt Accession,DYR1A_HUMAN
polypeptide,Q00080,UniProtKB,Q00080
polypeptide,Q00080,UniProt Accession,EF1A_PLAFK
polypeptide,P07288,HUGO Gene Nomenclature Committee (HGNC),HGNC:6364
polypeptide,P07288,GeneCards,KLK3
polypeptide,P07288,Guide to Pharmacology,2373
polypeptide,P07288,UniProtKB,P07288
polypeptide,P07288,UniProt Accession,KLK3_HUMAN
polypeptide,Q82122,GenBank Gene Database,L24917
polypeptide,Q82122,GenBank Protein Database,409464
polypeptide,Q82122,UniProtKB,Q82122
polypeptide,Q82122,UniProt Accession,POLG_HRV16
polypeptide,P23008,UniProtKB,P23008
polypeptide,P23008,UniProt Accession,POLG_HRV1A
polypeptide,P41235,HUGO Gene Nomenclature Committee (HGNC),HGNC:5024
polypeptide,P41235,GeneCards,HNF4A
polypeptide,P41235,GenBank Gene Database,X87870
polypeptide,P41235,GenBank Protein Database,1595752
polypeptide,P41235,UniProtKB,P41235
polypeptide,P41235,UniProt Accession,HNF4A_HUMAN
polypeptide,P98155,HUGO Gene Nomenclature Committee (HGNC),HGNC:12698
polypeptide,P98155,GeneCards,VLDLR
polypeptide,P98155,GenBank Gene Database,L20470
polypeptide,P98155,GenBank Protein Database,409426
polypeptide,P98155,UniProtKB,P98155
polypeptide,P98155,UniProt Accession,VLDLR_HUMAN
polypeptide,Q9NZD2,HUGO Gene Nomenclature Committee (HGNC),HGNC:24867
polypeptide,Q9NZD2,GenAtlas,GLTP
polypeptide,Q9NZD2,GeneCards,GLTP
polypeptide,Q9NZD2,GenBank Gene Database,AF209704
polypeptide,Q9NZD2,GenBank Protein Database,6959686
polypeptide,Q9NZD2,UniProtKB,Q9NZD2
polypeptide,Q9NZD2,UniProt Accession,GLTP_HUMAN
polypeptide,Q9UNK4,HUGO Gene Nomenclature Committee (HGNC),HGNC:9033
polypeptide,Q9UNK4,GeneCards,PLA2G2D
polypeptide,Q9UNK4,GenBank Gene Database,AF112982
polypeptide,Q9UNK4,GenBank Protein Database,5771420
polypeptide,Q9UNK4,Guide to Pharmacology,1418
polypeptide,Q9UNK4,UniProtKB,Q9UNK4
polypeptide,Q9UNK4,UniProt Accession,PA2GD_HUMAN
polypeptide,Q9I194,GenBank Gene Database,AE004091
polypeptide,Q9I194,GenBank Protein Database,9945819
polypeptide,Q9I194,UniProtKB,Q9I194
polypeptide,Q9I194,UniProt Accession,PVDQ_PSEAE
polypeptide,P9WNG3,UniProtKB,P9WNG3
polypeptide,P9WNG3,UniProt Accession,FABH_MYCTU
polypeptide,P09546,GenBank Gene Database,U05212
polypeptide,P09546,GenBank Protein Database,468875
polypeptide,P09546,UniProtKB,P09546
polypeptide,P09546,UniProt Accession,PUTA_ECOLI
polypeptide,P00746,HUGO Gene Nomenclature Committee (HGNC),HGNC:2771
polypeptide,P00746,GenAtlas,CFD
polypeptide,P00746,GeneCards,CFD
polypeptide,P00746,GenBank Gene Database,M84526
polypeptide,P00746,GenBank Protein Database,178626
polypeptide,P00746,Guide to Pharmacology,2842
polypeptide,P00746,UniProtKB,P00746
polypeptide,P00746,UniProt Accession,CFAD_HUMAN
polypeptide,Q06319,UniProtKB,Q06319
polypeptide,Q06319,UniProt Accession,ACDS_MEGEL
polypeptide,P49674,HUGO Gene Nomenclature Committee (HGNC),HGNC:2453
polypeptide,P49674,GenAtlas,CSNK1E
polypeptide,P49674,GeneCards,CSNK1E
polypeptide,P49674,GenBank Gene Database,BC006490
polypeptide,P49674,Guide to Pharmacology,1998
polypeptide,P49674,UniProtKB,P49674
polypeptide,P49674,UniProt Accession,KC1E_HUMAN
polypeptide,P48729,HUGO Gene Nomenclature Committee (HGNC),HGNC:2451
polypeptide,P48729,GeneCards,CSNK1A1
polypeptide,P48729,Guide to Pharmacology,1995
polypeptide,P48729,UniProtKB,P48729
polypeptide,P48729,UniProt Accession,KC1A_HUMAN
polypeptide,P0CG04,HUGO Gene Nomenclature Committee (HGNC),HGNC:5855
polypeptide,P0CG04,GeneCards,IGLC1
polypeptide,P0CG04,UniProtKB,P0CG04
polypeptide,P0CG04,UniProt Accession,IGLC1_HUMAN
polypeptide,P01709,HUGO Gene Nomenclature Committee (HGNC),HGNC:5895
polypeptide,P01709,GeneCards,IGLV2-8
polypeptide,P01709,UniProtKB,P01709
polypeptide,P01709,UniProt Accession,LV208_HUMAN
polypeptide,Q03403,HUGO Gene Nomenclature Committee (HGNC),HGNC:11756
polypeptide,Q03403,GeneCards,TFF2
polypeptide,Q03403,UniProtKB,Q03403
polypeptide,Q03403,UniProt Accession,TFF2_HUMAN
polypeptide,P00091,GenBank Gene Database,BX572597
polypeptide,P00091,UniProtKB,P00091
polypeptide,P00091,UniProt Accession,CYC22_RHOPA
polypeptide,Q7SIE2,UniProtKB,Q7SIE2
polypeptide,Q7SIE2,UniProt Accession,Q7SIE2_SALAG
polypeptide,O68601,GenBank Gene Database,AF051831
polypeptide,O68601,UniProtKB,O68601
polypeptide,O68601,UniProt Accession,O68601_ALCXX
polypeptide,O43612,HUGO Gene Nomenclature Committee (HGNC),HGNC:4847
polypeptide,O43612,GeneCards,HCRT
polypeptide,O43612,UniProtKB,O43612
polypeptide,O43612,UniProt Accession,OREX_HUMAN
polypeptide,P80075,HUGO Gene Nomenclature Committee (HGNC),HGNC:10635
polypeptide,P80075,GenAtlas,CCL8
polypeptide,P80075,GeneCards,CCL8
polypeptide,P80075,GenBank Gene Database,Y10802
polypeptide,P80075,UniProtKB,P80075
polypeptide,P80075,UniProt Accession,CCL8_HUMAN
polypeptide,P00138,UniProtKB,P00138
polypeptide,P00138,UniProt Accession,CYCP_ALCXX
polypeptide,P04062,HUGO Gene Nomenclature Committee (HGNC),HGNC:4177
polypeptide,P04062,GenAtlas,GBA
polypeptide,P04062,GeneCards,GBA1
polypeptide,P04062,GenBank Gene Database,M16328
polypeptide,P04062,GenBank Protein Database,183008
polypeptide,P04062,UniProtKB,P04062
polypeptide,P04062,UniProt Accession,GBA1_HUMAN
polypeptide,P26440,HUGO Gene Nomenclature Committee (HGNC),HGNC:6186
polypeptide,P26440,GenAtlas,IVD
polypeptide,P26440,GeneCards,IVD
polypeptide,P26440,GenBank Gene Database,M34192
polypeptide,P26440,GenBank Protein Database,306897
polypeptide,P26440,UniProtKB,P26440
polypeptide,P26440,UniProt Accession,IVD_HUMAN
polypeptide,O95831,HUGO Gene Nomenclature Committee (HGNC),HGNC:8768
polypeptide,O95831,GenAtlas,AIFM1
polypeptide,O95831,GeneCards,AIFM1
polypeptide,O95831,GenBank Gene Database,AF100928
polypeptide,O95831,GenBank Protein Database,4323587
polypeptide,O95831,UniProtKB,O95831
polypeptide,O95831,UniProt Accession,AIFM1_HUMAN
polypeptide,P37747,GenBank Gene Database,U03041
polypeptide,P37747,GenBank Protein Database,510253
polypeptide,P37747,UniProtKB,P37747
polypeptide,P37747,UniProt Accession,GLF_ECOLI
polypeptide,P39662,GenBank Gene Database,X74334
polypeptide,P39662,GenBank Protein Database,460999
polypeptide,P39662,UniProtKB,P39662
polypeptide,P39662,UniProt Accession,HMP_CUPNH
polypeptide,Q92947,HUGO Gene Nomenclature Committee (HGNC),HGNC:4189
polypeptide,Q92947,GenAtlas,GCDH
polypeptide,Q92947,GeneCards,GCDH
polypeptide,Q92947,GenBank Gene Database,U69141
polypeptide,Q92947,GenBank Protein Database,1549327
polypeptide,Q92947,UniProtKB,Q92947
polypeptide,Q92947,UniProt Accession,GCDH_HUMAN
polypeptide,P61497,GenBank Gene Database,AB064548
polypeptide,P61497,GenBank Protein Database,15080709
polypeptide,P61497,UniProtKB,P61497
polypeptide,P61497,UniProt Accession,PHR_THET8
polypeptide,Q96RQ9,HUGO Gene Nomenclature Committee (HGNC),HGNC:19094
polypeptide,Q96RQ9,GeneCards,IL4I1
polypeptide,Q96RQ9,UniProtKB,Q96RQ9
polypeptide,Q96RQ9,UniProt Accession,OXLA_HUMAN
polypeptide,P42593,GenBank Gene Database,U93405
polypeptide,P42593,GenBank Protein Database,2584857
polypeptide,P42593,UniProtKB,P42593
polypeptide,P42593,UniProt Accession,FADH_ECOLI
polypeptide,Q56839,GenBank Gene Database,X79863
polypeptide,Q56839,GenBank Protein Database,929914
polypeptide,Q56839,UniProtKB,Q56839
polypeptide,Q56839,UniProt Accession,XECC_XANP2
polypeptide,P0A9P4,GenBank Gene Database,J03762
polypeptide,P0A9P4,UniProtKB,P0A9P4
polypeptide,P0A9P4,UniProt Accession,TRXB_ECOLI
polypeptide,P0AEZ1,GenBank Gene Database,V01502
polypeptide,P0AEZ1,UniProtKB,P0AEZ1
polypeptide,P0AEZ1,UniProt Accession,METF_ECOLI
polypeptide,Q9AGP8,GenBank Gene Database,AF329477
polypeptide,Q9AGP8,UniProtKB,Q9AGP8
polypeptide,Q9AGP8,UniProt Accession,DMGO_ARTGO
polypeptide,P37062,GenBank Gene Database,X62755
polypeptide,P37062,UniProtKB,P37062
polypeptide,P37062,UniProt Accession,NAPE_ENTFA
polypeptide,P21890,GenBank Gene Database,X72394
polypeptide,P21890,UniProtKB,P21890
polypeptide,P21890,UniProt Accession,FENR_NOSSO
polypeptide,P38038,GenBank Gene Database,M23008
polypeptide,P38038,UniProtKB,P38038
polypeptide,P38038,UniProt Accession,CYSJ_ECOLI
polypeptide,Q44532,GenBank Gene Database,L36319
polypeptide,Q44532,UniProtKB,Q44532
polypeptide,Q44532,UniProt Accession,FENR_AZOVI
polypeptide,Q52437,GenBank Gene Database,D16831
polypeptide,Q52437,UniProtKB,Q52437
polypeptide,Q52437,UniProt Accession,Q52437_PSES1
polypeptide,P18925,GenBank Gene Database,M37307
polypeptide,P18925,UniProtKB,P18925
polypeptide,P18925,UniProt Accession,DLDH_AZOVI
polypeptide,Q888A4,GenBank Gene Database,AE016853
polypeptide,Q888A4,UniProtKB,Q888A4
polypeptide,Q888A4,UniProt Accession,RNLS_PSESM
polypeptide,P00914,GenBank Gene Database,K01299
polypeptide,P00914,UniProtKB,P00914
polypeptide,P00914,UniProt Accession,PHR_ECOLI
polypeptide,P05327,GenBank Gene Database,X07230
polypeptide,P05327,UniProtKB,P05327
polypeptide,P05327,UniProt Accession,PHR_SYNP6
polypeptide,P10902,GenBank Gene Database,X12714
polypeptide,P10902,UniProtKB,P10902
polypeptide,P10902,UniProt Accession,NADB_ECOLI
polypeptide,P77967,UniProtKB,P77967
polypeptide,P77967,UniProt Accession,CRYD_SYNY3
polypeptide,Q9Z4P0,GenBank Gene Database,AJ236923
polypeptide,Q9Z4P0,UniProtKB,Q9Z4P0
polypeptide,Q9Z4P0,UniProt Accession,IFCA_SHEFN
polypeptide,Q9UHQ9,HUGO Gene Nomenclature Committee (HGNC),HGNC:13397
polypeptide,Q9UHQ9,GeneCards,CYB5R1
polypeptide,Q9UHQ9,UniProtKB,Q9UHQ9
polypeptide,Q9UHQ9,UniProt Accession,NB5R1_HUMAN
polypeptide,Q7SID9,UniProtKB,Q7SID9
polypeptide,Q7SID9,UniProt Accession,Q7SID9_BREST
polypeptide,P22570,HUGO Gene Nomenclature Committee (HGNC),HGNC:3642
polypeptide,P22570,GeneCards,FDXR
polypeptide,P22570,UniProtKB,P22570
polypeptide,P22570,UniProt Accession,ADRO_HUMAN
polypeptide,Q15067,HUGO Gene Nomenclature Committee (HGNC),HGNC:119
polypeptide,Q15067,GeneCards,ACOX1
polypeptide,Q15067,GenBank Gene Database,U07866
polypeptide,Q15067,GenBank Protein Database,495475
polypeptide,Q15067,UniProtKB,Q15067
polypeptide,Q15067,UniProt Accession,ACOX1_HUMAN
polypeptide,P08373,GenBank Gene Database,M10123
polypeptide,P08373,UniProtKB,P08373
polypeptide,P08373,UniProt Accession,MURB_ECOLI
polypeptide,P55789,HUGO Gene Nomenclature Committee (HGNC),HGNC:4236
polypeptide,P55789,GeneCards,GFER
polypeptide,P55789,UniProtKB,P55789
polypeptide,P55789,UniProt Accession,ALR_HUMAN
polypeptide,P61432,GenBank Gene Database,BA000033
polypeptide,P61432,UniProtKB,P61432
polypeptide,P61432,UniProt Accession,MURB_STAAW
polypeptide,P24232,GenBank Gene Database,X58872
polypeptide,P24232,UniProtKB,P24232
polypeptide,P24232,UniProt Accession,HMP_ECOLI
polypeptide,Q9LAG2,GenBank Gene Database,AF140605
polypeptide,Q9LAG2,UniProtKB,Q9LAG2
polypeptide,Q9LAG2,UniProt Accession,Q9LAG2_PARTM
polypeptide,Q9RA47,GenBank Gene Database,AB029373
polypeptide,Q9RA47,UniProtKB,Q9RA47
polypeptide,Q9RA47,UniProt Accession,Q9RA47_THETH
polypeptide,P16640,GenBank Gene Database,J05406
polypeptide,P16640,UniProtKB,P16640
polypeptide,P16640,UniProt Accession,CAMA_PSEPU
polypeptide,P9WHH7,UniProtKB,P9WHH7
polypeptide,P9WHH7,UniProt Accession,LPDA_MYCTU
polypeptide,P9WIQ1,UniProtKB,P9WIQ1
polypeptide,P9WIQ1,UniProt Accession,GLF_MYCTU
polypeptide,P55792,GenBank Gene Database,AJ250267
polypeptide,P55792,UniProtKB,P55792
polypeptide,P55792,UniProt Accession,HDVD_CLOAM
polypeptide,P09788,GenBank Gene Database,U96338
polypeptide,P09788,UniProtKB,P09788
polypeptide,P09788,UniProt Accession,DH4C_PSEPU
polypeptide,P19480,GenBank Gene Database,AE008724
polypeptide,P19480,UniProtKB,P19480
polypeptide,P19480,UniProt Accession,AHPF_SALTY
polypeptide,Q51225,GenBank Gene Database,X77920
polypeptide,Q51225,UniProtKB,Q51225
polypeptide,Q51225,UniProt Accession,Q51225_NEIME
polypeptide,Q94655,GenBank Gene Database,X93462
polypeptide,Q94655,UniProtKB,Q94655
polypeptide,Q94655,UniProt Accession,GSHR_PLAFK
polypeptide,Q47PU3,GenBank Gene Database,CP000088
polypeptide,Q47PU3,UniProtKB,Q47PU3
polypeptide,Q47PU3,UniProt Accession,PAMO_THEFY
polypeptide,P07771,GenBank Gene Database,AF009224
polypeptide,P07771,UniProtKB,P07771
polypeptide,P07771,UniProt Accession,BENC_ACIAD
polypeptide,Q72JJ3,GenBank Gene Database,AE017221
polypeptide,Q72JJ3,UniProtKB,Q72JJ3
polypeptide,Q72JJ3,UniProt Accession,Q72JJ3_THET2
polypeptide,Q9KIE5,GenBank Gene Database,AF235504
polypeptide,Q9KIE5,UniProtKB,Q9KIE5
polypeptide,Q9KIE5,UniProt Accession,Q9KIE5_STRHY
polypeptide,P09063,GenBank Gene Database,M57613
polypeptide,P09063,UniProtKB,P09063
polypeptide,P09063,UniProt Accession,DLDH1_PSEPU
polypeptide,P14218,GenBank Gene Database,M28356
polypeptide,P14218,UniProtKB,P14218
polypeptide,P14218,UniProt Accession,DLDH_PSEFL
polypeptide,P35340,GenBank Gene Database,D13187
polypeptide,P35340,UniProtKB,P35340
polypeptide,P35340,UniProt Accession,AHPF_ECOLI
polypeptide,P58558,GenBank Gene Database,BA000019
polypeptide,P58558,UniProtKB,P58558
polypeptide,P58558,UniProt Accession,FENR_NOSS1
polypeptide,P28861,GenBank Gene Database,L04757
polypeptide,P28861,UniProtKB,P28861
polypeptide,P28861,UniProt Accession,FENR_ECOLI
polypeptide,Q9RC23,GenBank Gene Database,AJ250862
polypeptide,Q9RC23,UniProtKB,Q9RC23
polypeptide,Q9RC23,UniProt Accession,MRSD_BACSY
polypeptide,P05413,HUGO Gene Nomenclature Committee (HGNC),HGNC:3557
polypeptide,P05413,GenAtlas,FABP3
polypeptide,P05413,GeneCards,FABP3
polypeptide,P05413,GenBank Gene Database,X56549
polypeptide,P05413,GenBank Protein Database,31293
polypeptide,P05413,Guide to Pharmacology,2533
polypeptide,P05413,UniProtKB,P05413
polypeptide,P05413,UniProt Accession,FABPH_HUMAN
polypeptide,P23526,HUGO Gene Nomenclature Committee (HGNC),HGNC:343
polypeptide,P23526,GenAtlas,AHCY
polypeptide,P23526,GeneCards,AHCY
polypeptide,P23526,GenBank Gene Database,M61831
polypeptide,P23526,GenBank Protein Database,178277
polypeptide,P23526,Guide to Pharmacology,1233
polypeptide,P23526,UniProtKB,P23526
polypeptide,P23526,UniProt Accession,SAHH_HUMAN
polypeptide,P38489,GenBank Gene Database,D25414
polypeptide,P38489,GenBank Protein Database,538227
polypeptide,P38489,UniProtKB,P38489
polypeptide,P38489,UniProt Accession,NFSB_ECOLI
polypeptide,P00322,UniProtKB,P00322
polypeptide,P00322,UniProt Accession,FLAV_CLOBE
polypeptide,P0A2Y7,GenBank Gene Database,AE008495
polypeptide,P0A2Y7,GenBank Protein Database,15458869
polypeptide,P0A2Y7,UniProtKB,P0A2Y7
polypeptide,P0A2Y7,UniProt Accession,AROC_STRR6
polypeptide,P0AFI7,GenBank Gene Database,M92351
polypeptide,P0AFI7,UniProtKB,P0AFI7
polypeptide,P0AFI7,UniProt Accession,PDXH_ECOLI
polypeptide,P63462,GenBank Gene Database,AE008772
polypeptide,P63462,UniProtKB,P63462
polypeptide,P63462,UniProt Accession,AZOR_SALTY
polypeptide,P30197,GenBank Gene Database,X62386
polypeptide,P30197,UniProtKB,P30197
polypeptide,P30197,UniProt Accession,EPID_STAEP
polypeptide,P41407,GenBank Gene Database,D85081
polypeptide,P41407,UniProtKB,P41407
polypeptide,P41407,UniProt Accession,AZOR_ECOLI
polypeptide,P56122,GenBank Gene Database,AE000511
polypeptide,P56122,UniProtKB,P56122
polypeptide,P56122,UniProt Accession,AROC_HELPY
polypeptide,P0A3D9,GenBank Gene Database,X14577
polypeptide,P0A3D9,UniProtKB,P0A3D9
polypeptide,P0A3D9,UniProt Accession,FLAV_NOSS1
polypeptide,P00323,GenBank Gene Database,J04033
polypeptide,P00323,UniProtKB,P00323
polypeptide,P00323,UniProt Accession,FLAV_NITV2
polypeptide,P10340,GenBank Gene Database,M19116
polypeptide,P10340,UniProtKB,P10340
polypeptide,P10340,UniProt Accession,FLAV_SYNE7
polypeptide,Q8DW21,GenBank Gene Database,AE014875
polypeptide,Q8DW21,UniProtKB,Q8DW21
polypeptide,Q8DW21,UniProt Accession,Q8DW21_STRMU
polypeptide,Q9WXV1,GenBank Gene Database,AE000512
polypeptide,Q9WXV1,UniProtKB,Q9WXV1
