interactant_id,polypeptide_id
BE0000301,P09455
BE0000530,P02768
BE0010065,P02647
BE0010065,P02652
BE0010065,P06727
BE0010065,P04114
BE0010065,P02655
BE0010065,P02656
BE0010065,P05090
BE0010065,P02649
BE0010065,O14791
BE0010065,O95445
BE0010065,P08519
BE0000262,P35354
BE0000017,P23219
BE0001075,P05164
BE0002433,P05177
BE0002793,P11712
BE0000329,P28845
BE0000126,Q04828
BE0000622,P52895
BE0000438,P17516
BE0000530,P02768
BE0000560,P08172
BE0000092,P11229
BE0000045,P20309
BE0000381,P47869
BE0000523,P34903
BE0000478,P48169
BE0000471,P31644
BE0000764,Q16445
BE0004797,P14867
BE0004797,P47869
BE0004797,P34903
BE0004797,P48169
BE0004797,P31644
BE0004797,Q16445
BE0004797,P18505
BE0004797,P47870
BE0004797,P28472
BE0004797,O14764
BE0004797,P78334
BE0004797,Q8N1C3
BE0004797,P18507
BE0004797,Q99928
BE0004797,O00591
BE0004797,Q9UN88
BE0000795,P14867
BE0003594,Q99928
BE0000849,P43681
BE0002341,P36544
BE0000829,P42262
BE0000826,Q13002
BE0000943,P07225
BE0000380,P04070
BE0000262,P35354
BE0000017,P23219
BE0003679,P16662
BE0002887,P10632
BE0002793,P11712
BE0000129,P24046
BE0000795,P14867
BE0000745,P23416
BE0000414,O75311
BE0000433,P23415
BE0003543,P04798
BE0002240,P15104
BE0000366,P43700
BE0000429,P43702
BE0000742,P11388
BE0002425,Q02880
BE0002433,P05177
BE0000866,P14770
BE0000415,O15554
BE0002638,P08684
BE0002362,P20815
BE0003543,P04798
BE0002363,P10635
BE0002433,P05177
BE0002887,P10632
BE0002793,P11712
BE0003536,P33261
BE0003533,P05181
BE0003612,P24462
BE0003647,O15244
BE0003648,O15245
BE0000106,O76082
BE0001032,P08183
BE0003642,P46721
BE0000757,Q9H015
BE0001004,Q9Y6L6
BE0000262,P35354
BE0000017,P23219
BE0002793,P11712
BE0003645,Q8TCC7
BE0000061,P21554
BE0000095,P34972
BE0003543,P04798
BE0002433,P05177
BE0001111,Q16678
BE0003336,P11509
BE0002793,P11712
BE0003549,P20813
BE0003536,P33261
BE0002363,P10635
BE0003683,P51589
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0002705,P23141
BE0000017,P23219
BE0003541,P22309
BE0003677,P35503
BE0003538,O60656
BE0003678,Q9HAW8
BE0001067,Q9UNQ0
BE0001032,P08183
BE0000785,P33527
BE0000705,Q9Y271
BE0000248,P09917
BE0000017,P23219
BE0003336,P11509
BE0002638,P08684
BE0002793,P11712
BE0002887,P10632
BE0001042,O94956
BE0000749,P31645
BE0000533,P28335
BE0000738,Q15822
BE0003585,P32297
BE0003584,P30926
BE0004552,P61024
BE0000090,Q12809
BE0003549,P20813
BE0002362,P20815
BE0002793,P11712
BE0002363,P10635
BE0001052,Q14097
BE0002433,P05177
BE0002638,P08684
BE0003536,P33261
BE0000530,P02768
BE0000925,P02763
BE0001032,P08183
BE0000197,Q14524
BE0000177,Q9Y5Y9
BE0000795,P14867
BE0004797,P14867
BE0004797,P47869
BE0004797,P34903
BE0004797,P48169
BE0004797,P31644
BE0004797,Q16445
BE0004797,P18505
BE0004797,P47870
BE0004797,P28472
BE0004797,O14764
BE0004797,P78334
BE0004797,Q8N1C3
BE0004797,P18507
BE0004797,Q99928
BE0004797,O00591
BE0004797,Q9UN88
BE0008668,P14867
BE0008668,P47869
BE0008668,P34903
BE0008668,P31644
BE0008668,Q8N1C3
BE0008668,P18507
BE0008668,Q99928
BE0000736,P30536
BE0002638,P08684
BE0000749,P31645
BE0000486,P23975
BE0000647,Q01959
BE0002363,P10635
BE0002793,P11712
BE0002638,P08684
BE0002433,P05177
BE0003549,P20813
BE0003536,P33261
BE0000530,P02768
BE0004879,P02763
BE0004879,P19652
BE0001032,P08183
BE0000756,P14416
BE0000020,P21728
BE0000291,P08908
BE0000451,P28223
BE0000501,P35348
BE0000575,P35368
BE0000442,P35367
BE0000090,Q12809
BE0004889,P21728
BE0004889,P21918
BE0000581,P35462
BE0000533,P28335
BE0004863,P35348
BE0004863,P35368
BE0004863,P25100
BE0004864,P08913
BE0004864,P18089
BE0004864,P18825
BE0000092,P11229
BE0000045,P20309
BE0000945,P50406
BE0000650,P34969
BE0000389,P21917
BE0000145,P21918
BE0004881,P28223
BE0004881,P41595
BE0004881,P28335
BE0000973,P17405
BE0004879,P02763
BE0004879,P19652
BE0000146,Q9H3N8
BE0027477,P0DP23
BE0027477,P0DP24
BE0027477,P0DP25
BE0002363,P10635
BE0002433,P05177
BE0003533,P05181
BE0002638,P08684
BE0002180,P06276
BE0000530,P02768
BE0001032,P08183
BE0000703,O95342
BE0000630,P21430
BE0000279,P0A7S3
BE0004755,Q96SW2
BE0003517,O14788
BE0000704,P01375
BE0003403,P33151
BE0000262,P35354
BE0001032,P08183
BE0000123,P03372
BE0000792,Q92731
BE0008982,P50453
BE0008981,P04155
BE0003549,P20813
BE0002887,P10632
BE0003539,Q06278
BE0002090,P11511
BE0002638,P08684
BE0003541,P22309
BE0003678,Q9HAW8
BE0003682,Q9HAW9
BE0000530,P02768
BE0000925,P02763
BE0001004,Q9Y6L6
BE0003659,Q9NPD5
BE0001032,P08183
BE0001067,Q9UNQ0
BE0001069,Q92887
BE0001061,O15438
BE0001188,O15439
BE0000262,P35354
BE0000914,Q99519
BE0003462,P40763
BE0000322,P00918
BE0003625,P07451
BE0010959,P55287
BE0001193,O15530
BE0002638,P08684
BE0002793,P11712
BE0002363,P10635
BE0002887,P10632
BE0000262,P35354
BE0001188,O15439
BE0000703,O95342
BE0001032,P08183
BE0001067,Q9UNQ0
BE0000560,P08172
BE0000426,P22303
BE0000738,Q15822
BE0000092,P11229
BE0000247,P08912
BE0000289,P08913
BE0000572,P18089
BE0000342,P18825
BE0003539,Q06278
BE0004335,Q7CRA4
BE0004644,Q8DNB6
BE0004643,Q75Y35
BE0004290,Q8DR59
BE0003624,P0A3M6
BE0002638,P08684
BE0000530,P02768
BE0001018,P46059
BE0001134,Q16348
BE0000095,P34972
BE0000061,P21554
BE0002793,P11712
BE0002638,P08684
BE0002887,P10632
BE0003533,P05181
BE0003683,P51589
BE0000429,P43702
BE0000366,P43700
BE0000742,P11388
BE0002425,Q02880
BE0004950,Q06AK7
BE0002433,P05177
BE0000172,P08588
BE0000694,P07550
BE0000090,Q12809
BE0002363,P10635
BE0000291,P08908
BE0000756,P14416
BE0000581,P35462
BE0000389,P21917
BE0004863,P35348
BE0004863,P35368
BE0004863,P25100
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0002363,P10635
BE0000530,P02768
BE0000925,P02763
BE0001032,P08183
BE0000876,P10253
BE0004698,Q14697
BE0004699,Q8TET4
BE0000837,O43451
BE0002639,P04746
BE0000221,P12821
BE0001018,P46059
BE0001134,Q16348
BE0004335,Q7CRA4
BE0004644,Q8DNB6
BE0000790,P42971
BE0004290,Q8DR59
BE0003624,P0A3M6
BE0001066,Q4U2R8
BE0003645,Q8TCC7
BE0000879,Q9NSA0
BE0003646,Q9Y694
BE0001018,P46059
BE0000530,P02768
BE0008388,B2ZTR6
BE0001134,Q16348
BE0001018,P46059
BE0001134,Q16348
BE0001066,Q4U2R8
BE0003645,Q8TCC7
BE0000879,Q9NSA0
BE0003646,Q9Y694
BE0002089,P21964
BE0002363,P10635
BE0002089,P21964
BE0003538,O60656
BE0004136,Q72547
BE0000147,P36888
BE0002050,P03366
BE0002449,O14746
BE0003336,P11509
BE0002793,P11712
BE0002638,P08684
BE0001260,P04183
BE0003679,P16662
BE0003541,P22309
BE0000530,P02768
BE0003647,O15244
BE0001066,Q4U2R8
BE0003646,Q9Y694
BE0003645,Q8TCC7
BE0000879,Q9NSA0
BE0004705,O00337
BE0004706,Q14542
BE0001032,P08183
BE0001188,O15439
BE0003639,O15440
BE0001067,Q9UNQ0
BE0000045,P20309
BE0000092,P11229
BE0000560,P08172
BE0000405,P08173
BE0000247,P08912
BE0002638,P08684
BE0002363,P10635
BE0000770,P35372
BE0000632,P41145
BE0000420,P41143
BE0002226,Q00975
BE0002363,P10635
BE0002638,P08684
BE0002362,P20815
BE0000530,P02768
BE0004879,P02763
BE0004879,P19652
BE0000713,Q9BQB6
BE0000132,P10275
BE0003721,P35869
BE0000956,O75469
BE0003543,P04798
BE0001111,Q16678
BE0002362,P20815
BE0002433,P05177
BE0002638,P08684
BE0000785,P33527
BE0000262,P35354
BE0000017,P23219
BE0003532,P48775
BE0001075,P05164
BE0000530,P02768
BE0001066,Q4U2R8
BE0000112,P25021
BE0000731,P15538
BE0002887,P10632
BE0002793,P11712
BE0003533,P05181
BE0003606,P31513
BE0003609,Q01740
BE0002433,P05177
BE0002363,P10635
BE0003536,P33261
BE0002638,P08684
BE0002362,P20815
BE0000530,P02768
BE0001032,P08183
BE0003647,O15244
BE0003648,O15245
BE0003650,O75751
BE0000106,O76082
BE0001066,Q4U2R8
BE0003645,Q8TCC7
BE0003657,Q96FL8
BE0000757,Q9H015
BE0000879,Q9NSA0
BE0003646,Q9Y694
BE0000703,O95342
BE0004752,Q86VL8
BE0000533,P28335
BE0000756,P14416
BE0000451,P28223
BE0000581,P35462
BE0003478,Q99705
BE0000118,Q05940
BE0000156,Q99720
BE0000442,P35367
BE0000045,P20309
BE0000501,P35348
BE0000289,P08913
BE0000572,P18089
BE0000342,P18825
BE0000291,P08908
BE0000945,P50406
BE0000650,P34969
BE0000417,Q13224
BE0000020,P21728
BE0003074,P16152
BE0003538,O60656
BE0003536,P33261
BE0002793,P11712
BE0003543,P04798
BE0002433,P05177
BE0002363,P10635
BE0002362,P20815
BE0002638,P08684
BE0003612,P24462
BE0001032,P08183
BE0004854,Q72874
BE0002050,P03366
BE0000956,O75469
BE0002638,P08684
BE0002363,P10635
BE0002793,P11712
BE0003536,P33261
BE0003549,P20813
BE0002887,P10632
BE0002433,P05177
BE0002362,P20815
BE0003612,P24462
BE0009758,P22309
BE0009758,Q9HAW8
BE0009758,P35503
BE0009758,P22310
BE0009758,P19224
BE0009758,Q9HAW7
BE0009758,Q9HAW9
BE0009758,O60656
BE0009758,P54855
BE0009758,P06133
BE0009758,P16662
BE0000530,P02768
BE0000925,P02763
BE0001032,P08183
BE0000785,P33527
BE0003642,P46721
BE0001069,Q92887
BE0001067,Q9UNQ0
BE0001004,Q9Y6L6
BE0001042,O94956
BE0000703,O95342
BE0003659,Q9NPD5
BE0000770,P35372
BE0000738,Q15822
BE0000045,P20309
BE0000092,P11229
BE0000560,P08172
BE0000247,P08912
BE0002674,P94692
BE0000756,P14416
BE0000020,P21728
BE0000393,P41595
BE0000092,P11229
BE0000560,P08172
BE0002180,P06276
BE0001032,P08183
BE0000687,P10827
BE0000315,P10828
BE0000507,P07202
BE0001004,Q9Y6L6
BE0003660,Q9NYB5
BE0003656,Q96BD0
BE0003653,Q6ZQN7
BE0000222,Q01650
BE0000732,P05023
BE0000530,P02768
BE0004879,P02763
BE0004879,P19652
BE0009144,P70174
BE0000211,P00747
BE0001088,P00750
BE0001283,P08519
BE0003539,Q06278
BE0000156,Q99720
BE0000641,Q8TCU5
BE0002090,P11511
BE0000738,Q15822
BE0000749,P31645
BE0004896,O00264
BE0003585,P32297
BE0000849,P43681
BE0003584,P30926
BE0000850,P17787
BE0002341,P36544
BE0000770,P35372
BE0000420,P41143
BE0000632,P41145
BE0004904,P13498
BE0004904,P04839
BE0004904,P14598
BE0004904,P19878
BE0004904,Q15080
BE0004904,P63000
BE0004904,P15153
BE0000486,P23975
BE0002363,P10635
BE0002638,P08684
BE0003612,P24462
BE0003549,P20813
BE0003536,P33261
BE0002793,P11712
BE0003681,P06133
BE0003679,P16662
BE0004696,P54855
BE0003680,O75795
BE0008954,P29372
BE0000910,P01023
BE0000510,P02787
BE0002833,O00244
BE0001075,P05164
BE0002204,P47989
BE0000421,Q02928
BE0000262,P35354
BE0004429,P9WJI5
BE0002793,P11712
BE0003549,P20813
BE0002180,P06276
BE0000818,P30711
BE0004778,P04731
BE0004779,P02795
BE0002390,P00441
BE0000814,P09211
BE0001184,P15559
BE0000807,P09488
BE0000530,P02768
BE0001061,O15438
BE0003639,O15440
BE0001069,Q92887
BE0003647,O15244
BE0003649,O15431
BE0003662,O15432
BE0003640,O95255
BE0003664,P35670
BE0003666,Q04656
BE0001067,Q9UNQ0
BE0000092,P11229
BE0000560,P08172
BE0000045,P20309
BE0000247,P08912
BE0004789,F1L7U3
BE0001340,Q71U36
BE0001367,P68371
BE0001487,P83223
BE0003543,P04798
BE0002433,P05177
BE0002638,P08684
BE0003536,P33261
BE0001032,P08183
BE0000221,P12821
BE0002705,P23141
BE0001018,P46059
BE0001134,Q16348
BE0004669,A2QLK4
BE0010066,P40989
BE0002638,P08684
BE0003648,O15245
BE0001032,P08183
BE0001066,Q4U2R8
BE0001004,Q9Y6L6
BE0003659,Q9NPD5
BE0000694,P07550
BE0000172,P08588
BE0002363,P10635
BE0002128,P05981
BE0000663,P10276
BE0000412,P19793
BE0000206,P10826
BE0000078,P28702
BE0000144,P13631
BE0000707,P48443
BE0000970,P17936
BE0008996,Q15238
BE0009043,Q6V0L0
BE0000782,P29373
BE0000508,P29762
BE0001032,P08183
BE0000419,P55017
BE0004670,Q92206
BE0000577,Q14534
BE0000818,P30711
BE0004778,P04731
BE0004779,P02795
BE0001075,P05164
BE0002390,P00441
BE0000814,P09211
BE0000807,P09488
BE0001184,P15559
BE0000530,P02768
BE0003647,O15244
BE0003649,O15431
BE0003650,O75751
BE0001067,Q9UNQ0
BE0001069,Q92887
BE0003664,P35670
BE0003666,Q04656
BE0000197,Q14524
BE0000177,Q9Y5Y9
BE0027477,P0DP23
BE0027477,P0DP24
BE0027477,P0DP25
BE0002180,P06276
BE0000679,Q06432
BE0000691,P54289
BE0002363,P10635
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0000308,P04293
BE0000343,P08546
BE0001066,Q4U2R8
BE0000669,P53985
BE0000956,O75469
BE0000767,P00533
BE0002638,P08684
BE0002362,P20815
BE0002433,P05177
BE0003543,P04798
BE0002363,P10635
BE0002887,P10632
BE0001111,Q16678
BE0003541,P22309
BE0000767,P00533
BE0000530,P02768
BE0000925,P02763
BE0001067,Q9UNQ0
BE0001032,P08183
BE0001042,O94956
BE0000956,O75469
BE0002793,P11712
BE0002638,P08684
BE0003549,P20813
BE0003536,P33261
BE0003336,P11509
BE0003611,P33260
BE0002362,P20815
BE0002887,P10632
BE0000197,Q14524
BE0000956,O75469
BE0003536,P33261
BE0003549,P20813
BE0002433,P05177
BE0002363,P10635
BE0002887,P10632
BE0002793,P11712
BE0000537,P05543
BE0000262,P35354
BE0001046,P15502
BE0000017,P23219
BE0002887,P10632
BE0002793,P11712
BE0002638,P08684
BE0002433,P05177
BE0001188,O15439
BE0000502,Q13621
BE0000152,P51649
BE0003621,P08149
BE0003622,Q60FT7
BE0001075,P05164
BE0000106,O76082
BE0001018,P46059
BE0001134,Q16348
BE0001066,Q4U2R8
BE0003645,Q8TCC7
BE0000133,P05091
BE0003317,P07998
BE0004524,P78352
BE0001248,P00720
BE0000567,Q14353
BE0002994,P53608
BE0003647,O15244
BE0003648,O15245
BE0003650,O75751
BE0000106,O76082
BE0003645,Q8TCC7
BE0000757,Q9H015
BE0003657,Q96FL8
BE0004752,Q86VL8
BE0000429,P43702
BE0000366,P43700
BE0008385,P20831
BE0002388,P0A0K8
BE0000021,P12461
BE0000742,P11388
BE0000090,Q12809
BE0008382,P0AES4
BE0008383,P0C1U9
BE0008386,Q59192
BE0008387,P05653
BE0008392,C3T8E2
BE0008384,B4YQT9
BE0002433,P05177
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0000530,P02768
BE0001032,P08183
BE0003657,Q96FL8
BE0004752,Q86VL8
BE0000123,P03372
BE0000685,P04278
BE0003543,P04798
BE0002638,P08684
BE0001032,P08183
BE0000486,P23975
BE0000749,P31645
BE0000451,P28223
BE0000291,P08908
BE0000442,P35367
BE0000501,P35348
BE0000715,P25100
BE0000533,P28335
BE0000575,P35368
BE0004864,P08913
BE0004864,P18089
BE0004864,P18825
BE0004872,P08588
BE0004872,P07550
BE0004872,P13945
BE0000756,P14416
BE0004897,O00264
BE0004897,Q99720
BE0004882,P08909
BE0004890,P11229
BE0004890,P08172
BE0004890,P20309
BE0004890,P08173
BE0004890,P08912
BE0002363,P10635
BE0002638,P08684
BE0002433,P05177
BE0003536,P33261
BE0002362,P20815
BE0003533,P05181
BE0000530,P02768
BE0000925,P02763
BE0000486,P23975
BE0001032,P08183
BE0000143,P07437
BE0001391,P68366
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0001032,P08183
BE0001061,O15438
BE0003650,O75751
BE0000785,P33527
BE0003651,Q5T3U5
BE0001069,Q92887
BE0000703,O95342
BE0001067,Q9UNQ0
BE0004770,Q15311
BE0001004,Q9Y6L6
BE0003659,Q9NPD5
BE0000221,P12821
BE0002176,P42898
BE0001018,P46059
BE0001134,Q16348
BE0000749,P31645
BE0000486,P23975
BE0000756,P14416
BE0000020,P21728
BE0000289,P08913
BE0000501,P35348
BE0000092,P11229
BE0000795,P14867
BE0000451,P28223
BE0000533,P28335
BE0000945,P50406
BE0000650,P34969
BE0000581,P35462
BE0000389,P21917
BE0000442,P35367
BE0004863,P35348
BE0004863,P35368
BE0004863,P25100
BE0004890,P11229
BE0004890,P08172
BE0004890,P20309
BE0004890,P08173
BE0004890,P08912
BE0000393,P41595
BE0000311,P46098
BE0000291,P08908
BE0000797,P28222
BE0004864,P08913
BE0004864,P18089
BE0004864,P18825
BE0000146,Q9H3N8
BE0004797,P14867
BE0004797,P47869
BE0004797,P34903
BE0004797,P48169
BE0004797,P31644
BE0004797,Q16445
BE0004797,P18505
BE0004797,P47870
BE0004797,P28472
BE0004797,O14764
BE0004797,P78334
BE0004797,Q8N1C3
BE0004797,P18507
BE0004797,Q99928
BE0004797,O00591
BE0004797,Q9UN88
BE0000647,Q01959
BE0002363,P10635
BE0000925,P02763
BE0000324,P04818
BE0002449,O14746
BE0000960,Q12882
BE0000021,P12461
BE0000960,Q12882
BE0002456,Q16831
BE0002457,O95045
BE0003336,P11509
BE0002887,P10632
BE0002176,P42898
BE0000324,P04818
BE0004473,P11172
BE0000374,Q06203
BE0002433,P05177
BE0002193,P19971
BE0002793,P11712
BE0000530,P02768
BE0000537,P05543
BE0003646,Q9Y694
BE0001204,Q99808
BE0001067,Q9UNQ0
BE0001061,O15438
BE0001188,O15439
BE0003639,O15440
BE0000216,P00742
BE0002180,P06276
BE0000426,P22303
BE0000426,P22303
BE0002180,P06276
BE0002638,P08684
BE0004797,P14867
BE0004797,P47869
BE0004797,P34903
BE0004797,P48169
BE0004797,P31644
BE0004797,Q16445
BE0004797,P18505
BE0004797,P47870
BE0004797,P28472
BE0004797,O14764
BE0004797,P78334
BE0004797,Q8N1C3
BE0004797,P18507
BE0004797,Q99928
BE0004797,O00591
BE0004797,Q9UN88
BE0008668,P14867
BE0008668,P47869
BE0008668,P34903
BE0008668,P31644
BE0008668,Q8N1C3
BE0008668,P18507
BE0008668,Q99928
BE0000736,P30536
BE0002638,P08684
BE0003536,P33261
BE0000794,P04150
BE0002088,P62508
BE0005001,O95718
BE0003722,P11474
BE0000474,P66010
BE0009587,Q9H8P0
BE0003610,P51857
BE0000585,P31213
BE0000252,P14679
BE0000498,P00582
BE0000539,P18405
BE0000705,Q9Y271
BE0002793,P11712
BE0002887,P10632
BE0000017,P23219
BE0002638,P08684
BE0002433,P05177
BE0003536,P33261
BE0002363,P10635
BE0001067,Q9UNQ0
BE0003644,Q14973
BE0000507,P07202
BE0009854,P49895
BE0001075,P05164
BE0000138,P09172
BE0003543,P04798
BE0000334,P18314
BE0001198,P39900
BE0002214,P00813
BE0003336,P11509
BE0003543,P04798
BE0003534,Q16696
BE0003336,P11509
BE0002433,P05177
BE0000262,P35354
BE0000017,P23219
BE0002887,P10632
BE0002793,P11712
BE0000530,P02768
BE0001066,Q4U2R8
BE0003645,Q8TCC7
BE0000879,Q9NSA0
BE0001042,O94956
BE0009609,Q15878
BE0009738,P35498
BE0009738,Q9Y5Y9
BE0009738,Q9UI33
BE0009738,Q99250
BE0009738,Q9NY46
BE0009738,P35499
BE0009738,Q14524
BE0009738,Q01118
BE0009738,Q9UQD0
BE0009738,Q15858
BE0000192,Q9UI33
BE0000013,P30542
BE0000924,P29274
BE0000501,P35348
BE0000289,P08913
BE0000172,P08588
BE0004889,P21728
BE0004889,P21918
BE0000756,P14416
BE0004797,P14867
BE0004797,P47869
BE0004797,P34903
BE0004797,P48169
BE0004797,P31644
BE0004797,Q16445
BE0004797,P18505
BE0004797,P47870
BE0004797,P28472
BE0004797,O14764
BE0004797,P78334
BE0004797,Q8N1C3
BE0004797,P18507
BE0004797,Q99928
BE0004797,O00591
BE0004797,Q9UN88
BE0008668,P14867
BE0008668,P47869
BE0008668,P34903
BE0008668,P31644
BE0008668,Q8N1C3
BE0008668,P18507
BE0008668,Q99928
BE0000442,P35367
BE0000632,P41145
BE0004661,P02708
BE0000451,P28223
BE0000311,P46098
BE0000640,P42261
BE0000330,P00374
BE0009758,P22309
BE0009758,Q9HAW8
BE0009758,P35503
BE0009758,P22310
BE0009758,P19224
BE0009758,Q9HAW7
BE0009758,Q9HAW9
BE0009758,O60656
BE0009758,P54855
BE0009758,P06133
BE0009758,P16662
BE0000530,P02768
BE0001032,P08183
BE0003647,O15244
BE0003648,O15245
BE0000442,P35367
BE0000090,Q12809
BE0002638,P08684
BE0002362,P20815
BE0002363,P10635
BE0000530,P02768
BE0001032,P08183
BE0000057,P06818
BE0003527,P27907
BE0003200,Q9Y3R4
BE0000043,P24530
BE0000521,P25101
BE0002638,P08684
BE0002793,P11712
BE0000703,O95342
BE0000127,P0A7X3
BE0000279,P0A7S3
BE0003709,P0A7S9
BE0003708,P0AG59
BE0003710,P0A7U3
BE0003582,O14649
BE0003583,Q9NPC2
BE0000419,P55017
BE0009965,P00915
BE0009965,O43570
BE0009965,Q8N1Q1
BE0009965,Q9ULX7
BE0009965,P00918
BE0009965,P07451
BE0009965,P22748
BE0009965,P35218
BE0009965,Q9Y2D0
BE0009965,P23280
BE0009965,P43166
BE0009965,Q16790
BE0000322,P00918
BE0000267,P00915
BE0000535,P22748
BE0002437,Q16790
BE0001653,O43570
BE0000324,P04818
BE0001240,P31939
BE0000330,P00374
BE0004711,P41440
BE0001048,Q96NT5
BE0000330,P00374
BE0003539,Q06278
BE0002176,P42898
BE0003559,P52209
BE0000700,Q05932
BE0000324,P04818
BE0001240,P31939
BE0000265,Q92820
BE0002638,P08684
BE0010185,P06621
BE0000530,P02768
BE0001061,O15438
BE0001188,O15439
BE0000785,P33527
BE0001066,Q4U2R8
BE0003651,Q5T3U5
BE0003645,Q8TCC7
BE0001069,Q92887
BE0001032,P08183
BE0003642,P46721
BE0000669,P53985
BE0003658,Q96J66
BE0003659,Q9NPD5
BE0000879,Q9NSA0
BE0003660,Q9NYB5
BE0003661,Q9UIG8
BE0001067,Q9UNQ0
BE0003646,Q9Y694
BE0001048,Q96NT5
BE0001004,Q9Y6L6
BE0003653,Q6ZQN7
BE0004711,P41440
BE0003405,P15328
BE0000271,P14207
BE0001018,P46059
BE0000536,Q7Z2H8
BE0009738,P35498
BE0009738,Q9Y5Y9
BE0009738,Q9UI33
BE0009738,Q99250
BE0009738,Q9NY46
BE0009738,P35499
BE0009738,Q14524
BE0009738,Q01118
BE0009738,Q9UQD0
BE0009738,Q15858
BE0000849,P43681
BE0000956,O75469
BE0002638,P08684
BE0002887,P10632
BE0002433,P05177
BE0002793,P11712
BE0003536,P33261
BE0003549,P20813
BE0002362,P20815
BE0003679,P16662
BE0003541,P22309
BE0004694,P19224
BE0004695,Q9HAW7
BE0001032,P08183
BE0004770,Q15311
BE0001069,Q92887
BE0009927,Q9GZZ6
BE0009927,Q15822
BE0009927,P32297
BE0009927,P43681
BE0009927,P30532
BE0009927,Q15825
BE0009927,P36544
BE0009927,Q9UGM1
BE0009927,P17787
BE0009927,Q05901
BE0009927,P30926
BE0000738,Q15822
BE0004661,P02708
BE0000560,P08172
BE0004643,Q75Y35
BE0004644,Q8DNB6
BE0004335,Q7CRA4
BE0003624,P0A3M6
BE0004290,Q8DR59
BE0000530,P02768
BE0000106,O76082
BE0001018,P46059
BE0001134,Q16348
BE0001066,Q4U2R8
BE0003657,Q96FL8
BE0003645,Q8TCC7
BE0000442,P35367
BE0000430,Q13936
BE0002359,Q01668
BE0002357,O60840
BE0002355,Q13698
BE0000483,O43497
BE0000864,O95180
BE0000012,Q9P0X4
BE0000756,P14416
BE0004889,P21728
BE0004889,P21918
BE0004890,P11229
BE0004890,P08172
BE0004890,P20309
BE0004890,P08173
BE0004890,P08912
BE0002363,P10635
BE0002793,P11712
BE0002433,P05177
BE0003549,P20813
BE0003336,P11509
BE0003543,P04798
BE0002638,P08684
BE0000530,P02768
BE0000216,P00742
BE0000280,P01008
BE0001340,Q71U36
BE0000143,P07437
BE0003711,Q9UJT1
BE0003713,P23258
BE0003712,Q9UJT0
BE0003400,Q13885
BE0001040,P05412
BE0002363,P10635
BE0002638,P08684
BE0001032,P08183
BE0000785,P33527
BE0001069,Q92887
BE0003640,O95255
BE0000703,O95342
BE0001004,Q9Y6L6
BE0000172,P08588
BE0000694,P07550
BE0001012,P13945
BE0000291,P08908
BE0000797,P28222
BE0003543,P04798
BE0002198,P21397
BE0002433,P05177
BE0002363,P10635
BE0003536,P33261
BE0002362,P20815
BE0002638,P08684
BE0003612,P24462
BE0000925,P02763
BE0000530,P02768
BE0003647,O15244
BE0001032,P08183
BE0000092,P11229
BE0000560,P08172
BE0000045,P20309
BE0000405,P08173
BE0000247,P08912
BE0000433,P23415
BE0000849,P43681
BE0000850,P17787
BE0000925,P02763
BE0000703,O95342
BE0000262,P35354
BE0000017,P23219
BE0000071,Q07869
BE0000215,P37231
BE0000530,P02768
BE0000749,P31645
BE0000659,P28221
BE0000533,P28335
BE0000156,Q99720
BE0000451,P28223
BE0000393,P41595
BE0000291,P08908
BE0002433,P05177
BE0003549,P20813
BE0002793,P11712
BE0003536,P33261
BE0002638,P08684
BE0002362,P20815
BE0002363,P10635
BE0000572,P18089
BE0000342,P18825
BE0000289,P08913
BE0001002,Q16853
BE0000501,P35348
BE0000575,P35368
BE0000715,P25100
BE0002433,P05177
BE0002638,P08684
BE0003543,P04798
BE0002362,P20815
BE0002363,P10635
BE0000530,P02768
BE0003650,O75751
BE0000106,O76082
BE0000757,Q9H015
BE0000803,P0AC13
BE0002793,P11712
BE0000530,P02768
BE0000458,Q9QNF7
BE0000308,P04293
BE0002351,Q16774
BE0000514,P06478
BE0001018,P46059
BE0001134,Q16348
BE0003645,Q8TCC7
BE0001066,Q4U2R8
BE0000423,Q9UN76
BE0003643,Q12908
BE0004840,P0AEB2
BE0004840,P24228
BE0004840,P08506
BE0004840,P02918
BE0004840,P02919
BE0004840,P0AD68
BE0004840,P0AD65
BE0001755,Q47066
BE0000657,P47712
BE0001066,Q4U2R8
BE0000486,P23975
BE0000647,Q01959
BE0000749,P31645
BE0000118,Q05940
BE0000262,P35354
BE0000322,P00918
BE0003625,P07451
BE0003538,O60656
BE0002793,P11712
BE0002638,P08684
BE0000116,P06864
BE0000233,P10613
BE0003609,Q01740
BE0003606,P31513
BE0002362,P20815
BE0003612,P24462
BE0003536,P33261
BE0002638,P08684
BE0002793,P11712
BE0003549,P20813
BE0000017,P23219
BE0017721,Q92523
BE0002204,P47989
BE0002705,P23141
BE0001075,P05164
BE0000406,P50416
BE0000757,Q9H015
BE0000106,O76082
BE0000496,P43155
BE0000097,Q8N8R3
BE0000579,O43772
BE0000373,Q9UKG9
BE0000179,P23786
