interactant_id,polypeptide_id
BE0008668,Q8N1C3
BE0008668,P18507
BE0008668,Q99928
BE0002433,P05177
BE0002180,P06276
BE0000803,P0AC13
BE0002793,P11712
BE0000215,P37231
BE0000215,P37231
BE0009009,Q16602
BE0001103,P06881
BE0002370,P10092
BE0001103,P06881
BE0002370,P10092
BE0009009,Q16602
BE0001103,P06881
BE0002370,P10092
BE0009009,Q16602
BE0000095,P34972
BE0005802,Q9Y2T6
BE0003533,P05181
BE0000267,P00915
BE0000322,P00918
BE0001023,Q8NER1
BE0009158,Q9Y5S1
BE0001122,O75762
BE0000916,P11217
BE0002638,P08684
BE0002887,P10632
BE0002793,P11712
BE0003611,P33260
BE0003536,P33261
BE0000703,O95342
BE0001032,P08183
BE0000262,P35354
BE0000262,P35354
BE0000262,P35354
BE0001032,P08183
BE0001032,P08183
BE0001032,P08183
BE0001032,P08183
BE0001032,P08183
BE0002638,P08684
BE0001032,P08183
BE0001032,P08183
BE0002638,P08684
BE0001032,P08183
BE0001032,P08183
BE0002226,Q00975
BE0000197,Q14524
BE0002638,P08684
BE0001032,P08183
BE0001032,P08183
BE0002638,P08684
BE0001032,P08183
BE0003641,P21439
BE0002369,Q2M3G0
BE0001032,P08183
BE0001032,P08183
BE0003641,P21439
BE0001032,P08183
BE0002638,P08684
BE0001032,P08183
BE0001032,P08183
BE0001032,P08183
BE0003641,P21439
BE0001032,P08183
BE0001032,P08183
BE0008714,Q8NEC5
BE0000535,P22748
BE0000017,P23219
BE0000267,P00915
BE0003634,Q9ULX7
BE0002437,Q16790
BE0003628,P23280
BE0001653,O43570
BE0000322,P00918
BE0001194,P15090
BE0000876,P10253
BE0001186,Q7Z2W7
BE0004136,Q72547
BE0009677,Q3MS49
BE0009678,I6TLU5
BE0002050,P03366
BE0003106,P15531
BE0003281,P22392
BE0001262,P00568
BE0004477,P54819
BE0000530,P02768
BE0001032,P08183
BE0001066,Q4U2R8
BE0003645,Q8TCC7
BE0001188,O15439
BE0000266,P08473
BE0000722,P12268
BE0000332,P9WGR1
BE0000648,P00390
BE0000574,P04035
BE0000837,O43451
BE0000133,P05091
BE0000741,P53004
BE0004699,Q8TET4
BE0004698,Q14697
BE0000876,P10253
BE0000194,P14061
BE0000924,P29274
BE0002433,P05177
BE0003634,Q9ULX7
BE0000767,P00533
BE0000770,P35372
BE0000420,P41143
BE0000632,P41145
BE0001032,P08183
BE0000600,P51648
BE0001186,Q7Z2W7
BE0001122,O75762
BE0003416,Q8NET8
BE0000756,P14416
BE0000291,P08908
BE0000451,P28223
BE0000797,P28222
BE0000659,P28221
BE0000476,P28566
BE0000020,P21728
BE0000145,P21918
BE0000581,P35462
BE0000389,P21917
BE0000533,P28335
BE0000311,P46098
BE0000945,P50406
BE0000650,P34969
BE0000442,P35367
BE0000501,P35348
BE0000575,P35368
BE0000289,P08913
BE0000572,P18089
BE0000342,P18825
BE0000092,P11229
BE0000560,P08172
BE0000045,P20309
BE0000405,P08173
BE0000247,P08912
BE0002638,P08684
BE0002363,P10635
BE0002362,P20815
BE0003612,P24462
BE0000530,P02768
BE0001186,Q7Z2W7
BE0000803,P0AC13
BE0000221,P12821
BE0001122,O75762
BE0002638,P08684
BE0000560,P08172
BE0000577,Q14534
BE0000309,P16050
BE0000509,P41180
BE0002109,P27797
BE0008691,Q99828
BE0005812,O75340
BE0008692,P30626
BE0008693,Q99653
BE0002145,P09486
BE0001011,P27824
BE0008694,P35556
BE0001177,P04271
BE0008695,O14958
BE0005259,Q15493
BE0008696,Q9UBV8
BE0002950,P06703
BE0008697,P13693
BE0008698,O75838
BE0000885,Q99584
BE0008699,P31415
BE0008700,Q02818
BE0008701,P80303
BE0008702,Q75N90
BE0008703,P28676
BE0008704,Q9ULU8
BE0008705,P0DP24
BE0008706,P0DP25
BE0008707,Q96FQ6
BE0008708,P22676
BE0008709,Q13938
BE0008710,Q86UW7
BE0008711,Q96L12
BE0005274,Q9ULB1
BE0004557,P62166
BE0027477,P0DP23
BE0027477,P0DP24
BE0027477,P0DP25
BE0008690,P05937
BE0004083,P29377
BE0000530,P02768
BE0005055,Q8WUM9
BE0008680,Q08357
BE0008681,Q06495
BE0008682,O95436
BE0008683,Q8N130
BE0005102,Q9H1D0
BE0000986,P32418
BE0005112,Q9NQA5
BE0000739,P21817
BE0005295,Q92736
BE0008712,Q9P0L9
BE0005296,Q15413
BE0008713,Q7Z443
BE0008714,Q8NEC5
BE0008715,Q13936
BE0008715,Q01668
BE0008715,O60840
BE0008715,Q13698
BE0008715,Q02641
BE0008715,Q08289
BE0008715,P54284
BE0008715,O00305
BE0008715,O00555
BE0008717,O00555
BE0008716,O43497
BE0008716,O95180
BE0008716,Q9P0X4
BE0008718,Q15878
BE0005831,P46663
BE0001145,P16455
BE0001683,P04075
BE0004528,P68104
BE0005807,P06733
BE0000720,O14556
BE0003106,P15531
BE0002467,P07237
BE0008980,P30101
BE0005844,Q06830
BE0004590,P78330
BE0003844,P60174
BE0004542,P49411
BE0000123,P03372
BE0000125,P08700
BE0004779,P02795
BE0005815,O14618
BE0002365,Q13547
BE0003523,P56524
BE0008954,P29372
BE0005833,P04279
BE0002390,P00441
BE0001608,Q9BY41
BE0005834,O15304
BE0000433,P23415
BE0001003,Q00987
BE0003491,P01308
BE0005835,P46939
BE0000187,P45381
BE0008955,P05109
BE0008993,P06702
BE0000058,P14780
BE0008994,O15350
BE0003602,P29034
BE0003380,P04637
BE0005770,P25713
BE0005812,O75340
BE0005538,Q8N907
BE0004778,P04731
BE0009047,P04217
BE0000910,P01023
BE0001060,P01019
BE0009048,P02765
BE0001213,P02743
BE0003449,P02647
BE0000922,P02652
BE0009049,P06727
BE0005852,Q0VD83
BE0001119,P02649
BE0009069,O14791
BE0002095,P02746
BE0002096,P02747
BE0002093,P00736
BE0001529,P09871
BE0003455,P01024
BE0004686,P0C0L5
BE0009050,P04003
BE0009070,P20851
BE0000855,P01031
BE0009071,P46736
BE0009072,P07357
BE0009051,P07358
BE0003266,P07360
BE0001701,P00751
BE0009053,P08603
BE0009054,P05156
BE0009055,P10909
BE0001140,P00450
BE0003503,P15169
BE0003504,P22792
BE0009073,P81605
BE0009074,P15924
BE0004672,P00748
BE0009075,P05160
BE0000048,P00734
BE0009076,O75636
BE0000538,P02671
BE0001180,P02751
BE0004161,P06396
BE0000130,P69905
BE0000629,P68871
BE0009057,P00739
BE0009077,Q86YZ3
BE0009058,P35858
BE0005097,P01876
BE0005098,P01871
BE0009078,P01599
BE0000616,P01619
BE0009079,P80748
BE0009080,P19827
BE0009060,P19823
BE0009081,Q06033
BE0009082,Q14624
BE0009083,P01591
BE0009084,P14923
BE0002440,P03952
BE0001017,P01042
BE0009061,P04264
BE0009062,P13645
BE0009085,P02533
BE0009086,P08779
BE0009063,P35908
BE0009087,P13647
BE0009088,P02538
BE0009064,P35527
BE0003663,P19652
BE0004613,Q96PD5
BE0000930,P27169
BE0009089,P20742
BE0003756,P31151
BE0005533,P49908
BE0000952,P01009
BE0009090,P01011
BE0009067,P29622
BE0000209,P08185
BE0000775,P05546
BE0000685,P04278
BE0000510,P02787
BE0000337,P02766
BE0001068,P04004
BE0009092,P51693
BE0009093,Q06481
BE0003392,P05067
BE0001717,P09874
BE0000267,P00915
BE0001123,P16870
BE0000465,P00326
BE0001183,P14735
BE0002390,P00441
BE0008725,P02786
BE0002217,Q9GZT9
BE0001608,Q9BY41
BE0008990,Q9NZD4
BE0000130,P69905
BE0008991,Q16595
BE0000399,P02794
BE0009013,P39748
BE0003175,Q96FI4
BE0005817,Q969S2
BE0000113,P06746
BE0001140,P00450
BE0000510,P02787
BE0008725,P02786
BE0002217,Q9GZT9
BE0001608,Q9BY41
BE0008990,Q9NZD4
BE0000130,P69905
BE0008991,Q16595
BE0000399,P02794
BE0009013,P39748
BE0003175,Q96FI4
BE0005817,Q969S2
BE0000113,P06746
BE0001140,P00450
BE0000510,P02787
BE0008725,P02786
BE0002217,Q9GZT9
BE0001608,Q9BY41
BE0008990,Q9NZD4
BE0000130,P69905
BE0008991,Q16595
BE0000399,P02794
BE0009013,P39748
BE0003175,Q96FI4
BE0005817,Q969S2
BE0000113,P06746
BE0001140,P00450
BE0000510,P02787
BE0008725,P02786
BE0002217,Q9GZT9
BE0001608,Q9BY41
BE0008990,Q9NZD4
BE0000130,P69905
BE0008991,Q16595
BE0000399,P02794
BE0009013,P39748
BE0003175,Q96FI4
BE0005817,Q969S2
BE0000113,P06746
BE0001140,P00450
BE0000510,P02787
BE0000732,P05023
BE0000732,P05023
BE0000732,P05023
BE0000732,P05023
BE0000502,Q13621
BE0008725,P02786
BE0002217,Q9GZT9
BE0001608,Q9BY41
BE0008990,Q9NZD4
BE0000130,P69905
BE0008991,Q16595
BE0000399,P02794
BE0009013,P39748
BE0003175,Q96FI4
BE0005817,Q969S2
BE0000113,P06746
BE0001140,P00450
BE0000510,P02787
BE0000535,P22748
BE0005055,Q8WUM9
BE0008680,Q08357
BE0008681,Q06495
BE0008682,O95436
BE0008683,Q8N130
BE0005055,Q8WUM9
BE0008680,Q08357
BE0008681,Q06495
BE0008682,O95436
BE0008683,Q8N130
BE0000983,O14732
BE0001152,P29218
BE0001065,P49841
BE0000831,P42263
BE0000983,O14732
BE0001152,P29218
BE0001065,P49841
BE0000831,P42263
BE0000983,O14732
BE0009446,P49840
BE0001152,P29218
BE0001065,P49841
BE0000831,P42263
BE0000190,P37088
BE0000024,P51168
BE0000497,P51170
BE0000302,P00807
BE0003997,P04054
BE0000592,P42330
BE0008706,P0DP25
BE0008705,P0DP24
BE0012563,P0DP23
BE0001680,P09960
BE0000455,P32754
BE0000792,Q92731
BE0000322,P00918
BE0000263,P29474
BE0001516,P20035
BE0003758,Q9UNI1
BE0000612,Q08210
BE0000067,P29475
BE0000623,P18031
BE0000221,P12821
BE0000253,P80404
BE0002390,P00441
BE0001198,P39900
BE0000794,P04150
BE0000557,P06401
BE0002887,P10632
BE0002638,P08684
BE0002362,P20815
BE0000530,P02768
BE0009861,Q9Y5I7
BE0005126,Q9BX84
BE0004624,Q96QT4
BE0009863,Q8IVJ1
BE0008673,Q96GZ6
BE0009864,Q9HD23
BE0000732,P05023
BE0000732,P05023
BE0000510,P02787
BE0000732,P05023
BE0001091,P06870
BE0003392,P05067
BE0000530,P02768
BE0000510,P02787
BE0000732,P05023
BE0001091,P06870
BE0003392,P05067
BE0000530,P02768
BE0008725,P02786
BE0001379,P07822
BE0009859,Q53TN4
BE0000510,P02787
BE0001155,P05106
BE0002109,P27797
BE0008685,P49281
BE0009856,Q9NP59
BE0001173,P00167
BE0000510,P02787
BE0001173,P00167
BE0000510,P02787
BE0001173,P00167
BE0000510,P02787
BE0001173,P00167
BE0000510,P02787
BE0001173,P00167
BE0000510,P02787
BE0005831,P46663
BE0001145,P16455
BE0001683,P04075
BE0004528,P68104
BE0005807,P06733
BE0000720,O14556
BE0003106,P15531
BE0002467,P07237
BE0008980,P30101
BE0005844,Q06830
BE0004590,P78330
BE0003844,P60174
BE0004542,P49411
BE0000123,P03372
BE0000125,P08700
BE0004779,P02795
BE0005815,O14618
BE0002365,Q13547
BE0003523,P56524
BE0008954,P29372
BE0005833,P04279
BE0002390,P00441
BE0001608,Q9BY41
BE0005834,O15304
BE0000433,P23415
BE0001003,Q00987
BE0003491,P01308
BE0005835,P46939
BE0000187,P45381
BE0008955,P05109
BE0008993,P06702
BE0000058,P14780
BE0008994,O15350
BE0003602,P29034
BE0003380,P04637
BE0005770,P25713
BE0004778,P04731
BE0000910,P01023
BE0009048,P02765
BE0003449,P02647
BE0005852,Q0VD83
BE0001119,P02649
BE0009069,O14791
BE0002095,P02746
BE0002096,P02747
BE0002093,P00736
BE0001529,P09871
BE0003455,P01024
BE0004686,P0C0L5
BE0009050,P04003
BE0009070,P20851
BE0000855,P01031
BE0009071,P46736
BE0009053,P08603
BE0009055,P10909
BE0001140,P00450
BE0003503,P15169
BE0003504,P22792
BE0009073,P81605
BE0000538,P02671
BE0001180,P02751
BE0000130,P69905
BE0000629,P68871
BE0009911,P00738
BE0009058,P35858
BE0009080,P19827
BE0009060,P19823
BE0009081,Q06033
BE0009082,Q14624
BE0009083,P01591
BE0002440,P03952
BE0001017,P01042
BE0009064,P35527
BE0003663,P19652
BE0004613,Q96PD5
BE0000930,P27169
BE0009089,P20742
BE0003756,P31151
BE0005533,P49908
BE0000952,P01009
BE0009090,P01011
BE0000209,P08185
BE0000775,P05546
BE0000685,P04278
BE0000510,P02787
BE0000337,P02766
BE0001068,P04004
BE0009092,P51693
BE0009093,Q06481
BE0003392,P05067
BE0001717,P09874
BE0009908,P04114
BE0009909,P02790
BE0009910,P04196
BE0001021,P03951
BE0009915,P41238
BE0009916,Q02383
BE0001123,P16870
BE0000465,P00326
BE0001183,P14735
BE0002390,P00441
BE0000322,P00918
BE0000530,P02768
BE0009891,Q9Y6M5
BE0009892,Q9BRI3
BE0009895,Q99726
BE0009886,O14863
BE0009907,Q6NXT4
BE0009898,Q8TAD4
BE0009885,Q8NEW0
BE0009896,Q8IWU4
BE0009890,Q6PML9
BE0009899,Q6XR72
BE0009902,Q9NY26
BE0009889,Q9NP94
BE0009904,Q9BRY0
BE0009894,Q6P5W5
BE0009888,Q6ZMH5
BE0009887,Q13433
BE0009893,Q92504
BE0009901,Q9C0K1
BE0009905,Q9NUM3
BE0009884,Q9ULF5
BE0009906,Q8N1S5
BE0009897,Q504Y0
BE0009900,Q96H72
BE0009903,Q15043
BE0000422,P04083
BE0000794,P04150
BE0000131,P80365
BE0000051,P14060
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0002887,P10632
BE0000685,P04278
BE0000209,P08185
BE0001032,P08183
BE0003642,P46721
BE0001067,Q9UNQ0
BE0003645,Q8TCC7
BE0000422,P04083
BE0000794,P04150
BE0000131,P80365
BE0000051,P14060
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0000731,P15538
BE0003542,P19099
BE0002887,P10632
BE0000685,P04278
BE0000209,P08185
BE0001032,P08183
BE0003642,P46721
BE0001067,Q9UNQ0
BE0003645,Q8TCC7
BE0000422,P04083
BE0000794,P04150
BE0000131,P80365
BE0000051,P14060
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0000731,P15538
BE0003542,P19099
BE0002887,P10632
BE0000685,P04278
BE0000209,P08185
BE0001032,P08183
BE0003642,P46721
BE0001067,Q9UNQ0
BE0003645,Q8TCC7
BE0000422,P04083
BE0000794,P04150
BE0000131,P80365
BE0000051,P14060
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0002887,P10632
BE0000685,P04278
BE0000209,P08185
BE0001032,P08183
BE0003642,P46721
BE0001067,Q9UNQ0
BE0003645,Q8TCC7
BE0000422,P04083
BE0000794,P04150
BE0000131,P80365
BE0000051,P14060
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0002887,P10632
BE0000685,P04278
BE0000209,P08185
BE0001032,P08183
BE0003642,P46721
BE0001067,Q9UNQ0
BE0003645,Q8TCC7
BE0000422,P04083
BE0000794,P04150
BE0000131,P80365
BE0000051,P14060
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0000731,P15538
BE0003542,P19099
BE0002887,P10632
BE0000685,P04278
BE0000209,P08185
BE0001032,P08183
BE0003642,P46721
BE0001067,Q9UNQ0
BE0003645,Q8TCC7
BE0000422,P04083
BE0000794,P04150
BE0000131,P80365
BE0000051,P14060
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0000731,P15538
BE0003542,P19099
BE0002887,P10632
BE0000685,P04278
BE0000209,P08185
BE0001032,P08183
BE0003642,P46721
BE0001067,Q9UNQ0
BE0003645,Q8TCC7
BE0002638,P08684
BE0002887,P10632
BE0000731,P15538
BE0003542,P19099
BE0000267,P00915
BE0000233,P10613
BE0005831,P46663
BE0001145,P16455
BE0001683,P04075
BE0004528,P68104
BE0005807,P06733
BE0000720,O14556
BE0003106,P15531
BE0002467,P07237
BE0008980,P30101
BE0005844,Q06830
BE0004590,P78330
BE0003844,P60174
BE0004542,P49411
BE0000123,P03372
BE0000125,P08700
BE0004779,P02795
BE0005815,O14618
BE0002365,Q13547
BE0003523,P56524
BE0008954,P29372
BE0005833,P04279
BE0002390,P00441
BE0001608,Q9BY41
BE0005834,O15304
BE0000433,P23415
BE0001003,Q00987
BE0003491,P01308
BE0005835,P46939
BE0000187,P45381
BE0008955,P05109
BE0008993,P06702
BE0000058,P14780
BE0008994,O15350
BE0003602,P29034
BE0003380,P04637
BE0005770,P25713
BE0004778,P04731
BE0000910,P01023
BE0009048,P02765
BE0003449,P02647
BE0005852,Q0VD83
BE0001119,P02649
BE0009069,O14791
BE0002095,P02746
BE0002096,P02747
BE0002093,P00736
BE0001529,P09871
BE0003455,P01024
BE0004686,P0C0L5
BE0009050,P04003
BE0009070,P20851
BE0000855,P01031
BE0009071,P46736
BE0009053,P08603
BE0009055,P10909
BE0001140,P00450
BE0003503,P15169
BE0003504,P22792
BE0009073,P81605
BE0000538,P02671
BE0001180,P02751
BE0000130,P69905
BE0000629,P68871
BE0009911,P00738
BE0009058,P35858
BE0009080,P19827
BE0009060,P19823
BE0009081,Q06033
BE0009082,Q14624
BE0009083,P01591
BE0002440,P03952
BE0001017,P01042
BE0009064,P35527
BE0003663,P19652
BE0004613,Q96PD5
BE0000930,P27169
BE0009089,P20742
BE0003756,P31151
BE0005533,P49908
BE0000952,P01009
BE0009090,P01011
BE0000209,P08185
BE0000775,P05546
BE0000685,P04278
BE0000510,P02787
BE0000337,P02766
BE0001068,P04004
BE0009092,P51693
BE0009093,Q06481
BE0003392,P05067
BE0001717,P09874
BE0009908,P04114
BE0009909,P02790
BE0009910,P04196
BE0001021,P03951
BE0009915,P41238
BE0009916,Q02383
BE0001123,P16870
BE0000465,P00326
BE0001183,P14735
BE0002390,P00441
BE0000322,P00918
BE0000530,P02768
BE0009884,Q9ULF5
BE0009885,Q8NEW0
BE0009886,O14863
BE0009887,Q13433
BE0009888,Q6ZMH5
BE0009889,Q9NP94
BE0009890,Q6PML9
BE0009891,Q9Y6M5
BE0009892,Q9BRI3
BE0009893,Q92504
BE0009894,Q6P5W5
BE0009895,Q99726
BE0009896,Q8IWU4
BE0009897,Q504Y0
BE0009898,Q8TAD4
BE0009899,Q6XR72
BE0009900,Q96H72
BE0009901,Q9C0K1
BE0009902,Q9NY26
BE0009903,Q15043
BE0009904,Q9BRY0
BE0009905,Q9NUM3
BE0009906,Q8N1S5
BE0009907,Q6NXT4
BE0000967,P10646
BE0001251,O75874
BE0002638,P08684
BE0003549,P20813
BE0002793,P11712
BE0002887,P10632
BE0001032,P08183
BE0003645,Q8TCC7
BE0002198,P21397
BE0002196,P27338
BE0002638,P08684
BE0005793,Q99571
BE0000192,Q9UI33
BE0003541,P22309
BE0003536,P33261
BE0002638,P08684
BE0003392,P05067
BE0009562,Q15910
BE0000337,P02766
BE0000530,P02768
BE0004879,P02763
BE0004879,P19652
BE0000557,P06401
BE0000132,P10275
BE0000794,P04150
BE0002638,P08684
BE0000247,P08912
BE0000794,P04150
BE0002440,P03952
BE0002214,P00813
BE0003562,Q15166
BE0002090,P11511
BE0002638,P08684
BE0000930,P27169
BE0002214,P00813
BE0003562,Q15166
BE0002090,P11511
BE0002638,P08684
BE0000930,P27169
BE0000535,P22748
BE0000794,P04150
BE0000422,P04083
BE0002638,P08684
BE0002362,P20815
BE0004866,P08684
BE0004866,Q9HB55
BE0004866,P20815
BE0004866,P24462
BE0003336,P11509
BE0001111,Q16678
BE0003549,P20813
BE0002887,P10632
BE0002793,P11712
BE0003536,P33261
BE0000131,P80365
BE0000329,P28845
BE0000209,P08185
BE0000530,P02768
BE0003642,P46721
BE0001032,P08183
BE0003645,Q8TCC7
BE0002638,P08684
BE0002362,P20815
BE0002638,P08684
BE0002362,P20815
BE0000215,P37231
BE0000779,P11473
BE0003639,O15440
BE0003074,P16152
BE0000814,P09211
BE0003536,P33261
BE0003549,P20813
BE0009758,P22309
BE0009758,Q9HAW8
BE0009758,P35503
BE0009758,P22310
BE0009758,P19224
BE0009758,Q9HAW7
BE0009758,Q9HAW9
BE0009758,O60656
BE0009758,P54855
BE0009758,P06133
BE0009758,P16662
BE0002793,P11712
BE0002638,P08684
BE0002362,P20815
BE0002363,P10635
BE0002433,P05177
BE0009765,O75897
BE0004767,P0DMM9
BE0000951,P49888
BE0002561,O43704
BE0001032,P08183
BE0010514,Q9Y243
BE0002638,P08684
BE0000132,P10275
BE0000123,P03372
BE0000792,Q92731
BE0000685,P04278
BE0003642,P46721
BE0001032,P08183
BE0000165,P37288
BE0000293,P30518
BE0000773,P47901
BE0001069,Q92887
BE0002638,P08684
BE0002362,P20815
BE0002638,P08684
BE0002362,P20815
BE0000794,P04150
BE0000422,P04083
BE0000005,P35228
BE0000074,P51843
BE0000956,O75469
BE0002638,P08684
BE0002362,P20815
BE0003612,P24462
BE0000344,P05093
BE0003543,P04798
BE0003336,P11509
BE0003549,P20813
BE0003536,P33261
BE0002887,P10632
BE0003533,P05181
BE0003550,Q9HB55
BE0000421,Q02928
BE0000731,P15538
BE0000131,P80365
BE0000329,P28845
BE0000530,P02768
BE0000703,O95342
BE0001032,P08183
BE0001069,Q92887
BE0003642,P46721
BE0001067,Q9UNQ0
BE0003645,Q8TCC7
BE0002638,P08684
BE0002362,P20815
BE0002638,P08684
BE0002362,P20815
BE0000794,P04150
BE0000422,P04083
BE0002638,P08684
BE0002362,P20815
BE0000209,P08185
BE0000530,P02768
BE0003642,P46721
BE0001032,P08183
BE0003645,Q8TCC7
BE0004797,P14867
BE0004797,P47869
BE0004797,P34903
BE0004797,P48169
BE0004797,P31644
BE0004797,Q16445
BE0004797,P18505
BE0004797,P47870
BE0004797,P28472
BE0004797,O14764
BE0004797,P78334
BE0004797,Q8N1C3
BE0004797,P18507
BE0004797,Q99928
BE0004797,O00591
BE0004797,Q9UN88
BE0008668,P14867
BE0008668,P47869
BE0008668,P34903
BE0008668,P31644
BE0008668,Q8N1C3
BE0008668,P18507
BE0008668,Q99928
BE0002638,P08684
BE0002638,P08684
BE0002362,P20815
BE0000016,P00451
BE0003436,Q15116
BE0002214,P00813
BE0000337,P02766
BE0004797,P14867
BE0004797,P47869
BE0004797,P34903
BE0004797,P48169
BE0004797,P31644
BE0004797,Q16445
BE0004797,P18505
BE0004797,P47870
BE0004797,P28472
BE0004797,O14764
BE0004797,P78334
BE0004797,Q8N1C3
BE0004797,P18507
BE0004797,Q99928
BE0004797,O00591
BE0004797,Q9UN88
BE0008668,P14867
BE0008668,P47869
BE0008668,P34903
BE0008668,P31644
BE0008668,Q8N1C3
BE0008668,P18507
BE0008668,Q99928
BE0004797,P14867
BE0004797,P47869
BE0004797,P34903
BE0004797,P48169
BE0004797,P31644
BE0004797,Q16445
BE0004797,P18505
BE0004797,P47870
BE0004797,P28472
BE0004797,O14764
BE0004797,P78334
BE0004797,Q8N1C3
BE0004797,P18507
BE0004797,Q99928
BE0004797,O00591
BE0004797,Q9UN88
BE0008668,P14867
BE0008668,P47869
BE0008668,P34903
BE0008668,P31644
BE0008668,Q8N1C3
BE0008668,P18507
BE0008668,Q99928
BE0003594,Q99928
BE0003605,Q16620
BE0009501,Q16288
BE0001039,P04629
BE0002638,P08684
BE0001032,P08183
BE0001067,Q9UNQ0
BE0000944,P01579
BE0000048,P00734
BE0002230,Q7L266
BE0001036,P26951
BE0002391,Q7DHH4
BE0003624,P0A3M6
BE0001868,P59676
BE0001004,Q9Y6L6
BE0003659,Q9NPD5
BE0001069,Q92887
BE0000703,O95342
BE0000061,P21554
BE0002638,P08684
BE0002793,P11712
BE0003549,P20813
BE0003533,P05181
BE0003679,P16662
BE0002433,P05177
BE0001111,Q16678
BE0002705,P23141
BE0003536,P33261
BE0003543,P04798
BE0003336,P11509
BE0002363,P10635
BE0004695,Q9HAW7
BE0003682,Q9HAW9
BE0003538,O60656
BE0003678,Q9HAW8
BE0002362,P20815
BE0003612,P24462
BE0003683,P51589
BE0001032,P08183
BE0001067,Q9UNQ0
BE0000785,P33527
BE0000364,P00740
BE0000216,P00742
BE0000048,P00734
BE0001043,P04275
BE0000380,P04070
BE0000216,P00742
BE0000984,P01137
BE0000803,P0AC13
BE0001134,Q16348
BE0000858,P08069
BE0000033,P06213
BE0003623,P11717
BE0000647,Q01959
BE0000486,P23975
BE0003647,O15244
BE0000757,Q9H015
BE0000106,O76082
BE0010016,P0DTD1
BE0003801,P0C6X7
BE0010019,K9N7C7
BE0009862,Q05318
BE0002705,P23141
BE0008657,P10619
BE0002638,P08684
BE0002887,P10632
BE0002363,P10635
BE0001004,Q9Y6L6
BE0001032,P08183
BE0003659,Q9NPD5
BE0003657,Q96FL8
BE0000703,O95342
BE0001188,O15439
BE0003644,Q14973
BE0008663,P29460
BE0008663,Q9NPF7
BE0003415,Q9NPF7
BE0002201,Q9HBH1
BE0000369,P35968
BE0008652,P21453
BE0009882,O95977
BE0002432,Q9H228
BE0009881,Q99500
BE0002887,P10632
BE0002793,P11712
BE0003536,P33261
BE0003683,P51589
BE0002638,P08684
BE0001316,P43405
BE0000634,P15056
BE0000631,Q9Y233
BE0003436,Q15116
BE0000527,P47871
BE0000286,P05089
BE0002390,P00441
BE0000411,Q9GZZ6
BE0001284,Q06187
BE0003478,Q99705
BE0001287,Q08499
BE0003382,O14757
BE0003511,Q07820
BE0009562,Q15910
BE0000215,P37231
BE0001007,Q03181
BE0000071,Q07869
BE0000736,P30536
BE0003455,P01024
BE0000568,Q04609
BE0000857,P43220
BE0001056,P35557
BE0005459,P28907
BE0000911,P51681
BE0000857,P43220
BE0000527,P47871
BE0005864,O43613
BE0000165,P37288
BE0001074,P16581
BE0000968,Q9Y5N1
BE0000453,P10721
BE0000205,P09619
BE0003379,Q02763
BE0000369,P35968
BE0000634,P15056
BE0000852,P16234
BE0002887,P10632
BE0000852,P16234
BE0002638,P08684
BE0002363,P10635
BE0003533,P05181
BE0000530,P02768
BE0004879,P02763
BE0004879,P19652
BE0001032,P08183
BE0001067,Q9UNQ0
BE0003657,Q96FL8
BE0002769,Q16740
BE0000756,P14416
BE0000581,P35462
BE0002638,P08684
BE0003549,P20813
BE0002887,P10632
BE0002793,P11712
BE0002363,P10635
BE0002362,P20815
BE0002433,P05177
BE0003536,P33261
BE0003657,Q96FL8
BE0004752,Q86VL8
BE0001066,Q4U2R8
BE0003645,Q8TCC7
BE0001004,Q9Y6L6
BE0003659,Q9NPD5
BE0003648,O15245
BE0004145,P23458
BE0004712,O00748
BE0002705,P23141
BE0001032,P08183
BE0002407,P42338
BE0001315,P48736
BE0002386,P42345
BE0002089,P21964
BE0003427,P26664
BE0010189,P18627
BE0002341,P36544
BE0004782,Q96S37
BE0001143,Q15858
BE0004755,Q96SW2
BE0000324,P04818
BE0000915,P08581
BE0009534,P08922
BE0000841,P29317
BE0000359,Q9UM73
BE0004866,P08684
BE0004866,Q9HB55
BE0004866,P20815
BE0004866,P24462
BE0000530,P02768
BE0001032,P08183
BE0000163,P15692
BE0000852,P16234
BE0002406,O00329
BE0000155,Q9NYK1
BE0003383,Q92847
BE0000329,P28845
BE0004647,Q51504
BE0003686,Q07806
BE0003687,Q9X6W0
BE0004648,Q9X6V3
BE0000744,P24228
BE0000530,P02768
BE0009805,P52477
BE0009805,P52002
BE0009805,Q51487
BE0009806,P75780
BE0004172,P17315
BE0009807,A0A0H2ZGX7
BE0000770,P35372
BE0002638,P08684
BE0002363,P10635
BE0002793,P11712
BE0003536,P33261
BE0002131,P11362
BE0003436,Q15116
BE0001195,P13569
BE0001012,P13945
BE0002638,P08684
BE0001032,P08183
BE0001039,P04629
BE0000854,P27487
BE0008643,Q8NBP7
BE0002478,Q86US8
