salt_id,drugbank_id,name,unii,cas_number,inchikey,average_mass,monoisotopic_mass
DBSALT002741,DB00569,Fondaparinux sodium,X0Q6N9USOZ,114870-03-0,XEKSTYNIJLDDAZ-JASSWCPGSA-D,1728.03,1726.77077697
DBSALT000644,DB00570,Vinblastine sulfate,N00W22YO2B,143-67-9,KDQAABAKXDWYSZ-PNYVAJAMSA-N,909.06,908.387759182
DBSALT000549,DB00571,Propranolol hydrochloride,F8A3652H1V,318-98-9,ZMRUPTIKESYGQW-UHFFFAOYSA-N,295.804,295.13390666
DBSALT002584,DB00572,Atropine hydrochloride,EUF58V826B,33952-38-4,OJIPQOWZZMSBGY-RIMUKSHESA-N,325.83,325.1444713
DBSALT003103,DB00572,Atropine sulfate,03J5ZE7KA5,5908-99-6,JPKKQJKQTPNWTR-CHYDPLAESA-N,694.84,694.313531612
DBSALT000281,DB00572,Atropine sulfate anhydrous,KAE4PSB0Z3,55-48-1,HOBWAPHTEJGALG-AADVZIIPSA-N,676.82,676.302966928
DBSALT001038,DB00573,Fenoprofen calcium,0X2CW1QABJ,53746-45-5,LZPBLUATTGKZBH-UHFFFAOYSA-L,558.64,558.1566588
DBSALT001848,DB00573,Fenoprofen sodium,869607J16Q,34691-31-1,WVKIYGXHDKTNFO-UHFFFAOYSA-M,264.256,264.07623856
DBSALT000802,DB00574,Fenfluramine hydrochloride,3KC089243P,404-82-0,ZXKXJHAOUFHNAS-UHFFFAOYSA-N,267.718,267.100161871
DBSALT000538,DB00575,Clonidine hydrochloride,W76I6XXF06,4205-91-8,ZNIFSRGNXRYGHF-UHFFFAOYSA-N,266.555,264.994030456
DBSALT000289,DB00577,Valaciclovir hydrochloride,G447S0T1VC,124832-27-5,ZCDDBUOENGJMLV-QRPNPIFTSA-N,360.797,360.131280897
DBSALT003100,DB00577,Valaciclovir hydrochloride monohydrate,JF64RVR4E3,521915-75-3,KNOVZDRKHSHEQN-JZGIKJSDSA-N,378.81,378.1418456
DBSALT001334,DB00578,Carbenicillin disodium,9TS4B3H261,4800-94-6,RTYJTGSCYUUYAL-YCAHSCEMSA-L,422.36,422.05244598
DBSALT002359,DB00579,Mazindol hydrochloride,TYC95TXB8Q,58535-70-9,NIUFFPYONFMTAH-UHFFFAOYSA-N,321.2,320.0483185
DBSALT001037,DB00583,Levocarnitine chloride,J3Y5E6IKS3,6645-46-1,JXXCENBLGFBQJM-FYZOBXCZSA-N,197.66,197.0818711
DBSALT003063,DB00583,Levocarnitine fumarate,8Q37GK439O,220349-64-4,JWVWBJQLEMESMA-FYZOBXCZSA-M,278.282,278.124525568
DBSALT003062,DB00583,Levocarnitine tartrate,4D8F2Q45LQ,36687-82-8,RZALONVQKUWRRY-XOJLQXRJSA-M,310.28,310.114354808
DBSALT001036,DB00584,Enalapril maleate,9O25354EPJ,76095-16-4,OYFJQPXVCSSHAI-QFPUQLAESA-N,492.525,492.210780618
DBSALT001143,DB00584,Enalapril sodium,94A7UFL2SI,149404-21-7,FTTHROYWFRGKST-BDURURIASA-M,398.435,398.18176626
DBSALT003116,DB00586,Diclofenac deanol,409Q1531N0,81811-14-5,AINBLHPPOHIAEC-UHFFFAOYSA-N,385.29,384.100748
DBSALT001945,DB00586,Diclofenac diethylamine,6TGQ35Z71K,78213-16-8,ZQVZPANTCLRASL-UHFFFAOYSA-N,369.29,368.1058334
DBSALT001398,DB00586,Diclofenac epolamine,X5F8EKL9ZG,119623-66-4,DCERVXIINVUMKU-UHFFFAOYSA-N,411.32,410.116398
DBSALT000864,DB00586,Diclofenac potassium,L4D5UA6CB4,15307-81-0,KXZOIWWTXOCYKR-UHFFFAOYSA-M,334.24,332.9725655
DBSALT000466,DB00586,Diclofenac sodium,QTG126297Q,15307-79-6,KPHWPUGNDIVLNH-UHFFFAOYSA-M,318.13,316.998628658
DBSALT001034,DB00589,Lysuride maleate,UV1635N8XW,19875-60-6,CVQFAMQDTWVJSV-BAXNFHPCSA-N,454.527,454.221620082
DBSALT001948,DB00590,Doxazosin mesylate,86P6PQK0MU,77883-43-3,VJECBOKJABCYMF-UHFFFAOYSA-N,547.58,547.173684088
DBSALT001654,DB00592,Piperazine adipate,V7P5P122LB,142-88-1,BVEGEKOBSPXUJS-UHFFFAOYSA-N,232.28,232.142307132
DBSALT000775,DB00592,Piperazine citrate,63KP7FXF2I,41372-10-5,SWDXALWLRYIJHK-UHFFFAOYSA-N,278.2591,278.11140094
DBSALT000773,DB00592,Piperazine hexahydrate,P3M07B8U64,142-63-2,AVRVZRUEXIEGMP-UHFFFAOYSA-N,194.2273,194.147786446
DBSALT000774,DB00592,Piperazine hydrate,5O5QWX2S2D,16832-43-2,JRRBJSPQEVZLPI-UHFFFAOYSA-N,104.1509,104.094963016
DBSALT001623,DB00592,Piperazine hydrochloride,17VU4Z4W88,142-64-3,CVVIJWRCGSYCMB-UHFFFAOYSA-N,159.057,158.037753808
DBSALT001632,DB00592,Piperazine monohydrochloride,7N36JHA4P6,7542-23-6,MSQACBWWAIBWIC-UHFFFAOYSA-N,122.6,122.0610761
DBSALT001633,DB00592,Piperazine phosphate,8TIF7T48FP,18534-18-4,PMGABIJVFLPSLS-UHFFFAOYSA-N,202.147,202.071858589
DBSALT001655,DB00592,Piperazine sulfate,C8493J9B36,3597-26-0,MYNIYCGOBKAQAO-UHFFFAOYSA-N,184.21,184.051778048
DBSALT001807,DB00594,Amiloride hydrochloride,7M458Q65S3,2016-88-8,ACHKKGDWZVCSNH-UHFFFAOYSA-N,266.09,265.0245633
DBSALT000270,DB00594,Amiloride hydrochloride dihydrate,FZJ37245UC,17440-83-4,LTKVFMLMEYCWMK-UHFFFAOYSA-N,302.119,301.045692731
DBSALT001478,DB00595,Oxytetracycline calcium,C8MRZ07FDV,13303-91-8,KIPLYOUQVMMOHB-MXWBXKMOSA-L,958.94,958.2433016
DBSALT001618,DB00595,Oxytetracycline dihydrate,X20I9EN955,6153-64-6,SRRPEXWCHWWJOC-JEKSYDDFSA-N,496.469,496.16930973
DBSALT000645,DB00595,Oxytetracycline hydrochloride,4U7K4N52ZM,2058-46-0,UBDNTYUBJLXUNN-IFLJXUKPSA-N,496.9,496.1248581
DBSALT001855,DB00595,Oxytetracycline monocalcium,M90SJ24J2X,7179-50-2,QJHKFWPAQRFQBG-IFLJXUKPSA-L,498.501,498.0951212
DBSALT001867,DB00596,Ulobetasol propionate,91A0K1TY3Z,66852-54-8,BDSYKGHYMJNPAB-LICBFIPMSA-N,484.96,484.1828081
DBSALT000320,DB00598,Labetalol hydrochloride,1GEV3BAW9J,32780-64-6,WQVZLXWQESQGIF-UHFFFAOYSA-N,364.866,364.155370383
DBSALT001409,DB00599,Thiopental sodium,49Y44QZL70,71-73-8,AWLILQARPMWUHA-UHFFFAOYSA-M,264.32,264.09084325
DBSALT001018,DB00604,Cisapride monohydrate,VZV0A4I38W,260779-88-2,QBYYXIDJOFZORM-LBPAWUGGSA-N,483.97,483.193627
DBSALT002293,DB00605,Sulindac sodium,NJV14I2XPC,63804-15-9,YMXUJDLCLXHYBO-WPTDRQDKSA-M,378.39,378.07018799
DBSALT000497,DB00607,Nafcillin sodium,49G3001BCK,985-16-0,OCXSDHJRMYFTMA-KMFBOIRUSA-M,454.47,454.11745192
DBSALT001317,DB00608,Chloroquine hydrochloride,NT0J0815S5,3545-67-3,PCFGECQRSMVKCC-UHFFFAOYSA-N,392.79,391.134881
DBSALT000025,DB00608,Chloroquine phosphate,7FY24HE2G3,50-63-5,AEUAEICGCMSYCQ-UHFFFAOYSA-N,417.867,417.15842065
DBSALT002244,DB00608,Chloroquine sulfate,OE48649K6N,132-73-0,OJPWHUOVKVKBQB-UHFFFAOYSA-N,417.95,417.1489053
DBSALT001017,DB00610,Metaraminol bitartrate,ZC4202M9P3,33402-03-8,VENXSELNXQXCNT-IJYXXVHRSA-N,317.294,317.111066576
DBSALT000276,DB00611,Butorphanol tartrate,2L7I72RUHN,58786-99-5,GMTYREVWZXJPLF-AFHUBHILSA-N,477.5473,477.236267101
DBSALT001015,DB00612,Bisoprolol fumarate,UR59KN573L,104344-23-2,VMDFASMUILANOL-WXXKFALUSA-N,766.97,766.461575573
DBSALT002457,DB00613,Amodiaquine dihydrochloride dihydrate,K6PW2S574L,6398-98-7,YVNAYSHNIILOJS-UHFFFAOYSA-N,464.81,463.1196249
DBSALT000647,DB00613,Amodiaquine hydrochloride,HOE64181MP,69-44-3,ROEBJVHPINPMKL-UHFFFAOYSA-N,428.783,427.098495526
DBSALT003076,DB00618,Demeclocycline calcium,SD6S4YY5HP,17146-81-5,UXOZEKMTWNWUFI-IQDXIELBSA-L,967.77,966.1442275
DBSALT000040,DB00618,Demeclocycline hydrochloride,29O079NTYT,64-73-3,GVSJQNRGSCOSNJ-KBHRXELFSA-N,501.31,500.0753211
DBSALT000098,DB00619,Imatinib mesylate,8A1O1M485B,220127-57-1,YLMAHDNUQAMNNX-UHFFFAOYSA-N,589.708,589.247123333
DBSALT000860,DB00620,Triamcinolone acetonide,F446C597KA,76-25-5,YNDXUCZADRHECN-JNQJZLCISA-N,434.504,434.210466881
DBSALT000859,DB00620,Triamcinolone diacetate,A73MM2Q32P,67-78-7,XGMPVBXKDAHORN-RBWIMXSLSA-N,478.513,478.200296121
DBSALT000861,DB00620,Triamcinolone hexacetonide,I7GT1U99Y9,5611-51-8,TZIZWYVVGLXXFV-FLRHRWPCSA-N,532.649,532.283631823
DBSALT000499,DB00622,Nicardipine Hydrochloride,K5BC5011K3,54527-84-3,AIKVCUNQWYTVTO-UHFFFAOYSA-N,515.986,515.182313414
DBSALT000776,DB00623,Fluphenazine decanoate,FMU62K1L3C,5002-47-1,VIQCGTZFEYDQMR-UHFFFAOYSA-N,591.771,591.310632972
DBSALT000777,DB00623,Fluphenazine enanthate,QSB34YF0W9,2746-81-8,LRWSFOSWNAQHHW-UHFFFAOYSA-N,549.691,549.26368278
DBSALT000288,DB00623,Fluphenazine hydrochloride,ZOU145W1XL,146-56-5,MBHNWCYEGXQEIT-UHFFFAOYSA-N,510.443,509.128223252
DBSALT001613,DB00626,Bacitracin methylene disalicylate,JGV6OJ52FT,55852-84-1,,,
DBSALT001356,DB00626,Bacitracin zinc,89Y4M234ES,1405-89-6,,,
DBSALT000953,DB00628,Clorazepate dipotassium,63FN7G03XY,57109-90-7,QCHSEDTUUKDTIG-UHFFFAOYSA-L,408.92,407.9681475
DBSALT000649,DB00629,Guanabenz Acetate,443O19GK1A,23256-50-0,MCSPBPXATWBACD-GAYQJXMFSA-N,291.134,290.033731062
DBSALT001780,DB00630,Alendronate calcium,3JTA994BVH,137504-90-6,VFAZUESUCBECNE-UHFFFAOYSA-L,536.253,535.9803924
DBSALT003348,DB00630,Alendronate disodium,I2U0WCC042,134606-40-9,LMWOPQOPFYJQLI-UHFFFAOYSA-L,293.059,292.98061425
DBSALT000315,DB00630,Alendronate sodium,2UY4M2U3RA,121268-17-5,DCSBSVSZJRSITC-UHFFFAOYSA-M,325.1237,325.0303635
DBSALT001779,DB00630,Alendronate sodium anhydrous,4988K7X26P,129318-43-0,CAKRAHQRJGUPIG-UHFFFAOYSA-M,271.077,270.99867001
DBSALT001013,DB00633,Dexmedetomidine hydrochloride,1018WH7F9I,145108-58-3,VPNGEIHDPSLNMU-MERQFXBCSA-N,236.74,236.1080263
DBSALT000986,DB00634,Sulfacetamide sodium,4NRT660KJQ,6209-17-2,IHCDKJZZFOUARO-UHFFFAOYSA-M,254.24,254.0337223
DBSALT001012,DB00639,Butoconazole nitrate,4805237NP5,64872-77-1,ZHPWRQIPPNZNML-UHFFFAOYSA-N,474.78,473.0134457
DBSALT000846,DB00642,Pemetrexed disodium,2PKU919BA9,150399-23-8,NYDXNILOWQXUOF-GXKRWWSZSA-L,471.381,471.11307191
DBSALT001782,DB00642,Pemetrexed disodium hemipentahydrate,F4GSH45R4C,357166-30-4,ZCTCZKWJFTYNMZ-WKUCUCPSSA-J,1032.836,1032.27896725
DBSALT001641,DB00642,Pemetrexed disodium heptahydrate,9T47E4OM16,357166-29-1,QJVSMHJWAOSBMD-MYXYZBIASA-L,597.486,597.1870247
DBSALT003140,DB00642,Pemetrexed ditromethamine,HU11J9IK8F,1645228-03-0,HNJZWVKZQZMXHP-GXKRWWSZSA-N,669.689,669.296969853
DBSALT002627,DB00642,Pemetrexed monohydrate,236Y2F7D9J,,NBNBOZLBWLNZHB-ZOWNYOTGSA-N,445.432,445.159748101
DBSALT001155,DB00644,Gonadorelin acetate,2RG1XQ1NYJ,52699-48-6,OOBWZCWPKJOGPF-UHFFFAOYSA-N,1260.378,1259.604719596
DBSALT000983,DB00644,Gonadorelin diacetate tetrahydrate,L8CRY8PWF2,,QZBIKDNLZRFYMZ-KYOBJPNESA-N,1374.475,1373.657543018
DBSALT000982,DB00644,Gonadorelin hydrochloride,3PFC574ITA,51952-41-1,CXLJLMYFZCNNQA-HBBGHHHDSA-N,1218.77,1217.5497033
DBSALT000651,DB00645,Dyclonine hydrochloride,ZEC193879Q,536-43-6,KNZADIMHVBBPOA-UHFFFAOYSA-N,325.873,325.180856852
DBSALT001007,DB00646,Nystatin dihydrate,,,VXWFKTGGEJLHPP-WFCLXGQZSA-N,962.137,961.524629328
DBSALT000500,DB00647,Dextropropoxyphene hydrochloride,CB2TL9PS0T,1639-60-7,QMQBBUPJKANITL-MYXGOWFTSA-N,375.932,375.196506916
DBSALT001000,DB00647,Dextropropoxyphene napsylate,38M219L1OJ,26570-10-5,GBKONKCASNNUQD-VGHSCWAPSA-N,565.73,565.249809154
DBSALT000342,DB00650,Leucovorin calcium,RPR1R4C0P4,1492-18-8,KVUAALJSMIVURS-ZEDZUCNESA-L,511.508,511.1128369
DBSALT001441,DB00650,Leucovorin calcium pentahydrate,R3W57OBQ5W,6035-45-6,NPPBLUASYYNAIG-ZIGBGYJWSA-L,601.583,601.1656604
DBSALT000789,DB00650,Leucovorin sodium,4MXU9LJS4Q,163254-40-8,FSDMNNPYPVJNAT-RIWFDJIXSA-L,517.41,517.1297846
DBSALT001009,DB00652,Pentazocine hydrochloride,A36BXO4PPX,64024-15-3,OQGYMIIFOSJQSF-UHFFFAOYSA-N,321.89,321.1859422
DBSALT001010,DB00652,Pentazocine lactate,1P2XIB510O,17146-95-1,QNLDTXPVZPRSAM-UHFFFAOYSA-N,375.509,375.240958547
DBSALT003124,DB00653,Magnesium sulfate dihydrate,10NKG94IWF,17830-05-6,QSOMFNQEXNFPNU-UHFFFAOYSA-L,156.39,155.95790072
DBSALT001240,DB00653,Magnesium sulfate heptahydrate,SK47B8698T,10034-99-8,WRUGWIBCXHJTDG-UHFFFAOYSA-L,246.475,246.010723878
DBSALT003054,DB00653,Magnesium sulfate monohydrate,E2L2TK027P,14168-73-1,LFCFXZHKDRJMNS-UHFFFAOYSA-L,138.38,137.94733604
DBSALT000344,DB00656,Trazodone hydrochloride,6E8ZO8LRNM,25332-39-2,OHHDIOKRWWOXMT-UHFFFAOYSA-N,408.325,407.127965797
DBSALT000652,DB00657,Mecamylamine hydrochloride,4956DJR58O,826-39-1,PKVZBNCYEICAQP-UHFFFAOYSA-N,203.752,203.144077416
DBSALT001006,DB00658,Sevelamer carbonate,9YCX42I8IU,845273-93-0,PADGNZFOVSZIKZ-UHFFFAOYSA-N,211.64,211.0611356
DBSALT001005,DB00658,Sevelamer hydrochloride,GLS2PGI8QG,152751-57-0,KHNXRSIBRKBJDI-UHFFFAOYSA-N,186.08,185.0374194
DBSALT000002,DB00659,Acamprosate calcium,59375N1D0U,77337-73-6,BUVGWDNTAWHSKI-UHFFFAOYSA-L,400.482,400.028698161
DBSALT000534,DB00661,Verapamil hydrochloride,V3888OEY5R,152-11-4,DOQPXTMNIUCOSY-UHFFFAOYSA-N,491.063,490.259835453
DBSALT000501,DB00662,Trimethobenzamide hydrochloride,WDQ5P1SX7Q,554-92-7,WIIZEEPFHXAUND-UHFFFAOYSA-N,424.918,424.176499755
DBSALT001651,DB00663,Flumethasone acetate,HB84ATQ00X,2823-42-9,ISSQQUKLQJHHOR-OSNGSNEUSA-N,452.495,452.201045012
DBSALT001004,DB00663,Flumethasone pivalate,0DV09X6F21,2002-29-1,JWRMHDSINXPDHB-OJAGFMMFSA-N,494.576,494.247995205
DBSALT000324,DB00666,Nafarelin acetate,8ENZ0QJW4H,86220-42-0,FSBTYDWUUWLHBD-UDXTWCDOSA-N,1400.563,1399.667319854
DBSALT001650,DB00668,Epinephrine acetate,M1NJX34RVJ,97289-42-4,CEBXQLPKMNOIHN-FVGYRXGTSA-N,243.259,243.110672651
DBSALT000788,DB00668,Epinephrine bitartrate,30Q7KI53AK,51-42-3,YLXIPWWIOISBDD-NDAAPVSOSA-N,333.2913,333.105981211
DBSALT001484,DB00668,Epinephrine hydrochloride,WBB047OO38,55-31-2,ATADHKWKHYVBTJ-FVGYRXGTSA-N,219.665,219.066221026
DBSALT003211,DB00669,Sumatriptan hemisulfate,7T9PTJ824O,143675-45-0,ZPBKNEYMSRHSSI-UHFFFAOYSA-N,688.87,688.238275923
DBSALT001003,DB00669,Sumatriptan succinate,J8BDZ68989,103628-48-4,PORMUFZNYQJOEI-UHFFFAOYSA-N,413.49,413.162056775
DBSALT001002,DB00670,Pirenzepine hydrochloride,10YM403FLS,29868-97-1,FFNMBRCFFADNAO-UHFFFAOYSA-N,424.33,423.1228804
DBSALT001818,DB00671,Cefixime trihydrate,97I1C92E55,125110-14-7,IPYWNMVPZOAFOQ-NABDTECSSA-N,507.49,507.072984244
DBSALT000316,DB00674,Galantamine hydrobromide,MJ4PTD2VVW,1953-04-4,QORVDGQLPPAFRS-XPSHAMGMSA-N,368.265,367.078306222
DBSALT000168,DB00675,Tamoxifen citrate,7FRV7310N6,54965-24-1,FQZYTYWMLGAPFJ-OQKDUQJOSA-N,563.6381,563.251917165
DBSALT000112,DB00678,Losartan potassium,3ST302B24A,124750-99-8,OXCMYAYHXIHQOA-UHFFFAOYSA-N,461.001,460.118068924
DBSALT000503,DB00679,Thioridazine hydrochloride,4WCI67NK8M,130-61-0,NZFNXWQNBYZDAQ-UHFFFAOYSA-N,407.035,406.130417961
DBSALT000994,DB00680,Moricizine hydrochloride,71OK3Z1ESP,29560-58-5,GAQAKFHSULJNAK-UHFFFAOYSA-N,463.98,463.1332552
DBSALT000993,DB00681,Amphotericin B Cholesteryl Sulfate Complex,774X4698X3,120895-52-5,,,
DBSALT002275,DB00681,Corifungin,L26BTK4791,41610-51-9,MTSXPVSZJVNPBE-ALEYTFIZSA-M,946.073,945.46979414
DBSALT001410,DB00682,Warfarin potassium,I47IU4FOCO,2610-86-8,WSHYKIAQCMIPTB-UHFFFAOYSA-M,346.423,346.06074045
DBSALT000278,DB00682,Warfarin sodium,6153CWM0CL,129-06-6,KYITYFHKDODNCQ-UHFFFAOYSA-M,330.3098,330.086803643
DBSALT000118,DB00683,Midazolam hydrochloride,W7TTW573JJ,59467-96-8,PLYSCVSCYOQVRP-UHFFFAOYSA-N,362.228,361.054881082
DBSALT002303,DB00683,Midazolam maleate,77520S18SE,59467-94-6,XYGVIBXOJOOCFR-BTJKTKAUSA-N,441.84,441.0891619
DBSALT002273,DB00684,Tobramycin hydrochloride,01IX3OU168,95188-93-5,CVDADWBWFLWJNQ-TWDWGCDDSA-N,503.98,503.2358055
DBSALT000317,DB00684,Tobramycin sulfate,HJT0RXD7JK,49842-07-1,ZEUUPKVZFKBXPW-TWDWGCDDSA-N,565.593,565.226507049
DBSALT002327,DB00685,Trovafloxacin hydrochloride,546454T03O,146961-34-4,VOYNIHWZMLJQHF-AHZSKCOESA-N,452.82,452.0863026
DBSALT000992,DB00685,Trovafloxacin mesylate,0P1LKO80WN,147059-75-4,DYNZICQDCVYXFW-AHZSKCOESA-N,512.46,512.097740011
DBSALT001142,DB00686,Calcium pentosan polysulfate,,,,,
DBSALT000991,DB00686,Pentosan polysulfate sodium,914032762Y,140207-93-8,,,
DBSALT000659,DB00687,Fludrocortisone acetate,V47IF0PVH4,514-36-3,SYWHXTATXSMDSB-GSLJADNHSA-N,422.487,422.210466929
DBSALT001477,DB00688,Mycophenolate mofetil hydrochloride,UXH81S8ZVB,116680-01-4,OWLCGJBUTJXNOF-HDNKIUSMSA-N,469.96,469.1867301
DBSALT001839,DB00689,Cefaloglycin dihydrate,NE7R11LA95,22202-75-1,KURFSUDYQUKEJZ-SBMYYUOMSA-N,441.46,441.120585887
DBSALT001840,DB00689,Cefaloglycin monohydrate,KR2KCF5IBM,22202-76-2,FFOHOZBDRVVZIM-PFBPGKLMSA-N,423.44,423.110021202
DBSALT000543,DB00690,Flurazepam hydrochloride,7C4JH842IJ,36105-20-1,PUGVROXLRUQCAF-UHFFFAOYSA-N,424.339,423.128046024
DBSALT000504,DB00691,Moexipril Hydrochloride,Q1UMG3UH45,82586-52-5,JXRAXHBVZQZSIC-JKVLGAQCSA-N,535.029,534.213279191
DBSALT000980,DB00692,Phentolamine mesylate,Y7543E5K9T,65-28-1,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,377.46,377.140927407
DBSALT001432,DB00693,Fluorescein sodium,93X55PE38X,518-47-8,NJDNXYGOVLYJHP-UHFFFAOYSA-L,376.275,376.03236198
DBSALT001476,DB00694,Daunorubicin citrate,5L84T2Z6NP,371770-68-2,VNTHYLVDGVBPOU-QQYBVWGSSA-N,719.649,719.206148735
DBSALT000665,DB00694,Daunorubicin hydrochloride,UD984I04LZ,23541-50-6,GUGHGUXZJWAIAS-UHFFFAOYSA-N,563.981,563.155823892
DBSALT003113,DB00695,Furosemide sodium,101EM454S7,41733-55-5,DLFCAVBMDSKMEY-UHFFFAOYSA-M,352.72,351.9896646
DBSALT000979,DB00696,Ergotamine tartrate,MRU5XH3B48,379-79-3,CJMJLDQKTOJACI-BGQAIRJTSA-N,1313.432,1312.544076407
DBSALT000550,DB00697,Tizanidine hydrochloride,B53E3NMY5C,64461-82-1,ZWUKMNZJRDGCTQ-UHFFFAOYSA-N,290.172,288.995571417
DBSALT001891,DB00698,Nitrofurantoin monohydrate,E1QI2CQQ1I,17140-81-7,NHBPVLAHAVEISO-JSGFVSQVSA-N,256.174,256.044383994
DBSALT001418,DB00698,Nitrofurantoin sodium,MAL9M0T5LV,54-87-5,AFDJQFFKYDCYIG-JSGFVSQVSA-M,260.141,260.01576356
DBSALT000670,DB00704,Naltrexone hydrochloride,Z6375YW9SF,16676-29-2,RHBRMCOKKKZVRY-ITLPAZOVSA-N,377.862,377.139385968
DBSALT000038,DB00705,Delavirdine mesylate,421105KRQE,147221-93-0,MEPNHSOMXMALDZ-UHFFFAOYSA-N,552.667,552.182474166
DBSALT000978,DB00706,Tamsulosin hydrochloride,11SV1951MR,106463-17-6,ZZIZZTHXZRDOFM-XFULWGLBSA-N,444.973,444.148570445
DBSALT000275,DB00708,Sufentanil citrate,S9ZFX8403R,60561-17-3,OJCZPLDERGDQRJ-UHFFFAOYSA-N,578.674,578.229801514
DBSALT000246,DB00710,Ibandronate sodium,J12U072QL0,138926-19-9,VBDRTGFACFYFCT-UHFFFAOYSA-M,359.227,359.08748501
DBSALT000975,DB00711,Diethylcarbamazine citrate,OS1Z389K8S,1642-54-2,PGNKBEARDDELNB-UHFFFAOYSA-N,391.421,391.195464906
DBSALT000544,DB00712,Flurbiprofen sodium,M3QE6AS001,,AUAGTGKMTMVIKN-UHFFFAOYSA-M,266.2428,266.071902508
DBSALT000248,DB00713,Oxacillin sodium,4TWD2995UP,1173-88-2,VDUVBBMAXXHEQP-SLINCCQESA-M,423.42,423.08648615
DBSALT000974,DB00713,Oxacillin sodium monohydrate,G0V6C994Q5,7240-38-2,ZVIYWUUZWWBNMB-VICXVTCVSA-M,441.43,441.09705083
DBSALT000818,DB00714,Apomorphine hydrochloride,F39049Y068,41372-20-7,CXWQXGNFZLHLHQ-DPFCLETOSA-N,625.59,624.2157777
DBSALT000132,DB00715,Paroxetine hydrochloride,3I3T11UD2S,78246-49-8,GELRVIPPMNMYGS-RVXRQPKJSA-N,365.826,365.119399455
DBSALT001742,DB00715,Paroxetine hydrochloride hemihydrate,X2ELS050D8,110429-35-1,MQZOATSIFWSKKT-OASXIEIISA-N,749.67,748.2493635
DBSALT000133,DB00715,Paroxetine mesylate,M711N184JE,217797-14-3,SHIJTGJXUHTGGZ-RVXRQPKJSA-N,425.471,425.1308364
DBSALT001179,DB00716,Nedocromil sodium,ET8IF4KS1T,69049-74-7,JQEKDNLKIVGXAU-UHFFFAOYSA-L,415.309,415.06439039
DBSALT000129,DB00717,Norethisterone acetate,9S44LIC7OJ,51-98-9,IMONTRJLAWHYGT-ZCPXKWAGSA-N,340.4559,340.203844762
DBSALT000973,DB00719,Azatadine maleate,F3Q391WTX7,3978-86-7,SGHXFFAHXTZRQM-SPIKMXEPSA-N,522.554,522.200215934
DBSALT000972,DB00720,Clodronate disodium,N030400H8J,88416-50-6,XWHPUCFOTRBMGS-UHFFFAOYSA-L,360.91,359.8921645
DBSALT000551,DB00721,Procaine hydrochloride,95URV01IDQ,51-05-8,HCBIBCJNVBAKAB-UHFFFAOYSA-N,272.771,272.129155633
DBSALT002216,DB00721,Procaine nitrate,T824SI1PU1,6192-92-3,XUXYDJABBYUMRY-UHFFFAOYSA-N,299.327,299.148120788
DBSALT002215,DB00721,Procaine phosphate,A18LHT9ZXJ,54812-66-7,NPBISBZNYVWJOL-UHFFFAOYSA-N,334.309,334.129373467
DBSALT002494,DB00722,Lisinopril dihydrate,E7199S1YWR,83915-83-7,CZRQXSDBMCMPNJ-ZUIPZQNBSA-N,441.525,441.247500479
DBSALT000971,DB00723,Methoxamine hydrochloride,8MB4MJ9R7L,61-16-5,YGRFXPCHZBRUKP-UHFFFAOYSA-N,247.72,247.0975211
DBSALT000969,DB00726,Trimipramine maleate,269K6498LD,521-78-8,YDGHCKHAXOUQOS-BTJKTKAUSA-N,410.514,410.220557454
DBSALT002959,DB00726,Trimipramine mesylate,Y62G268P6X,25332-13-2,KPPOZKAGJSXVND-UHFFFAOYSA-N,390.54,390.197714008
DBSALT000575,DB00728,Rocuronium bromide,I65MW4OFHZ,119302-91-9,OYTJKRAYGYRUJK-FMCCZJBLSA-M,609.678,608.318870841
DBSALT000242,DB00733,Pralidoxime chloride,38X7XS076H,51-15-0,HIGSLXSBYYMVKI-UHFFFAOYSA-N,172.612,172.040340627
DBSALT002986,DB00733,Pralidoxime methyl sulfate,FQO9PAV523,1200-55-1,OVPHBYQAKDEEBD-UHFFFAOYSA-N,248.25,248.046692668
DBSALT003205,DB00734,Risperidone tartrate,0S6B72E3LK,666179-92-6,KSWIOGDSXUFKOC-LREBCSMRSA-N,560.579,560.228242202
DBSALT000677,DB00735,Naftifine Hydrochloride,25UR9N9041,65473-14-5,OLUNPKFOFGZHRT-YGCVIUNWSA-N,323.859,323.144077416
DBSALT001222,DB00736,Esomeprazole magnesium,925R0D7W1O,161973-10-0,KWORUUGOSLYAGD-YPPDDXJESA-N,713.12,712.19881695
DBSALT001223,DB00736,Esomeprazole magnesium dihydrate,36H71644EQ,217087-10-0,DBOUSUONOXEWHU-VCKZSRROSA-N,749.15,748.21994632
DBSALT001836,DB00736,Esomeprazole magnesium trihydrate,R6DXU4WAY9,217087-09-7,VEVZQDGATGBLIC-UHFFFAOYSA-N,767.17,766.230511
DBSALT000968,DB00736,Esomeprazole sodium,L2C9GWQ43H,161796-78-7,RYXPMWYHEBGTRV-JIDHJSLPSA-N,367.4,367.09665691
DBSALT001224,DB00736,Esomeprazole strontium,SCC2RK476A,914613-86-8,FEVPVZSYBDUVGY-YPPDDXJESA-N,776.44,776.119388
DBSALT001837,DB00736,Esomeprazole strontium hydrate,C5N25H3803,934714-36-0,NCGHIAKEJNQSMS-QLGOZJDFSA-N,848.5,848.161647
