salt_id,drugbank_id,name,unii,cas_number,inchikey,average_mass,monoisotopic_mass
DBSALT000105,DB00007,Leuprolide acetate,37JNS02E7V,74381-53-6,YFDMUNOZURYOCP-XNHQSDQCSA-N,1269.473,1268.666591578
DBSALT003182,DB00007,Leuprolide mesylate,8E3C3C493W,944347-41-5,MBIDSOMXPLCOHS-XNHQSDQCSA-N,1305.52,1304.633577372
DBSALT001439,DB00010,Sermorelin acetate,00IBG87IQW,114466-38-5,,,
DBSALT000093,DB00014,Goserelin acetate,6YUU2PV0U8,145781-92-6,IKDXDQDKCZPQSZ-JHYYTBFNSA-N,1329.4624,1328.662568858
DBSALT001733,DB00030,Insulin human zinc suspension,,,,,
DBSALT001734,DB00030,NPH insulin,38K542K6ZV,53027-39-7,,,
DBSALT001154,DB00035,Desmopressin acetate,XB13HYU18U,62357-86-2,YNKFCNRZZPFMEX-XHPDKPNGSA-N,1183.32,1182.479779327
DBSALT000044,DB00035,Desmopressin acetate anhydrous,1K12647SFC,62288-83-9,MLSVJHOYXJGGTR-IFHOVBQLSA-N,1129.269,1128.448084334
DBSALT001413,DB00040,Glucagon hydrochloride,1H87NVF4DB,19179-82-9,,,
DBSALT000021,DB00050,Cetrorelix acetate,W9Y8L7GP4C,130143-01-0,DTPVYWHLQLAXFT-SMCUOGPFSA-N,1551.17,1549.7120771
DBSALT002464,DB00067,Argipressin,Y4907O6MFD,113-79-1,KBZOIRJILGZLEJ-LGYYRGKSSA-N,1084.24,1083.437854941
DBSALT001735,DB00071,Insulin suspension isophane purified pork,,,,,
DBSALT001736,DB00071,Insulin suspension protamine zinc purified pork,,,,,
DBSALT001737,DB00071,Insulin zinc suspension prompt purified pork,,,,,
DBSALT001738,DB00071,Insulin zinc suspension purified pork,,,,,
DBSALT000130,DB00104,Octreotide acetate,75R0U2568I,79517-01-4,XQEJFZYLWPSJOV-XJQYZYIXSA-N,1079.3,1078.461610082
DBSALT003592,DB00104,Octreotide hydrochloride,H92K6Q47Q9,1607842-55-6,PPJMKGDKFBCNIY-JJLDZMCOSA-N,1092.16,1090.3938362
DBSALT002951,DB00104,Octreotide pamoate,MWH8YQ1AIO,135467-16-2,KFWJVABDRRDUHY-XJQYZYIXSA-N,1407.62,1406.535168948
DBSALT001801,DB00114,Pyridoxal phosphate hydrate,5V5IOJ8338,41468-25-1,CEEQUQSGVRRXQI-UHFFFAOYSA-N,265.158,265.035138728
DBSALT002949,DB00117,Histidine monohydrochloride monohydrate,X573657P6P,5934-29-2,CMXXUDSWGMGYLZ-XRIGFGBMSA-N,209.63,209.056719
DBSALT000873,DB00118,Ademetionine butanedisulfonate,C5BTS0548U,200393-05-1,TYXBLACMHQBEEW-XKGORWRGSA-N,616.68,616.129119396
DBSALT000875,DB00118,Ademetionine disulfate ditosylate,,,,,
DBSALT000876,DB00118,Ademetionine disulfate monotosylate,,,,,
DBSALT000874,DB00118,Ademetionine disulfate tosylate,564ROC9U09,97540-22-2,XDCFCHNAIMYBAZ-XQVUROGGSA-N,766.78,766.091413735
DBSALT000872,DB00118,Ademetionine tosylate,,,,,
DBSALT002377,DB00119,Calcium pyruvate,9V2CQZ19N4,,,,
DBSALT003201,DB00119,Methylselenopyruvate,,,,,
DBSALT001546,DB00119,Sodium pyruvate,POD38AIF08,113-24-6,DAEPDZWVDSPTHF-UHFFFAOYSA-M,110.044,109.99798824
DBSALT001774,DB00120,Phenylalanine hydrochloride,L6O14A5L6Q,17585-69-2,ZAIZDXVMSSDZFA-QRPNPIFTSA-N,201.65,201.0556563
DBSALT002207,DB00120,Phenylalanine sodium,M67R83MDEE,16480-57-2,ZRVUAXXSASAVFG-QRPNPIFTSA-M,187.174,187.06092285
DBSALT001542,DB00122,Choline bitartrate,6K2W7T9V6Y,87-67-2,QWJSAWXRUVVRLH-LREBCSMRSA-M,253.251,253.116151956
DBSALT003461,DB00122,Choline chloride,45I14D8O27,67-48-1,,,
DBSALT001763,DB00123,Lysine acetate,TTL6G7LIWZ,57282-49-2,RRNJROHIFSLGRA-JEDNCBNOSA-N,206.242,206.126657068
DBSALT003341,DB00123,Lysine dihydrate,,,,,
DBSALT001756,DB00123,Lysine hydrochloride,JNJ23Q2COM,657-27-2,BVHLGVCQOALMSV-JEDNCBNOSA-N,182.649,182.082205441
DBSALT003003,DB00123,Lysine monohydrate,F7625B974U,39665-12-8,HZRUTVAFDWTKGD-JEDNCBNOSA-N,164.205,164.116092383
DBSALT003350,DB00125,Arginine butyrate,IK8S1P79MU,80407-72-3,,,
DBSALT000869,DB00125,Arginine hydrochloride,F7LTH1E20Y,1119-34-2,KWTQSFXGGICVPE-WCCKRBBISA-N,210.662,210.088353451
DBSALT002898,DB00129,Ornithine aspartate,JA08T3B97O,3230-94-2,IXUZXIMQZIMPSQ-ZBRNBAAYSA-N,265.266,265.127385344
DBSALT001925,DB00129,Ornithine dihydrochloride,8N284L2VLC,6211-16-1,HGBAVEGDXFHRQP-FHNDMYTFSA-N,205.08,204.0432331
DBSALT002530,DB00129,Ornithine hydrochloride,HBK84K66XH,3184-13-2,GGTYBZJRPHEQDG-WCCKRBBISA-N,168.62,168.0665554
DBSALT002529,DB00129,Ornithine oxoglurate,4FEN49K96W,5191-97-9,SLPUVFBNQHVEEU-WCCKRBBISA-N,278.261,278.111400928
DBSALT002231,DB00130,Glutamine sodium,IA7707HOQ8,73477-31-3,YWOPZILGDZKFFC-DFWYDOINSA-M,168.128,168.05108644
DBSALT002219,DB00134,Methionine hydrochloride,99JNR46OKX,6810-12-4,OSUIUMQSEFFIKM-WCCKRBBISA-N,185.67,185.0277275
DBSALT003566,DB00139,Sodium succinate,V8ZGC8ISR3,150-90-3,,,
DBSALT002842,DB00140,Riboflavin sodium,04SRR95RP8,7681-29-0,YXJHJCDOUFKMBG-BMZHGHOISA-M,398.351,398.12022863
DBSALT002484,DB00142,Glutamic acid hydrochloride,M0C2SP444T,138-15-8,RPAJSBKBKSSMLJ-DFWYDOINSA-N,183.59,183.0298355
DBSALT002443,DB00146,Calcifediol hydrate,P6YZ13C99Q,63283-36-3,WRLFSJXJGJBFJQ-WPUCQFJDSA-N,418.662,418.344695341
DBSALT003560,DB00148,Creatine monohydrate,9603LN7R2Q,6020-87-7,MEJYXFHCRXAUIL-UHFFFAOYSA-N,149.15,149.080041226
DBSALT001773,DB00149,L-Leucine hydrochloride,N39KV97633,760-84-9,XKZZNHPZEPVUQK-JEDNCBNOSA-N,167.63,167.0713064
DBSALT001754,DB00151,Cysteine hydrochloride,ZT934N0X4W,7048-04-6,QIJRTFXNRTXDIP-JIZZDEOASA-N,175.63,175.0069921
DBSALT002650,DB00152,Thiamine chloride,X66NSO3N35,59-43-8,MYVIATVLJGTBFV-UHFFFAOYSA-M,300.808,300.081159583
DBSALT000205,DB00152,Thiamine hydrochloride,M572600E5P,67-03-8,DPJRMOMPQZCRJU-UHFFFAOYSA-M,337.269,336.057837322
DBSALT001495,DB00152,Thiamine mononitrate,8K0I04919X,532-43-4,UIERGBJEBXXIGO-UHFFFAOYSA-N,327.359,327.100124747
DBSALT001918,DB00158,Folate sodium,9P9W8GGU78,6484-89-5,SWIRFWUEJODNRG-CURYUGHLSA-L,485.368,485.10356986
DBSALT002305,DB00159,Icosapent sodium,5PXN91KPRO,73167-03-0,RBZYGQJEMWGTOH-RSDXMDNYSA-M,324.44,324.20652445
DBSALT001720,DB00162,Vitamin A acetate,3LE3D9D6OY,127-47-9,QGNJRVVDBSJHIZ-QHLGVNSISA-N,328.496,328.24023027
DBSALT000855,DB00162,Vitamin A palmitate,1D1K0N0VVC,79-81-2,VYGQUTWHTHXGQB-FFHKNEKCSA-N,524.8604,524.459331164
DBSALT000151,DB00165,Pyridoxine hydrochloride,68Y4CF58BV,58-56-0,ZUFQODAHGAHPFQ-UHFFFAOYSA-N,205.639,205.050570962
DBSALT002225,DB00173,Adenine hydrochloride,364H11M7OD,2922-28-3,UQVDQSWZQXDUJB-UHFFFAOYSA-N,171.59,171.0311729
DBSALT002226,DB00173,Adenine sulfate,741GJF3K9M,321-30-2,LQXHSCOPYJCOMD-UHFFFAOYSA-N,368.33,368.07637008
DBSALT000146,DB00175,Pravastatin sodium,3M8608UQ61,81131-70-6,VWBQYTRBTXKKOG-IYNICTALSA-M,446.5096,446.228048149
DBSALT000879,DB00176,Fluvoxamine maleate,5LGN83G74V,61718-82-9,LFMYNZPAVPMEGP-PIDGMYBPSA-N,434.412,434.166471022
DBSALT001845,DB00180,Flunisolide hemihydrate,QK4DYS664X,77326-96-6,MIXMJCQRHVAJIO-TZHJZOAOSA-N,887.024,886.431498447
DBSALT002256,DB00181,Baclofen hydrochloride,64OSE3996V,28311-31-1,WMNUVYYLMCMHLU-UHFFFAOYSA-N,250.12,249.0323341
DBSALT001323,DB00182,Amphetamine adipate,Z58RH02W4M,64770-51-0,OFCJKOOVFDGTLY-UHFFFAOYSA-N,281.352,281.162708225
DBSALT001345,DB00182,Amphetamine aspartate,UUW3P773JC,25333-81-7,OJNSNSZTGUACNI-VAGRMJETSA-N,403.523,403.247106555
DBSALT001501,DB00182,Amphetamine aspartate monohydrate,7L4L5TTE5R,851591-76-9,DAWXRFCLWKUCNS-MNTSKLTCSA-N,421.538,421.257671239
DBSALT001205,DB00182,Amphetamine sulfate,6DPV8NK46S,60-13-9,PYHRZPFZZDCOPH-UHFFFAOYSA-N,368.49,368.176978564
DBSALT002418,DB00184,Nicotine bitartrate,7892ZN5G41,65-31-6,RFEJUZJILGIRHQ-OMDKHLBYSA-N,462.408,462.148574285
DBSALT002417,DB00184,Nicotine bitartrate dihydrate,R7M676M8YV,6019-06-3,LDMPZNTVIGIREC-ZGPNLCEMSA-N,498.438,498.169703654
DBSALT000805,DB00185,Cevimeline hydrochloride,P81Q6V85NP,153504-70-2,ZSTLCHCDLIUXJE-ZGBAEQJLSA-N,489.56,488.1700908
DBSALT003577,DB00185,Cevimeline hydrochloride anhydrous,H0913EZ23C,107220-28-0,SURWTGAXEIEOGY-KXNXZCPBSA-N,235.77,235.0797631
DBSALT000586,DB00187,Esmolol hydrochloride,V05260LC8D,81161-17-3,GEKNCWBANDDJJL-UHFFFAOYSA-N,331.835,331.155036032
DBSALT001834,DB00190,Carbidopa hydrate,MNX7R8C5VO,38821-49-7,QTAOMKOIBXZKND-PPHPATTJSA-N,244.2444,244.105921632
DBSALT000138,DB00191,Phentermine hydrochloride,0K2I505OTV,1197-21-3,NCAIGTHBQTXTLR-UHFFFAOYSA-N,185.694,185.097127224
DBSALT000880,DB00192,Indecainide hydrochloride,M76V0B96L5,73681-12-6,NXNSCUZKMVYAJQ-UHFFFAOYSA-N,344.88,344.1655411
DBSALT000181,DB00193,Tramadol hydrochloride,9N7R477WCK,36282-47-0,PPKXEPBICJTCRU-UHFFFAOYSA-N,299.84,299.1652068
DBSALT000328,DB00195,Betaxolol hydrochloride,6X97D2XT0O,63659-19-8,CHDPSNLJFOQTRK-UHFFFAOYSA-N,343.889,343.191421538
DBSALT000881,DB00198,Oseltamivir phosphate,4A3O49NGEZ,204255-11-8,PGZUMBJQJWIWGJ-ONAKXNSWSA-N,410.404,410.181802964
DBSALT001358,DB00199,Erythromycin estolate,XRJ2P631HP,3521-62-8,AWMFUEJKWXESNL-JZBHMOKNSA-N,1056.4,1055.642636461
DBSALT001220,DB00199,Erythromycin ethylsuccinate,1014KSJ86F,1264-62-6,NSYZCCDSJNWWJL-YXOIYICCSA-N,862.064,861.508585339
DBSALT001340,DB00199,Erythromycin gluceptate,2AY21R0U64,23067-13-2,ZXBDZLHAHGPXIG-VTXLJDRKSA-N,960.118,959.530108632
DBSALT001219,DB00199,Erythromycin lactobionate,33H58I7GLQ,3847-29-8,NNRXCKZMQLFUPL-WBMZRJHASA-N,1092.233,1091.57236737
DBSALT001624,DB00199,Erythromycin phosphate,I8T8KU14X7,4501-00-2,VUEMAFLGEMYXIH-YZPBMOCRSA-N,831.931,831.438136796
DBSALT001221,DB00199,Erythromycin stearate,LXW024X05M,643-22-1,YAVZHCFFUATPRK-YZPBMOCRSA-N,1018.421,1017.732771621
DBSALT002260,DB00199,Erythromycin sulfate,KVW9N83AME,7184-72-7,XTSSJGRRFMNXGO-YZPBMOCRSA-N,832.01,831.42862094
DBSALT001625,DB00199,Erythromycin thiocyanate,Y7A95YRI88,7704-67-8,WVRRTEYLDPNZHR-YZPBMOCRSA-N,793.02,792.444211432
DBSALT001895,DB00200,Hydroxocobalamin acetate,S535M27N3Q,22465-48-1,XVRCTDQUXAWPBW-FBTIOKFQSA-K,1406.429,1405.588195
DBSALT000866,DB00201,Caffeine citrate,U26EO4675Q,69-22-7,RCQXSQPPHJPGOF-UHFFFAOYSA-N,386.317,386.107378176
DBSALT000206,DB00202,Succinylcholine chloride,I9L0DDD30I,71-27-2,YOEWQQVKRJEPAE-UHFFFAOYSA-L,361.305,360.158262872
DBSALT003046,DB00202,Succinylcholine chloride dihydrate,8L0S1G435E,6101-15-1,FFSBEIRFVXGRPR-UHFFFAOYSA-L,397.33,396.1793922
DBSALT000347,DB00203,Sildenafil citrate,BW9B0ZE037,171599-83-0,DEIYFTQMQPDXOT-UHFFFAOYSA-N,666.7,666.231926778
DBSALT000385,DB00205,Pyrimethamine hydrochloride,FDZ9T27VWT,19085-09-7,JZCLIFPQURTYFA-UHFFFAOYSA-N,285.172,284.059551882
DBSALT000882,DB00207,Azithromycin dihydrate,5FD1131I7S,117772-70-0,SRMPHJKQVUDLQE-KUJJYQHYSA-N,785.026,784.529655135
DBSALT003207,DB00207,Azithromycin hemiethanolate monohydrate,S548K9P0TK,554432-19-8,FEWUYCASOAUDHD-LCPFZDPDSA-N,1580.091,1579.080045715
DBSALT001208,DB00207,Azithromycin monohydrate,JTE4MNN1MD,121470-24-4,HQUPLSLYZHKKQT-WVVFQGGUSA-N,767.011,766.519090451
DBSALT000179,DB00208,Ticlopidine hydrochloride,A1L4914FMF,53885-35-1,MTKNGOHFNXIVOS-UHFFFAOYSA-N,300.247,299.030225589
DBSALT000883,DB00209,Trospium chloride,1E6682427E,10405-02-4,RVCSYOQWLPPAOA-QKYUOBHYSA-M,427.97,427.1914215
DBSALT000250,DB00211,Midodrine hydrochloride,59JV96YTXV,43218-56-0,MGCQZNBCJBRZDT-UHFFFAOYSA-N,290.743,290.103334813
DBSALT000853,DB00213,Pantoprazole magnesium,1AL13B11R4,199387-73-0,RDRUTBCDIVCMMX-UHFFFAOYSA-N,789.03,788.11965859
DBSALT002977,DB00213,Pantoprazole magnesium dihydrate,9G7ZX364TY,,,,
DBSALT001960,DB00213,Pantoprazole magnesium hemipentahydrate,PHN3JS5S59,,GYTCJCWFCBALFS-UHFFFAOYSA-N,879.1,878.17248201
DBSALT000386,DB00213,Pantoprazole sodium,6871619Q5X,164579-32-2,BRIJTIAFXDNYOD-UHFFFAOYSA-N,841.76,841.1566288
DBSALT000027,DB00215,Citalopram hydrobromide,I1E9D14F36,59729-32-7,WIHMBLDNRMIGDW-UHFFFAOYSA-N,405.304,404.089954188
DBSALT000884,DB00216,Eletriptan hydrobromide,M41W832TA3,177834-92-3,UTINOWOSWSPFLJ-FSRHSHDFSA-N,463.43,462.097662
DBSALT002562,DB00216,Eletriptan hydrobromide monohydrate,4139X692FA,273211-28-2,BORDVONYOHPTGR-JQDLGSOUSA-N,481.45,480.108227
DBSALT000194,DB00217,Bethanidine sulfate,J4THI5N7O2,114-85-2,YTIJUXVIZLYQTB-UHFFFAOYSA-N,452.571,452.220574232
DBSALT000387,DB00218,Moxifloxacin hydrochloride,C53598599T,186826-86-8,IDIIJJHBXUESQI-DFIJPDEKSA-N,437.892,437.151762215
DBSALT002560,DB00218,Moxifloxacin hydrochloride monohydrate,B8956S8609,192927-63-2,SKZIMSDWAIZNDD-WJMOHVQJSA-N,455.91,455.1623268
DBSALT000207,DB00219,Oxyphenonium bromide,S9421HWB3Z,50-10-2,UKLQXHUGTKWPSR-UHFFFAOYSA-M,428.404,427.172206606
DBSALT000885,DB00220,Nelfinavir mesylate,98D603VP8V,159989-65-8,NQHXCOAXSHGTIA-SKXNDZRYSA-N,663.89,663.301193278
DBSALT000349,DB00221,Isoetharine hydrochloride,51V8U784H3,2576-92-3,MUFDLGGSOCHQOC-UHFFFAOYSA-N,275.772,275.128821282
DBSALT000886,DB00221,Isoetharine mesylate,DV74WJ5PJB,7279-75-6,SOYAGMVKMXZVNZ-UHFFFAOYSA-N,335.42,335.140258703
DBSALT000887,DB00223,Diflorasone diacetate,7W2J09SCWX,33564-31-7,BOBLHFUVNSFZPJ-JOYXJVLSSA-N,494.532,494.211609696
DBSALT001802,DB00224,Indinavir monohydrate,5W6YA9PKKH,180683-37-8,XTYSXGHMTNTKFH-BDEHJDMKSA-N,631.818,631.373369698
DBSALT000338,DB00224,Indinavir sulfate,771H53976Q,157810-81-6,NUBQKPWHXMGDLP-BDEHJDMKSA-N,711.868,711.330184259
DBSALT002995,DB00224,Indinavir sulfate ethanolate,34OB95C8AE,,QDNVAYDEAGXHTB-NOYQBWMBSA-N,757.94,757.372049545
DBSALT000888,DB00225,Gadodiamide hydrate,0RPE15QPL0,122795-43-1,WYKPQCVMUQQKCL-UHFFFAOYSA-K,627.71,628.13394
DBSALT000889,DB00226,Guanadrel sulfate,MT147RMO91,22195-34-2,RTEVGQJRTFFMLL-UHFFFAOYSA-N,524.63,524.262833446
DBSALT000796,DB00229,Cefotiam hydrochloride,H7V12WDZ93,66309-69-1,SVSFIELZISOJDT-XRZFDKQNSA-N,562.089,561.080190078
DBSALT002272,DB00231,Temazepam hydrochloride,IA4EP07006,97598-16-8,GPVUAFAZVYNKRQ-UHFFFAOYSA-N,337.2,336.0432331
DBSALT002271,DB00231,Temazepam sulfate,I1HX8463I0,31677-86-8,XNBFXTXDZMWXMN-UHFFFAOYSA-N,398.81,398.0339351
DBSALT001939,DB00233,Aminosalicylate calcium,73I4QDW01W,133-15-3,XDWVNCOPMIEDJK-UHFFFAOYSA-L,344.336,344.032127
DBSALT000354,DB00233,Aminosalicylate sodium anhydrous,T9ZKL3TNQF,133-10-8,FVVDKUPCWXUVNP-UHFFFAOYSA-M,175.1172,175.024537738
DBSALT001940,DB00233,Calcium aminosalicylate trihydrate,9VF16M7FWU,6059-16-1,IPLQYSPEGHNJCQ-UHFFFAOYSA-L,398.381,398.0638211
DBSALT002415,DB00233,Potassium aminosalicylate,7N21461LKD,133-09-5,PRZJIMSXCLZGLT-UHFFFAOYSA-M,191.227,190.99847455
DBSALT001938,DB00233,Sodium aminosalicylate dihydrate,S38B9W6AXW,6018-19-5,GMUQJDAYXZXBOT-UHFFFAOYSA-M,211.149,211.04566671
DBSALT000890,DB00234,Reboxetine mesilate,L94J81YNNY,98769-84-7,CGTZMJIMMUNLQD-STYNFMPRSA-N,409.5,409.155908767
DBSALT000891,DB00235,Milrinone lactate,9K8XR81MO8,100286-97-3,VWUPWEAFIOQCGF-UHFFFAOYSA-N,301.302,301.106255975
DBSALT000312,DB00237,Butabarbital sodium,9WTD50I918,143-81-7,QORQZMBCPRBCAB-UHFFFAOYSA-M,234.2275,234.098037031
DBSALT002723,DB00238,Nevirapine hemihydrate,B7XF2TD73C,220988-26-1,KMTLSXAXTLQBKJ-UHFFFAOYSA-N,550.623,550.244086858
DBSALT000892,DB00239,Oxiconazole nitrate,RQ8UL4C17S,64211-46-7,WVNOAGNOIPTWPT-NDUABGMUSA-N,492.13,489.9769157
DBSALT000893,DB00240,Alclometasone dipropionate,S56PQL4N1V,66734-13-2,DJHCCTTVDRAMEH-DUUJBDRPSA-N,521.05,520.2227812
DBSALT002235,DB00241,Butalbital sodium,BBH31P2ABJ,23554-70-3,LIZXGILRVOONMO-UHFFFAOYSA-M,246.242,246.09803663
DBSALT000388,DB00243,Ranolazine hydrochloride,F71253DJUN,95635-56-6,RJNSNFZXAZXOFX-UHFFFAOYSA-N,500.458,499.200462037
DBSALT000894,DB00245,Benzatropine mesylate,WMJ8TL7510,132-17-2,CPFJLLXFNPCTDW-BWSPSPBFSA-N,403.54,403.181729592
DBSALT000810,DB00246,Ziprasidone hydrochloride,216X081ORU,138982-67-9,ZCBZSCBNOOIHFP-UHFFFAOYSA-N,467.41,466.0997026
DBSALT000811,DB00246,Ziprasidone mesylate trihydrate,3X6SAX83JZ,199191-69-0,WLQZEFFFIUHSJB-UHFFFAOYSA-N,563.087,562.132268453
DBSALT000895,DB00247,Methysergide maleate,2U7H1466GH,129-49-7,LWYXFDXUMVEZKS-ZVFOLQIPSA-N,469.538,469.22128573
DBSALT000139,DB00252,Phenytoin sodium,4182431BJH,630-93-3,FJPYVLNWWICYDW-UHFFFAOYSA-M,274.2498,274.071822281
DBSALT001217,DB00254,Doxycycline calcium,8ZL07I20SB,94088-85-4,IYECPECUTCOMMD-QFWOMMJSSA-N,524.594,524.0762532
DBSALT000896,DB00254,Doxycycline hyclate,19XTS3T51U,24390-14-5,HALQELOKLVRWRI-VDBOFHIQSA-N,1025.88,1024.3123164
DBSALT000897,DB00254,Doxycycline hydrochloride,4182Z6T2ET,10592-13-9,RUYHIJHUVHIMIR-CVHRZJFOSA-N,480.9,480.1299435
DBSALT001956,DB00254,Doxycycline monohydrate,N12000U13O,17086-28-1,XQTWDDCIUJNLTR-CVHRZJFOSA-N,462.455,462.163830425
DBSALT001389,DB00255,Diethylstilbestrol diphosphate,A0E0NMA80F,522-40-7,NLORYLAYLIXTID-ISLYRVAYSA-N,428.314,428.078991664
DBSALT001169,DB00255,Diethylstilbestrol diphosphate sodium,,,,,
DBSALT001536,DB00258,Calcium acetate monohydrate,7ZA48GIM5H,5743-26-0,XQKKWWCELHKGKB-UHFFFAOYSA-L,176.181,175.9997643
DBSALT000379,DB00261,Anagrelide hydrochloride,VNS4435G39,58579-51-4,TVWRQCIPWUCNMI-UHFFFAOYSA-N,292.549,290.973295014
DBSALT003200,DB00261,Anagrelide hydrochloride monohydrate,YTM763Y5C8,823178-43-4,YLFXXKJQBOJJIX-UHFFFAOYSA-N,310.56,308.9838597
DBSALT001376,DB00263,Sulfisoxazole diolamine,30S4B46J8B,4299-60-9,FEPTXVIRMZIGFY-UHFFFAOYSA-N,372.44,372.146741063
DBSALT001329,DB00264,Metoprolol fumarate,IO1C09Z674,119637-66-0,BRIPGNJWPCKDQZ-WXXKFALUSA-N,650.81,650.377845947
DBSALT000863,DB00264,Metoprolol succinate,TH25PD4CCB,98418-47-4,RGHAZVBIOOEVQX-UHFFFAOYSA-N,652.826,652.393496011
DBSALT000862,DB00264,Metoprolol tartrate,W5S57Y3A5L,56392-17-7,YGULWPYYGQCFMP-CEAXSRTFSA-N,684.824,684.383325251
DBSALT000801,DB00267,Cefmenoxime hydrochloride,NON736D32W,75738-58-8,HZYJYGJIOCXOTH-FAIYLGIWSA-N,548.019,547.028154508
DBSALT000390,DB00268,Ropinirole Hydrochloride,D7ZD41RZI9,91374-20-8,XDXHAEQXIBQUEZ-UHFFFAOYSA-N,296.836,296.165541139
DBSALT000844,DB00271,Diatrizoate meglumine,3X9MR4N98U,131-49-7,MIKKOBKEXMRYFQ-WZTVWXICSA-N,809.1272,808.880309705
DBSALT000267,DB00271,Diatrizoate sodium,V5403H8VG7,737-31-5,ZEYOIOAKZLALAP-UHFFFAOYSA-M,635.8954,635.751581689
DBSALT003160,DB00271,Diatrizoic acid dihydrate,408463F217,50978-11-5,JHQKUXXJPHSPOL-UHFFFAOYSA-N,649.946,649.79077
DBSALT000898,DB00272,Betazole hydrochloride,66ABP6C83F,138-92-1,BUXCUOWXTOKEMQ-UHFFFAOYSA-N,184.06,183.0330028
DBSALT002319,DB00273,Topiramate calcium,P956SY6RA6,1246279-00-4,VNRLRDKZOMPUAG-RZTSBURASA-N,716.78,716.1445165
DBSALT002320,DB00273,Topiramate potassium,SMU8E1YBZ3,488127-51-1,VEKVPJSPZRTTGR-WGAVTJJLSA-N,377.45,377.05466927
DBSALT002318,DB00273,Topiramate sodium,N808MSN0PT,488127-49-7,ZUWVVMMRNQEJMW-WGAVTJJLSA-N,361.34,361.08073206
DBSALT000391,DB00274,Cefmetazole sodium,37Y9VR4W7A,56796-39-5,BITQGIOJQWZUPL-UHFFFAOYSA-M,493.516,493.027273402
DBSALT001815,DB00275,Olmesartan medoxomil,6M97XTV3HD,144689-63-4,UQGKUQLKSCSZGY-UHFFFAOYSA-N,558.595,558.22268271
DBSALT002301,DB00276,Amsacrine gluconate,M4P91439UZ,80277-07-2,XXNAQBNJPZNRSZ-IFWQJVLJSA-N,589.62,589.173015384
DBSALT002302,DB00276,Amsacrine hydrochloride,U66HX4K4CO,54301-15-4,WDISRLXRMMTXEV-UHFFFAOYSA-N,429.92,429.0913904
DBSALT002300,DB00276,Amsacrine mesylate,7LWQ0T63UA,54301-16-5,KIDGPIWSXHBPDH-UHFFFAOYSA-N,489.56,489.102827821
DBSALT001603,DB00277,Theophylline sodium glycinate,2S36N8T753,8000-10-0,AIJQWRAOMFRHTQ-UHFFFAOYSA-M,277.216,277.07869817
DBSALT001826,DB00278,Argatroban monohydrate,IY90U61Z3S,141396-28-3,AIEZTKLTLCMZIA-CZSXTPSTSA-N,526.65,526.257354142
DBSALT000321,DB00279,Liothyronine sodium,8532UF38AC,55-06-1,SBXXSUDPJJJJLC-UHFFFAOYSA-M,672.9553,672.77198278
DBSALT000899,DB00280,Disopyramide phosphate,N6BOM1935W,22059-60-5,CGDDQFMPGMYYQP-UHFFFAOYSA-N,437.477,437.20795814
DBSALT000900,DB00281,Lidocaine hydrochloride,V13007Z41A,6108-05-0,YECIFGHRMFEPJK-UHFFFAOYSA-N,288.82,288.1604558
DBSALT001508,DB00281,Lidocaine hydrochloride anhydrous,EC2CNF7XFP,73-78-9,IYBQHJMYDGVZRY-UHFFFAOYSA-N,270.8,270.1498911
DBSALT000836,DB00282,Pamidronate Disodium,C7S8VWP5DH,109552-15-0,CEYUIFJWVHOCPP-UHFFFAOYSA-L,279.0331,278.964964021
DBSALT000901,DB00283,Clemastine fumarate,19259EGQ3D,14976-57-9,PMGQWSIVQFOFOQ-YKVZVUFRSA-N,459.97,459.1812508
DBSALT003481,DB00285,Venlafaxine besylate monohydrate,18XP3YT5NH,609345-59-7,XHPQSXIKZWZGIP-UHFFFAOYSA-N,453.59,453.218509025
DBSALT000186,DB00285,Venlafaxine hydrochloride,7D7RX5A8MO,99300-78-4,QYRYFNHXARDNFZ-UHFFFAOYSA-N,313.863,313.180856852
DBSALT001207,DB00289,Atomoxetine hydrochloride,57WVB6I2W0,82248-59-7,LUCXVPAZUDVVBT-UNTBIKODSA-N,291.82,291.138992
DBSALT003075,DB00290,Bleomycin hydrochloride,7Z9O46JA4A,67763-87-5,BEQASIAARPDOGM-GKQFXSEVSA-O,1452.01,1450.4951105
DBSALT000196,DB00290,Bleomycin sulfate,7DP3NTV15T,9041-93-4,WUIABRMSWOKTOF-OCBSMOPSSA-N,1512.622,1511.478534115
DBSALT003210,DB00293,Raltitrexed disodium,50VZN4BPUK,,HYYVJHYAMGPPLX-CKUXDGONSA-L,502.45,502.08989411
DBSALT002224,DB00295,Morphine acetate,VEO43W5229,596-15-6,CLDOGJORCNORLA-VYKNHSEDSA-N,345.395,345.157622845
DBSALT001753,DB00295,Morphine hydrochloride,J28GE0ROVX,52-26-6,XCKKIKBIPZJUET-VYKNHSEDSA-N,321.8,321.1131712
DBSALT003118,DB00295,Morphine hydrochloride trihydrate,Q5F3AS69LF,6055-06-7,XELXKCKNPPSFNN-BJWPBXOKSA-N,375.85,375.1448653
DBSALT002222,DB00295,Morphine mesylate,QXB8THK8QY,335328-17-1,MHEMFNFIWLUDDJ-VYKNHSEDSA-N,381.44,381.124608639
