ref_pk,drugbank_id,interactant_id
21251,DB01331,BE0000588
21251,DB01331,BE0000488
21251,DB01331,BE0002393
6253,DB01331,BE0004643
6253,DB01331,BE0004335
6253,DB01331,BE0004644
6253,DB01331,BE0004290
6253,DB01331,BE0003624
21252,DB01331,BE0001482
21253,DB01331,BE0001482
21254,DB01331,BE0001482
21255,DB01332,
21256,DB01332,BE0000588
21256,DB01332,BE0000488
21255,DB01332,BE0009685
21255,DB01332,BE0003685
10122,DB01332,BE0001018
2817,DB01332,BE0001066
2817,DB01332,BE0003645
21257,DB01333,
21258,DB01333,BE0000588
8008,DB01333,BE0002638
8214,DB01333,BE0000106
10887,DB01333,BE0001018
10682,DB01333,BE0001018
21259,DB01333,BE0001018
8217,DB01333,BE0001018
12437,DB01333,BE0001018
8217,DB01333,BE0001134
6883,DB01333,BE0001066
6571,DB01333,BE0003657
21260,DB01333,BE0003657
21261,DB01336,
8218,DB01336,BE0000738
21262,DB01336,BE0000738
21263,DB01336,BE0000738
21264,DB01336,BE0000738
17,DB01336,BE0000738
21265,DB01336,BE0000560
21266,DB01337,BE0000738
13316,DB01337,BE0000738
13318,DB01337,BE0000560
9400,DB01337,BE0000560
21267,DB01337,BE0000560
13318,DB01337,BE0000045
21267,DB01337,BE0000045
21268,DB01337,BE0002180
7908,DB01337,BE0003648
13320,DB01337,BE0003648
1750,DB01337,BE0003647
21269,DB01338,
21270,DB01338,BE0000738
21271,DB01338,BE0000738
21272,DB01338,BE0000738
17,DB01338,BE0000738
16,DB01338,BE0000738
21270,DB01338,BE0000560
21273,DB01338,BE0000560
733,DB01338,BE0000560
21270,DB01338,BE0000045
21274,DB01338,BE0002180
21275,DB01339,
13316,DB01339,BE0000738
8218,DB01339,BE0000738
21276,DB01339,BE0000738
16,DB01339,BE0000738
10740,DB01339,BE0001032
21277,DB01340,
21278,DB01340,BE0000221
21279,DB01340,BE0000221
21280,DB01340,BE0000221
21281,DB01340,BE0000221
21282,DB01340,BE0000221
21283,DB01340,BE0000221
17,DB01340,BE0000221
16,DB01340,BE0000221
11020,DB01340,BE0001032
3528,DB01340,BE0001018
3528,DB01340,BE0001134
21288,DB01344,BE0004816
21289,DB01344,BE0004816
21290,DB01344,BE0004816
21291,DB01345,BE0000732
21292,DB01345,BE0000732
21293,DB01345,BE0000732
21294,DB01345,BE0000732
21295,DB01345,BE0000732
4778,DB01346,BE0000795
4735,DB01346,BE0000795
4737,DB01346,BE0000795
4730,DB01346,BE0000795
17,DB01346,BE0000795
21296,DB01346,BE0000795
4730,DB01346,BE0000381
4735,DB01346,BE0000381
21296,DB01346,BE0000381
15661,DB01346,BE0000197
15662,DB01346,BE0000197
15663,DB01346,BE0000197
15664,DB01346,BE0000197
15665,DB01346,BE0000197
17,DB01346,BE0000197
5827,DB01346,BE0000197
12069,DB01346,BE0000197
15666,DB01346,BE0000154
15667,DB01346,BE0000154
4730,DB01346,BE0000829
4737,DB01346,BE0000829
21296,DB01346,BE0000829
21282,DB01348,
21298,DB01348,
21281,DB01348,
21299,DB01348,
3525,DB01348,BE0000221
21300,DB01348,BE0000221
21301,DB01348,BE0000221
21302,DB01348,BE0000221
17,DB01348,BE0000221
16,DB01348,BE0000221
3528,DB01348,BE0001018
3528,DB01348,BE0001134
21307,DB01351,
21308,DB01351,
21309,DB01351,
21310,DB01351,
21311,DB01351,
4778,DB01351,BE0000795
4735,DB01351,BE0000795
4737,DB01351,BE0000795
4730,DB01351,BE0000795
17,DB01351,BE0000795
4730,DB01351,BE0000381
4735,DB01351,BE0000381
4730,DB01351,BE0000523
4735,DB01351,BE0000523
4735,DB01351,BE0000478
4730,DB01351,BE0000471
4735,DB01351,BE0000471
4735,DB01351,BE0000764
4730,DB01351,BE0000764
4730,DB01351,BE0000849
4736,DB01351,BE0000849
4737,DB01351,BE0000849
4730,DB01351,BE0002341
4736,DB01351,BE0002341
4737,DB01351,BE0002341
4730,DB01351,BE0000829
4737,DB01351,BE0000829
4730,DB01351,BE0000826
4737,DB01351,BE0000826
4730,DB01353,BE0000381
4735,DB01353,BE0000381
4730,DB01353,BE0000523
4735,DB01353,BE0000523
4735,DB01353,BE0000478
4730,DB01353,BE0000471
4735,DB01353,BE0000471
4735,DB01353,BE0000764
4730,DB01353,BE0000764
4778,DB01353,BE0000795
4735,DB01353,BE0000795
4730,DB01353,BE0000795
4737,DB01353,BE0000795
17,DB01353,BE0000795
4730,DB01353,BE0000849
4736,DB01353,BE0000849
4737,DB01353,BE0000849
4730,DB01353,BE0002341
4736,DB01353,BE0002341
4737,DB01353,BE0002341
4730,DB01353,BE0000829
4737,DB01353,BE0000829
4730,DB01353,BE0000826
4737,DB01353,BE0000826
21321,DB01356,
21322,DB01356,
21323,DB01356,BE0001065
21324,DB01356,BE0001065
21325,DB01356,BE0001065
21326,DB01356,BE0001065
384,DB01356,BE0001065
21327,DB01356,BE0001152
21328,DB01356,BE0001152
21329,DB01356,BE0001152
21330,DB01356,BE0001152
21331,DB01356,BE0001152
21332,DB01356,BE0001152
21333,DB01356,BE0000983
21329,DB01356,BE0000983
21331,DB01356,BE0000983
21334,DB01356,BE0000831
21335,DB01357,BE0000123
21336,DB01357,BE0000123
17,DB01357,BE0000123
16,DB01357,BE0000123
21337,DB01357,BE0002638
21338,DB01357,BE0002887
3457,DB01357,BE0002793
14049,DB01357,BE0002793
21339,DB01359,
21340,DB01359,
21341,DB01359,
21342,DB01359,
21343,DB01359,
21344,DB01359,
21345,DB01359,BE0000172
21346,DB01359,BE0000172
21347,DB01359,BE0000172
21343,DB01359,BE0000172
16,DB01359,BE0000172
21348,DB01359,BE0000694
21349,DB01359,BE0000694
21350,DB01359,BE0000694
21346,DB01359,BE0000694
21351,DB01359,BE0000694
21343,DB01359,BE0000694
21352,DB01359,BE0000291
21341,DB01359,BE0000291
21349,DB01359,BE0000797
3718,DB01359,BE0002363
3717,DB01359,BE0002363
3716,DB01359,BE0002363
21344,DB01359,BE0000925
21340,DB01359,BE0000925
21353,DB01359,BE0000925
21354,DB01359,BE0000925
21355,DB01362,
21356,DB01362,
21357,DB01362,
21358,DB01363,
21359,DB01363,
21360,DB01363,
21361,DB01363,
3599,DB01363,BE0000647
14909,DB01363,BE0000647
3619,DB01363,BE0000647
3625,DB01363,BE0000647
21362,DB01363,BE0000647
14909,DB01363,BE0000486
3599,DB01363,BE0000486
3619,DB01363,BE0000486
3625,DB01363,BE0000486
21362,DB01363,BE0000486
3599,DB01363,BE0000289
14906,DB01363,BE0000289
3619,DB01363,BE0000289
3599,DB01363,BE0000572
14906,DB01363,BE0000572
3619,DB01363,BE0000572
3599,DB01363,BE0000342
14906,DB01363,BE0000342
3619,DB01363,BE0000342
3599,DB01363,BE0002198
3781,DB01363,BE0002198
3599,DB01363,BE0002196
3781,DB01363,BE0002196
14912,DB01363,BE0000172
14912,DB01363,BE0000694
14912,DB01363,BE0001012
14909,DB01363,BE0000749
3625,DB01363,BE0000749
3599,DB01363,BE0000118
21363,DB01363,BE0000118
3625,DB01363,BE0000118
3599,DB01363,BE0004674
21363,DB01363,BE0004674
3625,DB01363,BE0004674
21364,DB01364,
21365,DB01364,
14904,DB01364,
21366,DB01364,
21367,DB01364,
21368,DB01364,
21369,DB01364,
21370,DB01364,
21371,DB01364,
21372,DB01364,
21373,DB01364,
21374,DB01364,
21375,DB01364,
21376,DB01364,BE0000501
21377,DB01364,BE0000501
733,DB01364,BE0000501
21366,DB01364,BE0000501
21375,DB01364,BE0000501
21366,DB01364,BE0000172
21375,DB01364,BE0000172
21366,DB01364,BE0000694
21375,DB01364,BE0000694
16,DB01364,BE0000756
14906,DB01364,BE0000486
21378,DB01364,BE0000486
3625,DB01364,BE0000486
3599,DB01364,BE0000486
21379,DB01364,BE0002180
21380,DB01364,BE0000426
14904,DB01364,BE0000530
21381,DB01364,BE0000118
21382,DB01364,BE0000118
3599,DB01364,BE0000118
3600,DB01364,BE0000118
21383,DB01364,BE0000118
3625,DB01364,BE0000118
18005,DB01365,BE0004888
21384,DB01365,BE0004888
16,DB01365,BE0000756
21384,DB01365,BE0004872
21385,DB01366,BE0000694
21386,DB01366,BE0000694
21387,DB01366,BE0000694
21388,DB01366,BE0000694
21389,DB01366,BE0000694
17,DB01366,BE0000694
21390,DB01367,
21391,DB01367,
21392,DB01367,
21393,DB01367,BE0002196
21394,DB01367,BE0002196
21395,DB01367,BE0002196
21396,DB01367,BE0002196
21390,DB01367,BE0002196
21397,DB01367,BE0002196
21391,DB01367,BE0002196
21392,DB01367,BE0002196
17,DB01367,BE0002196
16,DB01367,BE0002196
21395,DB01367,BE0000246
21398,DB01367,BE0000246
21399,DB01367,BE0000246
21400,DB01367,BE0000246
21401,DB01367,BE0000246
21402,DB01367,BE0002433
21391,DB01367,BE0002433
21392,DB01367,BE0002433
21403,DB01367,BE0002433
21404,DB01369,
21405,DB01369,
21406,DB01369,
21407,DB01369,
21408,DB01369,BE0004800
21409,DB01369,BE0004800
21410,DB01369,BE0004800
21411,DB01369,BE0004800
21408,DB01369,BE0000743
21410,DB01369,BE0000743
21411,DB01369,BE0000743
21408,DB01369,BE0002464
21410,DB01369,BE0002464
21411,DB01369,BE0002464
21412,DB01369,BE0002464
21413,DB01369,BE0002464
21414,DB01369,BE0002464
21415,DB01369,BE0002464
3982,DB01369,BE0002464
21416,DB01369,BE0002638
21417,DB01369,BE0002638
21418,DB01369,BE0002638
1059,DB01369,BE0002638
21419,DB01369,BE0002638
21420,DB01370,BE0000732
21421,DB01370,BE0000732
21422,DB01370,BE0000732
21423,DB01370,BE0000732
21424,DB01370,BE0000732
17,DB01370,BE0000732
16,DB01370,BE0000732
21425,DB01370,BE0001091
21426,DB01370,BE0003392
21427,DB01370,BE0000510
21428,DB01370,BE0000510
21429,DB01370,BE0000510
21430,DB01370,BE0000510
21431,DB01370,BE0000530
21432,DB01373,
21433,DB01373,
21434,DB01373,
21435,DB01373,
21436,DB01373,
21437,DB01373,BE0000430
21438,DB01373,BE0000218
21439,DB01373,BE0000218
21440,DB01373,BE0003566
21441,DB01373,BE0003566
21442,DB01373,BE0003566
21443,DB01373,BE0003566
21443,DB01373,BE0001024
21444,DB01373,BE0001024
21445,DB01373,BE0001024
21446,DB01373,BE0001024
21447,DB01373,BE0004593
21448,DB01373,BE0001177
21449,DB01373,BE0001177
21450,DB01373,BE0001177
21451,DB01373,BE0001177
21452,DB01373,BE0000904
21453,DB01373,BE0000904
21454,DB01373,BE0000899
21455,DB01373,BE0000351
19336,DB01373,BE0000885
21456,DB01373,BE0004314
21457,DB01373,BE0008955
21457,DB01373,BE0008993
21458,DB01373,BE0003602
21459,DB01373,BE0001140
21460,DB01373,BE0009000
21460,DB01373,BE0005813
21461,DB01373,BE0005814
21462,DB01373,BE0005812
21463,DB01373,BE0027477
21464,DB01373,BE0027477
21465,DB01373,BE0027477
21466,DB01373,BE0027477
21467,DB01373,BE0027477
21470,DB01377,
21471,DB01377,
21472,DB01377,
21473,DB01378,BE0000732
21474,DB01378,BE0000732
21475,DB01378,BE0000732
21476,DB01378,BE0000732
21477,DB01380,
21478,DB01380,
8668,DB01380,
5043,DB01380,
3548,DB01380,
8672,DB01380,
21479,DB01380,
21480,DB01380,
5686,DB01380,BE0000794
5687,DB01380,BE0000794
5688,DB01380,BE0000794
5689,DB01380,BE0000794
5690,DB01380,BE0000794
21481,DB01380,BE0000794
21482,DB01380,BE0000794
21480,DB01380,BE0000794
16,DB01380,BE0002088
16,DB01380,BE0005001
16,DB01380,BE0003722
13455,DB01380,BE0000422
1055,DB01380,BE0002638
21483,DB01380,BE0002638
345,DB01380,BE0002638
5044,DB01380,BE0002362
3548,DB01380,BE0000209
21484,DB01380,BE0000209
5043,DB01380,BE0000530
5046,DB01380,BE0003642
5047,DB01380,BE0001032
3546,DB01380,BE0001032
2817,DB01380,BE0003645
21485,DB01381,
21486,DB01381,
21487,DB01381,
21488,DB01381,
21489,DB01381,
21490,DB01381,
21491,DB01381,
21492,DB01381,
21493,DB01381,
21494,DB01381,
21495,DB01381,
21496,DB01381,
21497,DB01381,BE0000486
21498,DB01381,BE0001640
21499,DB01381,BE0001640
21500,DB01381,BE0001640
21501,DB01381,BE0000433
21502,DB01381,BE0000795
21502,DB01381,BE0002346
21502,DB01381,BE0003592
21487,DB01381,BE0002198
21486,DB01381,BE0002198
21503,DB01381,BE0000005
21504,DB01381,BE0002793
21505,DB01381,BE0002793
21494,DB01381,BE0002793
21495,DB01381,BE0002638
21494,DB01381,BE0002638
21495,DB01381,BE0001111
21495,DB01381,BE0003543
21495,DB01381,BE0002433
21506,DB01382,BE0000644
21507,DB01382,BE0000644
21508,DB01382,BE0000644
21509,DB01382,BE0000644
17281,DB01382,BE0000644
16,DB01382,BE0009591
17275,DB01382,BE0000207
17276,DB01382,BE0000207
17277,DB01382,BE0000207
17278,DB01382,BE0000207
17279,DB01382,BE0000207
17280,DB01382,BE0000207
17,DB01388,BE0000483
18812,DB01388,BE0000483
21510,DB01388,BE0000483
21511,DB01388,BE0000483
21512,DB01388,BE0000483
21513,DB01388,BE0000483
21514,DB01388,BE0000483
384,DB01388,BE0000483
21515,DB01388,BE0000864
21516,DB01388,BE0000864
21517,DB01388,BE0000864
18812,DB01388,BE0000864
21518,DB01388,BE0000864
21511,DB01388,BE0000864
21512,DB01388,BE0000864
21513,DB01388,BE0000864
16,DB01388,BE0000864
21519,DB01388,BE0000864
384,DB01388,BE0000864
21520,DB01388,BE0000430
18812,DB01388,BE0000430
21521,DB01388,BE0000430
21522,DB01388,BE0000430
18809,DB01388,BE0000430
384,DB01388,BE0000430
21523,DB01388,BE0000430
21521,DB01388,BE0002359
21522,DB01388,BE0002359
18812,DB01388,BE0002359
21521,DB01388,BE0002357
21522,DB01388,BE0002357
18812,DB01388,BE0002357
21511,DB01388,BE0000012
21512,DB01388,BE0000012
21513,DB01388,BE0000012
18812,DB01388,BE0000012
21524,DB01388,BE0000012
384,DB01388,BE0000012
21521,DB01388,BE0002355
21522,DB01388,BE0002355
18812,DB01388,BE0002355
18812,DB01388,BE0000303
21521,DB01388,BE0000303
21522,DB01388,BE0000303
18812,DB01388,BE0002354
21521,DB01388,BE0002354
21522,DB01388,BE0002354
18812,DB01388,BE0002358
21521,DB01388,BE0002358
21522,DB01388,BE0002358
18812,DB01388,BE0002356
21521,DB01388,BE0002356
21522,DB01388,BE0002356
21525,DB01388,BE0000731
21525,DB01388,BE0003542
21526,DB01388,BE0002638
21527,DB01388,BE0002638
21528,DB01388,BE0002638
21529,DB01388,BE0002638
4466,DB01388,BE0002638
384,DB01388,BE0002638
21530,DB01388,BE0002638
4255,DB01388,BE0002638
345,DB01388,BE0002638
21531,DB01388,BE0002433
4255,DB01388,BE0002433
384,DB01388,BE0002433
345,DB01388,BE0002433
21529,DB01388,BE0002363
21532,DB01388,BE0002363
384,DB01388,BE0002363
345,DB01388,BE0002363
21529,DB01388,BE0002362
21533,DB01388,BE0002362
345,DB01388,BE0002362
21529,DB01388,BE0003612
21533,DB01388,BE0003612
345,DB01388,BE0003612
21533,DB01388,BE0001032
3903,DB01388,BE0001032
4466,DB01388,BE0001032
285,DB01388,BE0001032
21529,DB01388,BE0001032
20448,DB01388,BE0001032
384,DB01388,BE0001032
21534,DB01390,
21535,DB01390,
21536,DB01390,
6759,DB01390,
21537,DB01390,BE0004849
21538,DB01390,BE0004849
21539,DB01390,BE0004849
21540,DB01390,BE0004849
21541,DB01390,BE0004849
16,DB01390,BE0003604
16,DB01390,BE0000864
21542,DB01390,BE0004675
21543,DB01390,BE0004675
21544,DB01390,BE0004675
21545,DB01390,BE0004675
21542,DB01390,BE0004676
21543,DB01390,BE0004676
21544,DB01390,BE0004676
21545,DB01390,BE0004676
21542,DB01390,BE0004680
21543,DB01390,BE0004680
21544,DB01390,BE0004680
21545,DB01390,BE0004680
21542,DB01390,BE0004677
21543,DB01390,BE0004677
21544,DB01390,BE0004677
21545,DB01390,BE0004677
21542,DB01390,BE0004683
21543,DB01390,BE0004683
21544,DB01390,BE0004683
21545,DB01390,BE0004683
21546,DB01392,
21547,DB01392,BE0000289
21548,DB01392,BE0000289
21549,DB01392,BE0000289
21550,DB01392,BE0000289
21551,DB01392,BE0000289
8899,DB01392,BE0000289
21552,DB01392,BE0000289
384,DB01392,BE0000289
21553,DB01392,BE0000289
21554,DB01392,BE0000572
21555,DB01392,BE0000572
21556,DB01392,BE0000572
21557,DB01392,BE0000572
21558,DB01392,BE0000572
8899,DB01392,BE0000572
21559,DB01392,BE0000342
21560,DB01392,BE0000342
21561,DB01392,BE0000342
21550,DB01392,BE0000342
21555,DB01392,BE0000342
8899,DB01392,BE0000342
21552,DB01392,BE0000342
384,DB01392,BE0000342
8899,DB01392,BE0000291
21562,DB01392,BE0000291
21546,DB01392,BE0000291
8899,DB01392,BE0000797
21562,DB01392,BE0000797
21546,DB01392,BE0000797
8899,DB01392,BE0000659
21546,DB01392,BE0000659
8899,DB01392,BE0000756
8899,DB01392,BE0000581
21563,DB01392,BE0000451
21562,DB01392,BE0000451
21546,DB01392,BE0000451
21563,DB01392,BE0000533
21562,DB01392,BE0000533
21546,DB01392,BE0000533
21564,DB01392,BE0004905
21563,DB01392,BE0000393
8502,DB01392,BE0000393
21565,DB01392,BE0002363
9075,DB01392,BE0002363
384,DB01392,BE0002363
21566,DB01392,BE0002363
21565,DB01392,BE0002638
21567,DB01393,
21568,DB01393,
21569,DB01393,
21570,DB01393,
21571,DB01393,BE0001007
21572,DB01393,BE0001007
384,DB01393,BE0001007
21571,DB01393,BE0000215
21573,DB01393,BE0000215
384,DB01393,BE0000215
21574,DB01393,BE0000071
21575,DB01393,BE0000071
21576,DB01393,BE0000071
21577,DB01393,BE0000071
21578,DB01393,BE0000071
21579,DB01393,BE0000071
21580,DB01393,BE0000071
17,DB01393,BE0000071
16,DB01393,BE0000071
21573,DB01393,BE0000071
384,DB01393,BE0000071
17669,DB01393,BE0000956
21581,DB01393,BE0000412
21581,DB01393,BE0000078
21581,DB01393,BE0000707
11914,DB01393,BE0003543
15740,DB01393,BE0002887
11919,DB01393,BE0002638
3412,DB01393,BE0001004
21582,DB01394,
21583,DB01394,
21584,DB01394,
21585,DB01394,
21586,DB01394,
21587,DB01394,
21588,DB01394,
21589,DB01394,
21199,DB01394,
21590,DB01394,
21591,DB01394,
21592,DB01394,
21593,DB01394,BE0000143
21594,DB01394,BE0000143
19522,DB01394,BE0000143
21595,DB01394,BE0000143
21583,DB01394,BE0000143
21596,DB01394,BE0000143
21588,DB01394,BE0000143
21199,DB01394,BE0000143
21592,DB01394,BE0000143
21597,DB01394,BE0002638
21598,DB01394,BE0002638
19454,DB01394,BE0002638
21199,DB01394,BE0002638
21591,DB01394,BE0002638
19454,DB01394,BE0003549
19454,DB01394,BE0002887
21597,DB01394,BE0003533
21599,DB01394,BE0000530
21600,DB01394,BE0000530
21601,DB01394,BE0000530
21199,DB01394,BE0000530
21602,DB01394,BE0001032
21603,DB01394,BE0001032
21604,DB01394,BE0001032
21199,DB01394,BE0001032
21605,DB01395,
21606,DB01395,
21607,DB01395,
21608,DB01395,
21609,DB01395,
21610,DB01395,
21611,DB01395,
21612,DB01395,
21613,DB01395,
21614,DB01395,
21615,DB01395,
21616,DB01395,
21617,DB01395,
21618,DB01395,
21619,DB01395,
21620,DB01395,
21621,DB01395,
21622,DB01395,
21623,DB01395,
21624,DB01395,
21625,DB01395,
21626,DB01395,
21627,DB01395,
21628,DB01395,
21629,DB01395,
21630,DB01395,
21631,DB01395,
21632,DB01395,
21633,DB01395,
21605,DB01395,BE0000668
21634,DB01395,BE0000668
21635,DB01395,BE0000668
21636,DB01395,BE0000668
21637,DB01395,BE0000668
21638,DB01395,BE0000668
21605,DB01395,BE0000132
21635,DB01395,BE0000132
21638,DB01395,BE0000132
21624,DB01395,BE0000132
21605,DB01395,BE0000557
7296,DB01395,BE0000557
21634,DB01395,BE0000557
21639,DB01395,BE0000557
7263,DB01395,BE0000557
21640,DB01395,BE0000557
21635,DB01395,BE0000557
21605,DB01395,BE0000794
21635,DB01395,BE0000794
21641,DB01395,BE0000262
21642,DB01395,BE0000262
21643,DB01395,BE0000930
21622,DB01395,BE0002638
21621,DB01395,BE0002638
21620,DB01395,BE0002638
21627,DB01395,BE0002638
21644,DB01396,
21645,DB01396,
21646,DB01396,
21647,DB01396,
7699,DB01396,BE0000732
21648,DB01396,BE0000732
21649,DB01396,BE0000732
21650,DB01396,BE0000732
21651,DB01396,BE0000732
21652,DB01396,BE0000732
16,DB01396,BE0000732
16,DB01396,BE0005026
16,DB01396,BE0005018
16,DB01396,BE0004994
16,DB01396,BE0005047
16,DB01396,BE0005034
21653,DB01396,BE0003537
21654,DB01396,BE0002638
21655,DB01396,BE0000530
21656,DB01396,BE0000530
21657,DB01396,BE0000530
21658,DB01396,BE0000530
5046,DB01396,BE0003642
5474,DB01396,BE0003653
384,DB01396,BE0003653
21659,DB01396,BE0001032
16068,DB01397,BE0000262
16073,DB01397,BE0000262
16074,DB01397,BE0000262
16075,DB01397,BE0000262
16076,DB01397,BE0000262
16067,DB01397,BE0000017
16068,DB01397,BE0000017
16069,DB01397,BE0000017
16070,DB01397,BE0000017
16071,DB01397,BE0000017
21660,DB01397,BE0000530
21661,DB01399,BE0000262
21662,DB01399,BE0000262
21663,DB01399,BE0000262
21664,DB01399,BE0000262
10802,DB01399,BE0000262
384,DB01399,BE0000262
21665,DB01399,BE0000017
21666,DB01399,BE0000017
21664,DB01399,BE0000017
17,DB01399,BE0000017
16,DB01399,BE0000017
10802,DB01399,BE0000017
384,DB01399,BE0000017
21667,DB01400,BE0000426
21668,DB01400,BE0000426
21669,DB01400,BE0000426
21670,DB01400,BE0000426
21671,DB01400,BE0000426
21672,DB01400,BE0000426
17,DB01400,BE0000426
16,DB01400,BE0000426
21673,DB01400,BE0000426
384,DB01400,BE0000426
21674,DB01400,BE0000426
21675,DB01400,BE0002180
21673,DB01400,BE0002180
384,DB01400,BE0002180
10350,DB01400,BE0002180
21676,DB01401,
21677,DB01401,
21678,DB01401,BE0000017
21679,DB01401,BE0000017
16156,DB01401,BE0000017
21679,DB01401,BE0000262
21680,DB01401,BE0000262
21681,DB01401,BE0000262
21682,DB01401,BE0000262
21683,DB01401,BE0000262
21684,DB01403,
21685,DB01403,BE0000756
21686,DB01403,BE0000756
733,DB01403,BE0000756
21685,DB01403,BE0000020
21685,DB01403,BE0000145
21685,DB01403,BE0000581
21685,DB01403,BE0000389
21685,DB01403,BE0000451
21685,DB01403,BE0000533
8265,DB01403,BE0000442
21686,DB01403,BE0000092
8265,DB01403,BE0000092
21686,DB01403,BE0000560
8265,DB01403,BE0000560
21686,DB01403,BE0000045
8265,DB01403,BE0000045
21686,DB01403,BE0000405
8265,DB01403,BE0000405
21686,DB01403,BE0000247
8265,DB01403,BE0000247
21685,DB01403,BE0000501
21686,DB01403,BE0000501
21685,DB01403,BE0000575
21686,DB01403,BE0000575
21685,DB01403,BE0000715
21686,DB01403,BE0000715
21685,DB01403,BE0000289
21686,DB01403,BE0000289
21687,DB01403,BE0000289
21685,DB01403,BE0000572
21686,DB01403,BE0000572
21687,DB01403,BE0000572
21685,DB01403,BE0000342
21686,DB01403,BE0000342
21687,DB01403,BE0000342
21688,DB01403,BE0003533
21689,DB01403,BE0002363
21690,DB01403,BE0002363
21691,DB01403,BE0002363
15138,DB01403,BE0002363
345,DB01403,BE0002363
21692,DB01404,
21693,DB01404,
21694,DB01404,
21695,DB01404,
21696,DB01404,
21697,DB01404,BE0003721
21698,DB01404,BE0000918
21699,DB01404,BE0000918
21700,DB01404,BE0000262
21701,DB01404,BE0000262
21699,DB01404,BE0000262
21702,DB01405,BE0000366
21703,DB01405,BE0000366
21704,DB01405,BE0000366
21705,DB01405,BE0000366
21703,DB01405,BE0000429
21704,DB01405,BE0000429
21705,DB01405,BE0000429
16,DB01405,BE0002388
16,DB01405,BE0008385
9469,DB01405,BE0002433
21706,DB01405,BE0002433
21707,DB01405,BE0002433
21708,DB01406,
21709,DB01406,
21710,DB01406,
21711,DB01406,BE0000123
21712,DB01406,BE0000123
21713,DB01406,BE0000123
17,DB01406,BE0000123
21709,DB01406,BE0000132
21714,DB01406,BE0000132
21715,DB01406,BE0000132
21716,DB01406,BE0000132
21708,DB01406,BE0000132
21717,DB01406,BE0000557
21714,DB01406,BE0000557
21718,DB01406,BE0000557
21708,DB01406,BE0000557
21719,DB01406,BE0000203
21720,DB01406,BE0000203
564,DB01406,BE0000203
21708,DB01406,BE0000203
21708,DB01406,BE0000472
21720,DB01406,BE0000472
21721,DB01406,BE0001047
21722,DB01406,BE0001047
12094,DB01406,BE0002638
21723,DB01406,BE0002638
21724,DB01406,BE0002090
21725,DB01406,BE0000685
21726,DB01406,BE0000685
21709,DB01406,BE0000685
21727,DB01406,BE0000685
21728,DB01406,BE0000685
21729,DB01407,BE0000694
21730,DB01407,BE0000694
21731,DB01407,BE0000694
21732,DB01407,BE0000694
21733,DB01407,BE0000694
17,DB01407,BE0000694
16107,DB01407,BE0000694
16,DB01407,BE0000694
17987,DB01407,BE0000172
17987,DB01407,BE0001012
21734,DB01407,BE0001094
21735,DB01407,BE0001094
21736,DB01407,BE0001094
21737,DB01407,BE0001094
21738,DB01407,BE0001094
21739,DB01407,BE0000704
21740,DB01407,BE0000704
21741,DB01407,BE0000704
21742,DB01407,BE0000704
21743,DB01407,BE0000704
21744,DB01407,BE0003543
21758,DB01409,
21759,DB01409,
21760,DB01409,
21761,DB01409,
21762,DB01409,
17,DB01409,BE0000045
21763,DB01409,BE0000045
21764,DB01409,BE0000045
21765,DB01409,BE0000045
16,DB01409,BE0000045
21763,DB01409,BE0000092
21764,DB01409,BE0000092
21765,DB01409,BE0000092
21763,DB01409,BE0000560
21765,DB01409,BE0000560
21766,DB01409,BE0000405
21766,DB01409,BE0000247
21767,DB01409,BE0002363
21768,DB01409,BE0002363
21767,DB01409,BE0002638
6599,DB01409,BE0000106
6599,DB01409,BE0000757
21769,DB01410,
21770,DB01410,
21771,DB01410,BE0000794
16,DB01410,BE0000209
21769,DB01410,BE0002705
5044,DB01410,BE0002638
21772,DB01410,BE0002638
21773,DB01410,BE0002638
21774,DB01410,BE0002363
17,DB01410,BE0000209
21806,DB01413,
21807,DB01413,
21808,DB01413,
21809,DB01413,
21810,DB01413,
21811,DB01413,
21812,DB01413,
21813,DB01413,
21814,DB01413,BE0000588
21814,DB01413,BE0000488
21815,DB01413,BE0003579
21814,DB01413,BE0003579
21815,DB01413,BE0002393
21814,DB01413,BE0002393
21814,DB01413,BE0003687
21815,DB01413,BE0004647
21814,DB01413,BE0004647
21815,DB01413,BE0004648
21814,DB01413,BE0004648
8214,DB01413,BE0000106
8214,DB01413,BE0001018
5363,DB01413,BE0001018
8214,DB01413,BE0001134
5363,DB01413,BE0001134
21816,DB01415,BE0002393
21816,DB01415,BE0000588
21816,DB01415,BE0000488
21816,DB01415,BE0003579
10121,DB01415,BE0001018
5363,DB01415,BE0001018
21259,DB01415,BE0001018
12437,DB01415,BE0001018
8217,DB01415,BE0001018
10122,DB01415,BE0001018
21817,DB01415,BE0001018
10121,DB01415,BE0001134
8217,DB01415,BE0001134
5363,DB01415,BE0001134
2817,DB01415,BE0001066
2817,DB01415,BE0003645
21818,DB01416,BE0002393
21819,DB01418,
21820,DB01418,
12598,DB01418,
21821,DB01418,
21822,DB01418,
21823,DB01418,
3457,DB01418,BE0000713
21824,DB01418,BE0000713
21825,DB01418,BE0000713
21821,DB01418,BE0000713
21826,DB01418,BE0000713
21827,DB01418,BE0000713
17,DB01418,BE0000713
16,DB01418,BE0000713
21828,DB01418,BE0002793
21829,DB01418,BE0002793
3457,DB01418,BE0002433
21828,DB01418,BE0002433
