drugbank_id,form,route,strength
DB00001,,Intravenous,20 mg
DB00001,,Intravenous,50 mg
DB00001,"Injection, powder, for suspension",Intravenous,50 mg
DB00001,Powder,Intravenous,
DB00001,Powder,Intravenous,50 mg/1mL
DB00001,"Powder, for solution",Intravenous,50 mg / vial
DB00002,,Intravenous,5 mg/ml
DB00002,Injection,Intravenous,5 MG/ML
DB00002,"Injection, solution",Intravenous,100 mg/20ml
DB00002,"Injection, solution",Intravenous,500 mg/100ml
DB00002,"Injection, solution",Intravenous; Parenteral,5 MG/ML
DB00002,Solution,Intravenous,2 mg/1mL
DB00002,Solution,Intravenous,2 mg / mL
DB00002,Solution,Intravenous,5 mg/1ml
DB00002,Solution,Intravenous,5 mg
DB00002,Solution,Intravenous,5 mg/ml
DB00002,Solution,Intravenous,5.000 mg
DB00003,"Aerosol, spray",Respiratory (inhalation),2.5 mg
DB00003,Solution,Respiratory (inhalation),
DB00003,Solution,Respiratory (inhalation),1 mg/1mL
DB00003,Solution,Respiratory (inhalation),1 mg / mL
DB00003,Solution,Respiratory (inhalation),2.5 mg
DB00003,Solution,Respiratory (inhalation),2.5 mg/2.5ml
DB00003,Solution,Respiratory (inhalation),2500 E./2.5ml
DB00004,"Injection, powder, lyophilized, for solution",Intravenous,300 ug/2mL
DB00004,"Injection, solution",Intravenous,150 ug/1mL
DB00005,,Subcutaneous,10 mg
DB00005,,Subcutaneous,25 mg
DB00005,,Subcutaneous,25.0 mg
DB00005,,Subcutaneous,50 mg
DB00005,Injection,Subcutaneous,
DB00005,Injection,Subcutaneous,25 mg
DB00005,Injection,Subcutaneous,25 mg/0.5ml
DB00005,Injection,Subcutaneous,50 mg
DB00005,Injection,Subcutaneous,50 MG/ML
DB00005,"Injection, powder, for solution",Intramuscular,25 mg/25mg
DB00005,"Injection, powder, for solution",Subcutaneous,10 MG
DB00005,"Injection, powder, for solution",Subcutaneous,25 mg
DB00005,"Injection, powder, for solution",Subcutaneous,25 MG/ML
DB00005,"Injection, powder, for solution",Subcutaneous,50 MG
DB00005,"Injection, powder, lyophilized, for solution",Subcutaneous,25 mg
DB00005,"Injection, powder, lyophilized, for solution",Subcutaneous,50 mg
DB00005,"Injection, powder, lyophilized, for solution; kit",Subcutaneous,25 mg/1mL
DB00005,"Injection, solution",Parenteral,25 MG
DB00005,"Injection, solution",Parenteral,50 mg
DB00005,"Injection, solution",Parenteral; Subcutaneous,25 MG
DB00005,"Injection, solution",Parenteral; Subcutaneous,50 MG
DB00005,"Injection, solution",Subcutaneous,25 MG
DB00005,"Injection, solution",Subcutaneous,25 mg/0.5mL
DB00005,"Injection, solution",Subcutaneous,50 mg/mL
DB00005,"Injection, solution",Subcutaneous,50 MG
DB00005,"Injection, solution",Subcutaneous,50 mg/1mL
DB00005,Kit,Subcutaneous,
DB00005,"Kit; liquid; powder, for solution",Subcutaneous,
DB00005,Powder,,25 mg/1vial
DB00005,Powder,Parenteral,25 MG
DB00005,Powder,Subcutaneous,25 MG
DB00005,Solution,,25 mg/0.5ml
DB00005,Solution,Parenteral,25 mg
DB00005,Solution,Parenteral,25 mg/0.5ml
DB00005,Solution,Parenteral,50 mg
DB00005,Solution,Parenteral,50 mg/ml
DB00005,Solution,Parenteral; Subcutaneous,50 MG
DB00005,Solution,Subcutaneous,25 mg / 0.5 mL
DB00005,Solution,Subcutaneous,25 mg
DB00005,Solution,Subcutaneous,25 mg/0.5mL
DB00005,Solution,Subcutaneous,25.00 mg
DB00005,Solution,Subcutaneous,25.000 mg
DB00005,Solution,Subcutaneous,50 mg / 1 mL
DB00005,Solution,Subcutaneous,50 mg / mL
DB00005,Solution,Subcutaneous,50 mg
DB00005,Solution,Subcutaneous,50 mg/1mL
DB00006,,Intravenous,250 mg
DB00006,Injection,Intracavernous,250 mg/1
DB00006,Injection,Intravenous,250 mg/50mL
DB00006,Injection,Intravenous,250 mg/1
DB00006,Injection,Intravenous,500 mg/100mL
DB00006,"Injection, powder, for solution",Intravenous bolus,250 MG
DB00006,"Injection, powder, lyophilized, for solution",Intravenous,
DB00006,"Injection, powder, lyophilized, for solution",Intravenous,250 mg/1
DB00006,"Injection, powder, lyophilized, for solution",Intravenous,250 mg/5mL
DB00006,"Injection, powder, lyophilized, for solution",Intravenous,250 mg
DB00006,"Injection, powder, lyophilized, for suspension",Intravenous,250 mg/1
DB00006,"Injection, solution",Intravenous,250 mg/1
DB00006,"Injection, solution",Intravenous,5 mg/1mL
DB00006,"Injection, solution, concentrate",Intravenous,250 mg
DB00006,Powder,Intravenous,
DB00006,Powder,Intravenous,250 MG
DB00006,"Powder, for solution",Intravenous,250 mg / vial
DB00006,Solution,Intravenous,5 mg / mL
DB00007,,Subcutaneous,42 mg
DB00007,,Subcutaneous,42 mg / syr
DB00007,Implant,Parenteral,
DB00007,Implant,Parenteral,3.6 MG
DB00007,Implant,Parenteral,5 MG
DB00007,Implant,Subcutaneous,
DB00007,Implant,Subcutaneous,3.6 MG
DB00007,Implant,Subcutaneous,5 MG
DB00007,Injection,Intramuscular,22.5 mg
DB00007,Injection,Intramuscular,3.75 MG
DB00007,Injection,Subcutaneous,30 mg
DB00007,Injection,Subcutaneous,5 mg/ml
DB00007,"Injection, emulsion",Subcutaneous,42 mg/1mL
DB00007,"Injection, emulsion",Subcutaneous,42 mg/0.37g
DB00007,"Injection, powder, for solution",Intramuscular; Subcutaneous,11.25 mg
DB00007,"Injection, powder, for solution",Intramuscular; Subcutaneous,3.75 mg
DB00007,"Injection, powder, for solution",Parenteral,
DB00007,"Injection, powder, for solution",Parenteral,1.88 mg
DB00007,"Injection, powder, for solution",Parenteral,11.25 mg
DB00007,"Injection, powder, for solution",Parenteral,22.5 MG
DB00007,"Injection, powder, for solution",Parenteral,3.75 mg
DB00007,"Injection, powder, for solution",Parenteral,3.75 mg/1.5ml
DB00007,"Injection, powder, for solution",Parenteral,45 MG
DB00007,"Injection, powder, for solution",Parenteral,7.5 MG
DB00007,"Injection, powder, for solution",Subcutaneous,22.5 MG
DB00007,"Injection, powder, for solution",Subcutaneous,30 mg
DB00007,"Injection, powder, for solution",Subcutaneous,45 MG
DB00007,"Injection, powder, for solution",Subcutaneous,7.5 mg
DB00007,"Injection, powder, for solution; injection, solution",Parenteral,3.75 mg
DB00007,"Injection, powder, for suspension",Intramuscular,11.25 mg
DB00007,"Injection, powder, for suspension",Intramuscular,22.5 mg
DB00007,"Injection, powder, for suspension",Intramuscular,3.75 mg
DB00007,"Injection, powder, for suspension",Intramuscular; Subcutaneous,11.25 mg
DB00007,"Injection, powder, for suspension",Intramuscular; Subcutaneous,11.25 MG/ML
DB00007,"Injection, powder, for suspension",Intramuscular; Subcutaneous,3.75 MG/ML
DB00007,"Injection, powder, for suspension",Intramuscular; Subcutaneous,30 mg
DB00007,"Injection, powder, for suspension",Parenteral,
DB00007,"Injection, powder, for suspension",Parenteral,22.5 mg
DB00007,"Injection, powder, for suspension",Parenteral,7.5 mg
DB00007,"Injection, powder, for suspension",Subcutaneous,11.25 mg
DB00007,"Injection, powder, for suspension",Subcutaneous,22.5 mg
DB00007,"Injection, powder, for suspension",Subcutaneous,3.75 mg
DB00007,"Injection, powder, for suspension",Subcutaneous,30 mg
DB00007,"Injection, powder, for suspension",Subcutaneous,45 mg
DB00007,"Injection, powder, for suspension",Subcutaneous,4500000 mg
DB00007,"Injection, powder, for suspension",Subcutaneous,7.5 mg
DB00007,"Injection, powder, for suspension, extended release",Intramuscular,11.25 MG/2ML
DB00007,"Injection, powder, for suspension, extended release",Intramuscular,11.25 mg / vial
DB00007,"Injection, powder, for suspension, extended release",Intramuscular,11.25 mg / syr
DB00007,"Injection, powder, for suspension, extended release",Intramuscular,15 mg / vial
DB00007,"Injection, powder, for suspension, extended release",Intramuscular,22.5 mg / syr
DB00007,"Injection, powder, for suspension, extended release",Intramuscular,22.5 MG
DB00007,"Injection, powder, for suspension, extended release",Intramuscular,3.75 mg / syr
DB00007,"Injection, powder, for suspension, extended release",Intramuscular,3.75 MG/2ML
DB00007,"Injection, powder, for suspension, extended release",Intramuscular,30 mg / syr
DB00007,"Injection, powder, for suspension, extended release",Intramuscular,7.5 mg / syr
DB00007,"Injection, powder, for suspension, extended release",Subcutaneous,22.5 mg / syr
DB00007,"Injection, powder, for suspension, extended release",Subcutaneous,30 mg / syr
DB00007,"Injection, powder, for suspension, extended release",Subcutaneous,45 mg / syr
DB00007,"Injection, powder, for suspension, extended release",Subcutaneous,7.5 mg / syr
DB00007,"Injection, powder, for suspension, extended release; kit",Intramuscular,22.5 mg / vial
DB00007,"Injection, powder, for suspension, extended release; kit",Intramuscular,3.75 mg / vial
DB00007,"Injection, powder, lyophilized, for solution",Intramuscular; Subcutaneous,
DB00007,"Injection, powder, lyophilized, for solution",Intramuscular; Subcutaneous,11.25 mg
DB00007,"Injection, powder, lyophilized, for solution",Intramuscular; Subcutaneous,3.75 mg
DB00007,"Injection, powder, lyophilized, for solution",Subcutaneous,22.5 mg
DB00007,"Injection, powder, lyophilized, for solution",Subcutaneous,7.5 mg
DB00007,"Injection, powder, lyophilized, for suspension",Intramuscular,11.25 mg/1mL
DB00007,"Injection, powder, lyophilized, for suspension",Intramuscular,15 mg/1mL
DB00007,"Injection, powder, lyophilized, for suspension",Intramuscular,3.75 mg/1mL
DB00007,"Injection, powder, lyophilized, for suspension",Intramuscular,30 mg/1.5mL
DB00007,"Injection, powder, lyophilized, for suspension",Intramuscular,7.5 mg/1mL
DB00007,"Injection, powder, lyophilized, for suspension, extended release",Subcutaneous,22.5 mg
DB00007,"Injection, powder, lyophilized, for suspension, extended release",Subcutaneous,45 mg
DB00007,"Injection, powder, lyophilized, for suspension, extended release",Subcutaneous,7.5 mg
DB00007,"Injection, powder, lyophilized, for suspension, extended release; kit",Intramuscular,22.5 mg/2mL
DB00007,"Injection, powder, lyophilized, for suspension; kit",Intramuscular,11.25 mg/1.5mL
DB00007,"Injection, powder, lyophilized, for suspension; kit",Intramuscular,11.25 mg/1mL
DB00007,"Injection, powder, lyophilized, for suspension; kit",Intramuscular,15 mg/1mL
DB00007,"Injection, powder, lyophilized, for suspension; kit",Intramuscular,22.5 mg/1.5mL
DB00007,"Injection, powder, lyophilized, for suspension; kit",Intramuscular,30 mg/1.5mL
DB00007,"Injection, powder, lyophilized, for suspension; kit",Intramuscular,45 mg/1.5mL
DB00007,"Injection, powder, lyophilized, for suspension; kit",Intramuscular,7.5 mg/1mL
DB00007,"Injection, powder, lyophilized, for suspension; kit",Intramuscular; Topical,
DB00007,"Injection, powder, lyophilized, for suspension; kit; tablet",Intramuscular; Oral; Topical,
DB00007,"Injection, solution",Intramuscular,
DB00007,"Injection, solution",Intramuscular,45 mg
DB00007,"Injection, solution",Subcutaneous,1 MG/0.2ML
DB00007,"Injection, solution",Subcutaneous,1 mg/.2mL
DB00007,"Injection, solution",Subcutaneous,45 mg
DB00007,"Injection, solution",Subcutaneous,5 mg/ml
DB00007,"Injection, solution",Subcutaneous,7.5 mg
DB00007,"Injection, solution; kit",Subcutaneous; Topical,
DB00007,"Injection, solution; kit; swab",Subcutaneous; Topical,
DB00007,"Injection, suspension",Subcutaneous,42 mg
DB00007,"Injection, suspension, extended release",Subcutaneous,22.5 mg/0.375mL
DB00007,"Injection, suspension, extended release",Subcutaneous,30 mg/0.5mL
DB00007,"Injection, suspension, extended release",Subcutaneous,45 mg/0.375mL
DB00007,"Injection, suspension, extended release",Subcutaneous,7.5 mg/0.25mL
DB00007,"Injection, suspension, extended release; kit",Subcutaneous,45 mg/0.375mL
DB00007,Kit,Intramuscular; Topical,11.25 mg/1mL
DB00007,Kit,Intramuscular; Topical,3.75 mg/1mL
DB00007,Kit,Subcutaneous,
DB00007,Kit,Subcutaneous,22.5 mg/0.375mL
DB00007,Kit,Subcutaneous,30 mg/0.5mL
DB00007,Kit,Subcutaneous,45 mg/0.375mL
DB00007,Kit,Subcutaneous,7.5 mg/0.25mL
DB00007,Kit,Subcutaneous; Topical,
DB00007,Kit,Subcutaneous; Topical,1 mg/0.2mL
DB00007,Kit,Subcutaneous; Topical,5 mg/1mL
DB00007,Liquid,Subcutaneous,5 mg / mL
DB00007,Powder,Intramuscular,1.88 mg/1vial
DB00007,Powder,Intramuscular,11.25 mg/1vial
DB00007,Powder,Intramuscular,22.5 mg/1vial
DB00007,Powder,Intramuscular,3.75 mg/1vial
DB00007,Powder,Intramuscular,45 mg/1vial
DB00007,Powder,Intramuscular,7.5 mg
DB00007,Powder,Intramuscular,7.5 mg/1vial
DB00007,Solution,Parenteral,5 mg
DB00007,Solution,Subcutaneous,5 mg
DB00007,Solution,Subcutaneous,5 mg / mL
DB00007,Suspension,,3.75 mg
DB00007,Suspension,Intramuscular,11.25 MG
DB00007,Suspension,Intramuscular,11.250 mg
DB00007,Suspension,Parenteral,11.25 mg
DB00007,Suspension,Parenteral,2.000 ml
DB00007,Suspension,Parenteral,3.75 mg
DB00007,Suspension,Parenteral,7.500 mg
DB00007,Suspension,Subcutaneous,22.500 mg
DB00008,,Subcutaneous,135 μg
DB00008,,Subcutaneous,180 μg
DB00008,,Subcutaneous,90 μg
DB00008,Injection,Subcutaneous,135 mcg/0.5ml
DB00008,Injection,Subcutaneous,135 mcg
DB00008,Injection,Subcutaneous,180 mcg/0.5ml
DB00008,Injection,Subcutaneous,180 mcg
DB00008,"Injection, solution",Subcutaneous,135 ug/0.5mL
DB00008,"Injection, solution",Subcutaneous,135 mcg/0.5ml
DB00008,"Injection, solution",Subcutaneous,135 MCG
DB00008,"Injection, solution",Subcutaneous,180 ug/0.5mL
DB00008,"Injection, solution",Subcutaneous,180 ug/1mL
DB00008,"Injection, solution",Subcutaneous,180 mcg/0.5ml
DB00008,"Injection, solution",Subcutaneous,180 MCG
DB00008,"Injection, solution",Subcutaneous,180 mcg/ml
DB00008,Solution,Subcutaneous,0.135 mg
DB00008,Solution,Subcutaneous,180 mcg / 0.5 mL
DB00008,Solution,Subcutaneous,180 mcg / mL
DB00008,Solution; tablet,Oral; Subcutaneous,
DB00009,"Injection, powder, for solution",Intravenous,2 MG
DB00009,"Injection, powder, for solution",Intravenous,20 MG/20ML
DB00009,"Injection, powder, for solution",Intravenous,50 mg
DB00009,"Injection, powder, for solution",Intravenous,50 MG/50ML
DB00009,"Injection, powder, for solution",Parenteral,
DB00009,"Injection, powder, for solution",Parenteral,50 mg
DB00009,"Injection, powder, lyophilized, for solution",Intravenous,2.2 mg/2mL
DB00009,"Injection, powder, lyophilized, for solution",Intravenous,50 MG/50ML
DB00009,"Injection, powder, lyophilized, for solution; kit",Intravenous,100 mg/100mL
DB00009,"Injection, powder, lyophilized, for solution; kit",Intravenous,50 mg/50mL
DB00009,"Liquid; powder, for solution",Intravenous,
DB00009,Powder,,50 mg/1vial
DB00009,"Powder, for solution",Intravenous,
DB00009,"Powder, for solution",Intravenous,2 mg / vial
DB00009,"Powder, for solution",Intravenous,50 mg/50mL
DB00009,Solution,Intravenous,
DB00009,Solution,Intravenous,10 mg
DB00009,Solution,Intravenous,20 MG
DB00009,Solution,Intravenous,50 MG
DB00009,Solution,Intravenous,50.0 mg
DB00010,"Injection, powder, for solution",Intravenous,
DB00011,Liquid,Intramuscular; Subcutaneous,
DB00011,Liquid,Intramuscular; Subcutaneous,10000000 unit / mL
DB00011,Liquid,Intramuscular; Subcutaneous,3000000 unit / mL
DB00011,Solution,Subcutaneous,10000000 IU
DB00011,Solution,Subcutaneous,5000000 IU
DB00012,,Parenteral,10 μg
DB00012,,Parenteral,100 μg
DB00012,,Parenteral,130 μg
DB00012,,Parenteral,15 μg
DB00012,,Parenteral,150 μg
DB00012,,Parenteral,20 μg
DB00012,,Parenteral,200 μg
DB00012,,Parenteral,25 μg
DB00012,,Parenteral,30 μg
DB00012,,Parenteral,300 μg
DB00012,,Parenteral,40 μg
DB00012,,Parenteral,50 μg
DB00012,,Parenteral,500 μg
DB00012,,Parenteral,60 μg
DB00012,,Parenteral,80 μg
DB00012,,Subcutaneous,10 μg
DB00012,,Subcutaneous,100 μg
DB00012,,Subcutaneous,130 μg
DB00012,,Subcutaneous,15 μg
DB00012,,Subcutaneous,150 μg
DB00012,,Subcutaneous,20 μg
DB00012,,Subcutaneous,30 μg
DB00012,,Subcutaneous,300 μg
DB00012,,Subcutaneous,40 μg
DB00012,,Subcutaneous,50 μg
DB00012,,Subcutaneous,500 μg
DB00012,,Subcutaneous,60 μg
DB00012,,Subcutaneous,80 μg
DB00012,Injection,Intravenous,
DB00012,Injection,Intravenous; Subcutaneous,10 mcg/0.4ml
DB00012,Injection,Intravenous; Subcutaneous,100 mcg/0.5ml
DB00012,Injection,Intravenous; Subcutaneous,150 mcg/0.3ml
DB00012,Injection,Intravenous; Subcutaneous,20 mcg/0.5ml
DB00012,Injection,Intravenous; Subcutaneous,30 mcg/0.3ml
DB00012,Injection,Intravenous; Subcutaneous,40 mcg/0.4ml
DB00012,Injection,Intravenous; Subcutaneous,50 mcg/0.5ml
DB00012,Injection,Intravenous; Subcutaneous,60 mcg/0.3ml
DB00012,Injection,Intravenous; Subcutaneous,80 mcg/0.4ml
DB00012,Injection,Parenteral,120 mcg/0.5ml
DB00012,Injection,Parenteral,20 mcg/0.5ml
DB00012,Injection,Parenteral,30 mcg/0.5ml
DB00012,Injection,Parenteral,40 mcg/0.5ml
DB00012,Injection,Parenteral,60 mcg/0.5ml
DB00012,"Injection, solution",Intravenous,10 MCG
DB00012,"Injection, solution",Intravenous,100 MCG
DB00012,"Injection, solution",Intravenous,15 MCG
DB00012,"Injection, solution",Intravenous,150 MCG
DB00012,"Injection, solution",Intravenous,20 MCG
DB00012,"Injection, solution",Intravenous,25 MCG
DB00012,"Injection, solution",Intravenous,30 MCG
DB00012,"Injection, solution",Intravenous,300 MCG
DB00012,"Injection, solution",Intravenous,40 MCG
DB00012,"Injection, solution",Intravenous,50 MCG
DB00012,"Injection, solution",Intravenous,500 MCG
DB00012,"Injection, solution",Intravenous,60 MCG
DB00012,"Injection, solution",Intravenous,80 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,10 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,100 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,130 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,15 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,150 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,20 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,25 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,30 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,300 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,40 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,50 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,500 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,60 MCG
DB00012,"Injection, solution",Intravenous; Parenteral,80 MCG
DB00012,"Injection, solution",Intravenous; Subcutaneous,10 ug/0.4mL
DB00012,"Injection, solution",Intravenous; Subcutaneous,100 ug/0.5mL
DB00012,"Injection, solution",Intravenous; Subcutaneous,150 ug/0.3mL
DB00012,"Injection, solution",Intravenous; Subcutaneous,200 ug/0.4mL
DB00012,"Injection, solution",Intravenous; Subcutaneous,25 ug/0.42mL
DB00012,"Injection, solution",Intravenous; Subcutaneous,300 ug/0.6mL
DB00012,"Injection, solution",Intravenous; Subcutaneous,40 ug/0.4mL
DB00012,"Injection, solution",Intravenous; Subcutaneous,40 ug/.4mL
DB00012,"Injection, solution",Intravenous; Subcutaneous,500 ug/1mL
DB00012,"Injection, solution",Intravenous; Subcutaneous,60 ug/0.3mL
DB00012,"Injection, solution",Parenteral,10 MIKROGRAMM
DB00012,"Injection, solution",Parenteral,100 UG
DB00012,"Injection, solution",Parenteral,100 MIKROGRAMM
DB00012,"Injection, solution",Parenteral,130 UG
DB00012,"Injection, solution",Parenteral,15 UG
DB00012,"Injection, solution",Parenteral,150 UG
DB00012,"Injection, solution",Parenteral,150 MIKROGRAMM
DB00012,"Injection, solution",Parenteral,20 UG
DB00012,"Injection, solution",Parenteral,20 MIKROGRAMM
DB00012,"Injection, solution",Parenteral,30 MIKROGRAMM
DB00012,"Injection, solution",Parenteral,30 UG
DB00012,"Injection, solution",Parenteral,300 UG
DB00012,"Injection, solution",Parenteral,300 MIKROGRAMM
DB00012,"Injection, solution",Parenteral,40 MIKROGRAMM
DB00012,"Injection, solution",Parenteral,40 UG
DB00012,"Injection, solution",Parenteral,50 UG
DB00012,"Injection, solution",Parenteral,50 MIKROGRAMM
DB00012,"Injection, solution",Parenteral,500 UG
DB00012,"Injection, solution",Parenteral,500 MIKROGRAMM
DB00012,"Injection, solution",Parenteral,60 UG
DB00012,"Injection, solution",Parenteral,60 MIKROGRAMM
DB00012,"Injection, solution",Parenteral,80 UG
DB00012,"Injection, solution",Parenteral,80 MIKROGRAMM
DB00012,"Injection, solution",Parenteral; Subcutaneous,10 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,100 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,15 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,150 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,20 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,30 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,300 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,40 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,50 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,500 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,60 MCG
DB00012,"Injection, solution",Parenteral; Subcutaneous,80 MCG
DB00012,"Injection, solution",Subcutaneous,10 MCG
DB00012,"Injection, solution",Subcutaneous,100 MCG
DB00012,"Injection, solution",Subcutaneous,15 MCG
DB00012,"Injection, solution",Subcutaneous,150 MCG
DB00012,"Injection, solution",Subcutaneous,20 MCG
DB00012,"Injection, solution",Subcutaneous,30 MCG
DB00012,"Injection, solution",Subcutaneous,300 MCG
DB00012,"Injection, solution",Subcutaneous,40 MCG
DB00012,"Injection, solution",Subcutaneous,50 MCG
DB00012,"Injection, solution",Subcutaneous,500 MCG
DB00012,"Injection, solution",Subcutaneous,60 MCG
DB00012,"Injection, solution",Subcutaneous,80 MCG
DB00012,"Injection, solution, concentrate",Intravenous; Subcutaneous,10 mcg/0.5ml
DB00012,"Injection, solution, concentrate",Intravenous; Subcutaneous,120 mcg/0.5ml
DB00012,"Injection, solution, concentrate",Intravenous; Subcutaneous,180 mcg/0.5ml
DB00012,"Injection, solution, concentrate",Intravenous; Subcutaneous,20 mcg/0.5ml
DB00012,"Injection, solution, concentrate",Intravenous; Subcutaneous,30 mcg/0.5ml
DB00012,"Injection, solution, concentrate",Intravenous; Subcutaneous,40 mcg/0.5ml
DB00012,"Injection, solution, concentrate",Intravenous; Subcutaneous,60 mcg/0.5ml
DB00012,Solution,Intravenous; Subcutaneous,10 mcg
DB00012,Solution,Intravenous; Subcutaneous,100 ug/1mL
DB00012,Solution,Intravenous; Subcutaneous,100 mcg / mL
DB00012,Solution,Intravenous; Subcutaneous,100 mcg
DB00012,Solution,Intravenous; Subcutaneous,120 mcg/0.5ml
DB00012,Solution,Intravenous; Subcutaneous,15 mcg / mL
DB00012,Solution,Intravenous; Subcutaneous,150 mcg
DB00012,Solution,Intravenous; Subcutaneous,150 ug/0.75mL
DB00012,Solution,Intravenous; Subcutaneous,180 mcg/0.5ml
DB00012,Solution,Intravenous; Subcutaneous,20 mcg
DB00012,Solution,Intravenous; Subcutaneous,20 mcg/0.5ml
DB00012,Solution,Intravenous; Subcutaneous,200 ug/1mL
DB00012,Solution,Intravenous; Subcutaneous,200 mcg / mL
DB00012,Solution,Intravenous; Subcutaneous,25 ug/1mL
DB00012,Solution,Intravenous; Subcutaneous,25 mcg / mL
DB00012,Solution,Intravenous; Subcutaneous,30 mcg
DB00012,Solution,Intravenous; Subcutaneous,30 mcg/0.5ml
DB00012,Solution,Intravenous; Subcutaneous,300 mcg
DB00012,Solution,Intravenous; Subcutaneous,300 ug/1mL
DB00012,Solution,Intravenous; Subcutaneous,325 mcg / mL
DB00012,Solution,Intravenous; Subcutaneous,40 ug/1mL
DB00012,Solution,Intravenous; Subcutaneous,40 mcg / mL
DB00012,Solution,Intravenous; Subcutaneous,40 mcg
DB00012,Solution,Intravenous; Subcutaneous,40 mcg/0.5ml
DB00012,Solution,Intravenous; Subcutaneous,50 mcg
DB00012,Solution,Intravenous; Subcutaneous,500 cg
DB00012,Solution,Intravenous; Subcutaneous,500 mcg / mL
DB00012,Solution,Intravenous; Subcutaneous,60 mcg/0.5ml
DB00012,Solution,Intravenous; Subcutaneous,60 ug/1mL
DB00012,Solution,Intravenous; Subcutaneous,60 mcg / mL
DB00012,Solution,Intravenous; Subcutaneous,60 mcg
DB00012,Solution,Intravenous; Subcutaneous,80 mcg
DB00012,Solution,Parenteral,10.000 mcg
DB00013,"Injection, powder, for solution",Intravenous,100000 IU
DB00013,"Injection, powder, for solution",Intravenous,1000000 IU
DB00013,"Injection, powder, for solution",Intravenous,25000 IU
DB00013,"Injection, powder, for solution",Intravenous,250000 IU
DB00013,"Injection, powder, for solution",Intravenous,500000 IU
DB00013,"Injection, powder, for solution",Intravenous,60000 iu
DB00013,"Injection, powder, for solution",Intravenous bolus; Intravenous drip; Intravitreal,100000 IU/2ML
DB00013,"Injection, powder, for solution",Intravenous bolus; Intravenous drip; Intravitreal,1000000 IU/5ML
DB00013,"Injection, powder, for solution",Intravenous bolus; Intravenous drip; Intravitreal,25000 IU/2ML
DB00013,"Injection, powder, for solution",Intravenous bolus; Intravenous drip; Intravitreal,500000 IU/5ML
DB00013,"Injection, powder, for solution",Parenteral,
DB00013,"Injection, powder, for solution",Parenteral,1000.000 U.I./5ML
DB00013,"Injection, powder, for solution",Parenteral,1000.000 UI
DB00013,"Injection, powder, for solution",Parenteral,100000 U.I.
DB00013,"Injection, powder, for solution",Parenteral,250000 U.I./5ML
DB00013,"Injection, powder, for solution",Parenteral,300000 U.I.
DB00013,"Injection, powder, for solution",Parenteral,500000 U.I./5ML
DB00013,"Injection, powder, lyophilized, for solution",Intra-arterial; Intravenous,250000 iu
DB00013,"Injection, powder, lyophilized, for solution",Intra-arterial; Intravenous,500000 iu
DB00013,"Injection, powder, lyophilized, for solution",Intravenous,250000 [iU]/5mL
DB00013,"Injection, powder, lyophilized, for solution",Parenteral,500000 IU
DB00013,Powder,,60000 IU/1vial
DB00013,"Powder, for solution",Intravenous,250000 unit / vial
DB00013,"Powder, for solution",Intravenous,5000 unit / vial
DB00013,"Powder, for solution",Intravenous,500000 UI
DB00013,Solution,,1000000 UI
DB00013,Solution,,500000 UI
DB00014,Implant,Parenteral,10.8 mg
DB00014,Implant,Parenteral,3.6 MG
DB00014,Implant,Parenteral; Subcutaneous,10.8 MG
DB00014,Implant,Parenteral; Subcutaneous,3.6 MG
DB00014,Implant,Subcutaneous,10.8 mg/1
DB00014,Implant,Subcutaneous,10.8 mg
DB00014,Implant,Subcutaneous,3.6 mg/1
DB00014,Implant,Subcutaneous,3.6 mg
DB00014,Injection,Subcutaneous,10.8 mg
DB00014,Injection,Subcutaneous,3.6 mg
DB00014,Solution,,10.8 mg
DB00014,Solution,,3.6 mg
DB00015,,,10 U
DB00015,,Intravenous,10 U
DB00015,"Injection, powder, lyophilized, for solution",Intravenous,
DB00015,"Injection, powder, lyophilized, for solution",Intravenous,18 mg
DB00015,"Injection, powder, lyophilized, for solution; kit",Intravenous,1.81 mg/1mL
DB00015,Kit,Intravenous,1.81 mg/1mL
DB00015,"Powder, for solution",Intravenous,10.4 unit / vial
DB00016,,Intravenous; Subcutaneous,20000 IU/0.5ml
