drugbank_id,form,route,strength
DB00736,Capsule,Oral,22.250 mg
DB00736,Capsule,Oral,40 mg
DB00736,Capsule,Oral,40.00 mg
DB00736,Capsule,Oral,40.000 mg
DB00736,Capsule,Oral,44.500 mg
DB00736,Capsule,Oral,81 mg
DB00736,"Capsule, coated",Oral,
DB00736,"Capsule, coated",Oral,20 mg
DB00736,"Capsule, coated",Oral,2000000 mg
DB00736,"Capsule, coated",Oral,40 mg
DB00736,"Capsule, coated",Oral,4000000 mg
DB00736,"Capsule, coated",Oral,41.2 mg
DB00736,"Capsule, coated pellets",Oral,20 mg
DB00736,"Capsule, coated pellets",Oral,20 mg/1
DB00736,"Capsule, coated pellets",Oral,40 mg
DB00736,"Capsule, coated pellets",Oral,40 mg/1
DB00736,"Capsule, delayed release",Oral,
DB00736,"Capsule, delayed release",Oral,20 mg/1
DB00736,"Capsule, delayed release",Oral,20 mg
DB00736,"Capsule, delayed release",Oral,22.25 MG
DB00736,"Capsule, delayed release",Oral,24.65 mg/1
DB00736,"Capsule, delayed release",Oral,40 mg
DB00736,"Capsule, delayed release",Oral,40 mg/1
DB00736,"Capsule, delayed release",Oral,40 1/1
DB00736,"Capsule, delayed release",Oral,44.5 MG
DB00736,"Capsule, delayed release",Oral,49.3 mg/1
DB00736,"Capsule, delayed release pellets",Oral,20 mg
DB00736,"Capsule, delayed release pellets",Oral,20 mg/1
DB00736,"Capsule, delayed release pellets",Oral,40 mg
DB00736,"Capsule, delayed release pellets",Oral,40 mg/1
DB00736,"Capsule, extended release",Oral,40 mg
DB00736,For suspension,Oral,2.5 mg/1
DB00736,For suspension,Oral,20 mg/1
DB00736,For suspension,Oral,40 mg/1
DB00736,For suspension,Oral,5 mg/1
DB00736,Granule,Oral,0.167 g
DB00736,Granule,Oral,10 MG
DB00736,Granule,Oral,11.1 MG
DB00736,Granule,Oral,2.5 mg
DB00736,Granule,Oral,2.500 mg
DB00736,Granule,Oral,20 mg
DB00736,Granule,Oral,40 mg
DB00736,Granule,Oral,5 mg
DB00736,"Granule, delayed release",Oral,10 mg/1
DB00736,"Granule, delayed release",Oral,10 MG
DB00736,"Granule, delayed release",Oral,10 mg / sachet
DB00736,"Granule, delayed release",Oral,2.5 mg/1
DB00736,"Granule, delayed release",Oral,20 mg/1
DB00736,"Granule, delayed release",Oral,40 mg/1
DB00736,"Granule, delayed release",Oral,5 mg/1
DB00736,"Granule, for suspension, extended release",Oral,10 mg/1
DB00736,Injection,Intravenous,
DB00736,Injection,Intravenous,20 mg/5mL
DB00736,Injection,Intravenous,40 mg
DB00736,Injection,Intravenous,40 mg/5mL
DB00736,"Injection, powder, for solution",Intravenous,40 mg
DB00736,"Injection, powder, for solution",Intravenous,40 mg/5ml
DB00736,"Injection, powder, for solution",Intravenous,40.00 mg
DB00736,"Injection, powder, for solution",Parenteral,
DB00736,"Injection, powder, for solution",Parenteral,40 mg/1vial
DB00736,"Injection, powder, for solution",Parenteral,40 MG/ML
DB00736,"Injection, powder, for solution",Parenteral,40 mg
DB00736,"Injection, powder, for solution; injection, powder, lyophilized, for solution",Intravenous,40 mg
DB00736,"Injection, powder, for solution; injection, powder, lyophilized, for solution",Parenteral,40 mg
DB00736,"Injection, powder, lyophilized, for solution",Intravenous,120 mg
DB00736,"Injection, powder, lyophilized, for solution",Intravenous,20 mg/1
DB00736,"Injection, powder, lyophilized, for solution",Intravenous,20 mg/5mL
DB00736,"Injection, powder, lyophilized, for solution",Intravenous,40 mg
DB00736,"Injection, powder, lyophilized, for solution",Intravenous,40 mg/5mL
DB00736,"Injection, powder, lyophilized, for solution",Intravenous,40 mg/1
DB00736,"Injection, powder, lyophilized, for solution",Intravenous,42.5 mg
DB00736,Kit,Oral,20 mg/1
DB00736,Kit,Oral; Topical,
DB00736,Powder,Intravenous,40 mg
DB00736,Powder,Intravenous,40 mg/1vial
DB00736,Powder,Oral,
DB00736,"Powder, for solution",Intravenous,40 mg
DB00736,"Powder, for solution",Parenteral,40 MG
DB00736,Solution,,40.000 mg
DB00736,Solution,Intravenous,42.533 mg
DB00736,Solution,Intravenous,42.547 mg
DB00736,Solution,Intravenous,42.60 mg
DB00736,Solution,Parenteral,40.000 mg
DB00736,Tablet,Oral,
DB00736,Tablet,Oral,
DB00736,Tablet,Oral,20 MG
DB00736,Tablet,Oral,20 mg/1
DB00736,Tablet,Oral,20.000 mg
DB00736,Tablet,Oral,40 MG
DB00736,Tablet,Oral,41.400 mg
DB00736,Tablet,Oral,44.569 mg
DB00736,Tablet,Oral,500.000 mg
DB00736,"Tablet, coated",Oral,
DB00736,"Tablet, coated",Oral,20 mg
DB00736,"Tablet, coated",Oral,20.00 mg
DB00736,"Tablet, coated",Oral,2000000 mg
DB00736,"Tablet, coated",Oral,40 mg
DB00736,"Tablet, coated",Oral,40.00 mg
DB00736,"Tablet, coated",Oral,44.55 mg
DB00736,"Tablet, delayed release",Oral,
DB00736,"Tablet, delayed release",Oral,
DB00736,"Tablet, delayed release",Oral,20 mg/1
DB00736,"Tablet, delayed release",Oral,20 mg
DB00736,"Tablet, delayed release",Oral,22.21 mg
DB00736,"Tablet, delayed release",Oral,22.264 Mg
DB00736,"Tablet, delayed release",Oral,22.545 MG
DB00736,"Tablet, delayed release",Oral,22545 Mg
DB00736,"Tablet, delayed release",Oral,40 mg
DB00736,"Tablet, delayed release",Oral,4000000 mg
DB00736,"Tablet, delayed release",Oral,44.528 Mg
DB00736,"Tablet, delayed release",Oral,45.09 MG
DB00736,"Tablet, extended release",Oral,
DB00736,"Tablet, film coated",Oral,
DB00736,"Tablet, film coated",Oral,
DB00736,"Tablet, film coated",Oral,20 mg
DB00736,"Tablet, film coated",Oral,40 mg
DB00736,"Tablet, orally disintegrating, delayed release",Oral,20 mg/1
DB00737,"Capsule, liquid filled",Oral,25 mg
DB00737,"Cream; kit; liquid; ointment; tablet; tablet, chewable; tablet, film coated",Oral; Topical,
DB00737,"Film, soluble",Oral,25 mg/1
DB00737,Gum,Oral,25. mg
DB00737,Kit,Oral,
DB00737,Liquid,Oral,
DB00737,Solution,Intramuscular,
DB00737,Solution,Oral,
DB00737,Syrup,Oral,
DB00737,Tablet,Oral,
DB00737,Tablet,Oral,12.5 mg/1
DB00737,Tablet,Oral,25 mg/1
DB00737,Tablet,Oral,25 mg
DB00737,Tablet,Oral,50 mg/1
DB00737,"Tablet, chewable",Oral,25 mg/1
DB00737,"Tablet, chewable",Oral,25 mg/251
DB00737,"Tablet, chewable",Oral,25 mg
DB00737,"Tablet, chewable",Oral,50 mg/1
DB00737,"Tablet, film coated",Oral,12.5 mg/1
DB00737,"Tablet, film coated",Oral,25 mg/1
DB00737,"Tablet, film coated",Oral,50 mg/1
DB00737,"Tablet, multilayer, extended release",Oral,25 mg
DB00737,"Tablet, orally disintegrating",Oral,25 mg/1
DB00738,Inhalant,Respiratory (inhalation),300 mg/6mL
DB00738,Inhalant,Respiratory (inhalation),300 mg/300mg
DB00738,Injection,Parenteral,300 mg/vial
DB00738,"Injection, powder, for solution",Intramuscular; Intravenous; Respiratory (inhalation),300 mg
DB00738,"Injection, powder, for solution",Intravenous,300 mg
DB00738,"Injection, powder, for solution",Parenteral,300 MG
DB00738,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous,300 mg/300mg
DB00738,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous,300 mg/3mL
DB00738,Powder,,300 mg/1vial
DB00738,"Powder, for solution",Intramuscular; Intravenous,300 mg / vial
DB00738,"Powder, for solution",Intramuscular; Intravenous; Respiratory (inhalation),300 mg / vial
DB00740,,Oral,5 mg/ml
DB00740,Film,Oral,50 mg/1
DB00740,Film,Oral,50 MG
DB00740,Liquid,Oral,5 mg/1mL
DB00740,Liquid,Oral,50 mg/10mL
DB00740,Suspension,Oral,
DB00740,Suspension,Oral,0.5 mg
DB00740,Suspension,Oral,5 MG/ML
DB00740,Tablet,Oral,
DB00740,Tablet,Oral,50 mg/1
DB00740,Tablet,Oral,50 mg
DB00740,Tablet,Oral,50.00 mg
DB00740,"Tablet, coated",Oral,50 mg
DB00740,"Tablet, coated",Oral,5000000 mg
DB00740,"Tablet, film coated",Oral,
DB00740,"Tablet, film coated",Oral,50 mg/1
DB00740,"Tablet, film coated",Oral,50 mg
DB00741,,Oral,0.5 mg
DB00741,,Oral,1.0 mg
DB00741,,Oral,10 mg
DB00741,,Oral,2.0 mg
DB00741,,Oral,20 mg
DB00741,,Oral,5 mg
DB00741,,Oral,5.0 mg
DB00741,"Aerosol, foam",Rectal,
DB00741,"Aerosol, foam",Topical,10 mg/1g
DB00741,"Aerosol, spray",Topical,1.13 g/113g
DB00741,"Aerosol, spray",Topical,10 mg/1g
DB00741,Capsule,Oral,10 MG
DB00741,Capsule,Oral,20 MG
DB00741,Capsule,Oral,5 MG
DB00741,Cream,Cutaneous,
DB00741,Cream,Cutaneous,0.1 %
DB00741,Cream,Cutaneous,0.5 G
DB00741,Cream,Cutaneous,0.5 %
DB00741,Cream,Cutaneous,0.5 G/100G
DB00741,Cream,Cutaneous,1 %w/w
DB00741,Cream,Cutaneous,1 %
DB00741,Cream,Cutaneous,1.00 g
DB00741,Cream,Cutaneous,1.000 g
DB00741,Cream,Cutaneous,1.000 mg
DB00741,Cream,Cutaneous,1.0000 g
DB00741,Cream,Cutaneous,1.5 %
DB00741,Cream,Cutaneous,1.5 %/1%
DB00741,Cream,Cutaneous,2.5 %
DB00741,Cream,Cutaneous,5 MG/G
DB00741,Cream,Rectal; Topical,
DB00741,Cream,Topical,
DB00741,Cream,Topical,
DB00741,Cream,Topical,.01 mg/1g
DB00741,Cream,Topical,.05 mg/1g
DB00741,Cream,Topical,.284 g/287.4g
DB00741,Cream,Topical,.284 g/28.4g
DB00741,Cream,Topical,0.009 g/1
DB00741,Cream,Topical,0.01 g/1g
DB00741,Cream,Topical,0.25 %
DB00741,Cream,Topical,0.284 g/28.4g
DB00741,Cream,Topical,0.33 %
DB00741,Cream,Topical,0.5 %w/w
DB00741,Cream,Topical,0.5 g
DB00741,Cream,Topical,0.5 %
DB00741,Cream,Topical,0.5 % w/w
DB00741,Cream,Topical,0.5 g/100g
DB00741,Cream,Topical,0.51 g/100g
DB00741,Cream,Topical,0.57 g/57g
DB00741,Cream,Topical,0.59 mg/59mL
DB00741,Cream,Topical,1 mg/100g
DB00741,Cream,Topical,1 mg/100mL
DB00741,Cream,Topical,1 h/100g
DB00741,Cream,Topical,1 %
DB00741,Cream,Topical,1 g
DB00741,Cream,Topical,1 mg/1g
DB00741,Cream,Topical,1 % w/w
DB00741,Cream,Topical,1 g/100g
DB00741,Cream,Topical,1 g/1mL
DB00741,Cream,Topical,1 g
DB00741,Cream,Topical,1 g/100mL
DB00741,Cream,Topical,1 g / 100 g
DB00741,Cream,Topical,1 g/100g
DB00741,Cream,Topical,1 % w/w
DB00741,Cream,Topical,1.02 g/100g
DB00741,Cream,Topical,1.116 g
DB00741,Cream,Topical,10 mg/1L
DB00741,Cream,Topical,10 mg/1g
DB00741,Cream,Topical,10 mg/1mL
DB00741,Cream,Topical,10 mg
DB00741,Cream,Topical,10 mg/g
DB00741,Cream,Topical,10 mg / g
DB00741,Cream,Topical,10.2 mg/1g
DB00741,Cream,Topical,100000 g
DB00741,Cream,Topical,140 mg/14g
DB00741,Cream,Topical,2.5 mg
DB00741,Cream,Topical,2.5 mg/g
DB00741,Cream,Topical,2.5 % w/w
DB00741,Cream,Topical,2.5 %
DB00741,Cream,Topical,20 mg/1g
DB00741,Cream,Topical,25 mg/1g
DB00741,Cream,Topical,5 MG/G
DB00741,Cream,Topical,5 mg / g
DB00741,Cream,Topical,5 mg
DB00741,Cream,Topical,5 mg/1g
DB00741,Cream,Topical,500 mg / 100 g
DB00741,Cream,Topical,7.5 g/100mL
DB00741,Cream; jelly,Topical,1 %
DB00741,Emulsion,Topical,
DB00741,Emulsion,Topical,0.1 %
DB00741,Emulsion,Topical,10 mg
DB00741,Emulsion,Topical,2.5 mg/g
DB00741,Enema,Rectal,100 mg / 60 mL
DB00741,Enema,Rectal,100 mg/60mL
DB00741,Enema; suspension,Rectal,100 mg / 60 mL
DB00741,Gel,Topical,
DB00741,Gel,Topical,1 mg/1g
DB00741,Gel,Topical,1 g/100g
DB00741,Gel,Topical,10 mg/1g
DB00741,Gel,Topical,2 g/100g
DB00741,Gel,Topical,20 mg/1g
DB00741,Granule,Oral,0.5 mg/1
DB00741,Granule,Oral,0.5 MG
DB00741,Granule,Oral,1 mg/1
DB00741,Granule,Oral,1.0 MG
DB00741,Granule,Oral,2 mg/1
DB00741,Granule,Oral,2.0 MG
DB00741,Granule,Oral,5 mg/1
DB00741,Granule,Oral,5.0 MG
DB00741,Injection,Intramuscular; Intravenous,
DB00741,Injection,Intramuscular; Intravenous,2 G
DB00741,"Injection, powder, for solution",Intravenous; Parenteral,
DB00741,"Injection, powder, for solution",Intravenous; Parenteral,1 G/10ML
DB00741,"Injection, powder, for solution",Intravenous; Parenteral,100 MG/2ML
DB00741,"Injection, powder, for solution",Intravenous; Parenteral,500 MG/5ML
DB00741,Kit,,
DB00741,Kit,Oral,
DB00741,Kit,Oral; Topical,
DB00741,Kit,Topical,
DB00741,Kit,Topical,20 mg/1mL
DB00741,Lipstick,Topical,0.005 g/1g
DB00741,Liquid,Auricular (otic),
DB00741,Liquid,Topical,
DB00741,Liquid,Topical,0.28 mg/100mL
DB00741,Liquid,Topical,1 g/100mL
DB00741,Liquid,Topical,10 mg/1g
DB00741,Liquid,Topical,10 mg/1mL
DB00741,Liquid,Topical,5 mg/1mL
DB00741,Liquid,Topical,9 mg/1mL
DB00741,Lotion,Topical,
DB00741,Lotion,Topical,0.01 g/1g
DB00741,Lotion,Topical,0.025 mg/2.5mL
DB00741,Lotion,Topical,0.45 mg/45mL
DB00741,Lotion,Topical,0.5 g
DB00741,Lotion,Topical,0.505 g
DB00741,Lotion,Topical,0.75 g/100mL
DB00741,Lotion,Topical,1 g/100g
DB00741,Lotion,Topical,1 g/100mL
DB00741,Lotion,Topical,1 mL/100mL
DB00741,Lotion,Topical,1 g
DB00741,Lotion,Topical,1 %
DB00741,Lotion,Topical,1 g/100.65mL
DB00741,Lotion,Topical,1 mg/1mL
DB00741,Lotion,Topical,1 g/1mL
DB00741,Lotion,Topical,1.02 g/100g
DB00741,Lotion,Topical,1.14 g/114g
DB00741,Lotion,Topical,10 mg/1mL
DB00741,Lotion,Topical,10 mg/1g
DB00741,Lotion,Topical,2.5 %
DB00741,Lotion,Topical,20 mg/1mL
DB00741,Lotion,Topical,25 mg/1mL
DB00741,Lotion,Topical,5 mg
DB00741,Lotion,Topical,5 mg/1g
DB00741,Ointment,Cutaneous,
DB00741,Ointment,Cutaneous,0.1 %
DB00741,Ointment,Cutaneous,0.33 %
DB00741,Ointment,Cutaneous,0.5 %
DB00741,Ointment,Cutaneous,1 %w/w
DB00741,Ointment,Cutaneous,1 %
DB00741,Ointment,Cutaneous,1.5 %
DB00741,Ointment,Cutaneous,1.5 %/1%
DB00741,Ointment,Cutaneous,10 mg
DB00741,Ointment,Cutaneous,2 %
DB00741,Ointment,Ophthalmic,
DB00741,Ointment,Ophthalmic,
DB00741,Ointment,Rectal,
DB00741,Ointment,Rectal,10 mg/1g
DB00741,Ointment,Rectal; Topical,
DB00741,Ointment,Topical,
DB00741,Ointment,Topical,
DB00741,Ointment,Topical,0.01 g/1g
DB00741,Ointment,Topical,0.0102 g/1g
DB00741,Ointment,Topical,0.5 %
DB00741,Ointment,Topical,1 g/100g
DB00741,Ointment,Topical,1 % w/w
DB00741,Ointment,Topical,1 %
DB00741,Ointment,Topical,1.02 g/100g
DB00741,Ointment,Topical,10 mg / g
DB00741,Ointment,Topical,10 g/100g
DB00741,Ointment,Topical,10 mg/1g
DB00741,Ointment,Topical,10 mg/1
DB00741,Ointment,Topical,10 mg/1mL
DB00741,Ointment,Topical,100 g/1g
DB00741,Ointment,Topical,2.00 g
DB00741,Ointment,Topical,25 mg/1g
DB00741,Ointment,Topical,5 mg/1g
DB00741,Powder,Not applicable,1 g/1g
DB00741,"Powder, for solution",Parenteral; Rectal; Respiratory (inhalation),100 MG/2ML
DB00741,"Powder, for solution",Parenteral; Rectal; Respiratory (inhalation),25 MG/2ML
DB00741,Shampoo,Topical,1 g/100mL
DB00741,Shampoo,Topical,10 mg/1mL
DB00741,Shampoo,Topical,10.2 mg/1mL
DB00741,Solution,,0.50 G/100G
DB00741,Solution,Auricular (otic),
DB00741,Solution,Auricular (otic),0.2 %
DB00741,Solution,Auricular (otic),2.000 g
DB00741,Solution,Cutaneous,1.0000 g
DB00741,Solution,Intravenous,100.000 mg
DB00741,Solution,Oral,1 mg/1mL
DB00741,Solution,Oral,10 mg
DB00741,Solution,Parenteral,100 mg
DB00741,Solution,Parenteral,100. mg
DB00741,Solution,Parenteral,100.00 mg
DB00741,Solution,Parenteral,100.000 mg
DB00741,Solution,Parenteral,500.000 mg
DB00741,Solution,Topical,0.1 %
DB00741,Solution,Topical,1 g/100g
DB00741,Solution,Topical,2.5 %
DB00741,Solution,Topical,25 mg/1mL
DB00741,Solution / drops,,0.5 %
DB00741,Solution / drops,Auricular (otic),
DB00741,Solution / drops,Conjunctival,
DB00741,Solution / drops,Ophthalmic,
DB00741,Solution / drops,Ophthalmic,
DB00741,Spray,Oral,5 mg/g
DB00741,Spray,Oral,5 mg/mL
DB00741,Spray,Oral,5 mg
DB00741,Spray,Topical,1 g/100g
DB00741,Spray,Topical,1 g/1g
DB00741,Spray,Topical,1.12 g/112g
DB00741,Spray,Topical,10 mg/1mL
DB00741,Spray,Topical,10 g/1L
DB00741,Spray,Topical,10 g/1mL
DB00741,Spray,Topical,500 g/1g
DB00741,Stick,Topical,.01 g/1g
DB00741,Suppository,Rectal,
DB00741,Suspension,Auricular (otic),
DB00741,Suspension,Auricular (otic),10 U
DB00741,Suspension,Ophthalmic,
DB00741,Suspension,Rectal,100 mg/60mL
DB00741,Suspension,Topical,
DB00741,Suspension / drops,Auricular (otic),
DB00741,Tablet,Oral,
DB00741,Tablet,Oral,10 mg/1
DB00741,Tablet,Oral,10 mg
DB00741,Tablet,Oral,10.0 mg
DB00741,Tablet,Oral,15 mg
DB00741,Tablet,Oral,2.5 mg
DB00741,Tablet,Oral,20 mg
DB00741,Tablet,Oral,20 mg/1
DB00741,Tablet,Oral,5 MG
DB00741,Tablet,Oral,5 mg/1
DB00741,"Tablet, chewable",Oral; Topical,
DB00742,,,250 ML
DB00742,,Respiratory (inhalation),40 mg
DB00742,Capsule,Respiratory (inhalation),40 mg/1
DB00742,Capsule,Respiratory (inhalation),40 mg/101
DB00742,Cream,Topical,
DB00742,Injection,Intravenous,10 %
DB00742,Injection,Intravenous,100 G/500ML
DB00742,Injection,Intravenous,1000 G/500ML
DB00742,Injection,Intravenous,17.5 g/100ml
DB00742,Injection,Intravenous,20 g/100ml
DB00742,Injection,Intravenous,20 %
DB00742,Injection,Intravenous,200 MG/ML
DB00742,Injection,Parenteral,15 %
DB00742,Injection,Parenteral,20 g
DB00742,"Injection, solution",Intravenous,
DB00742,"Injection, solution",Intravenous,10 g/100mL
DB00742,"Injection, solution",Intravenous,10 %
DB00742,"Injection, solution",Intravenous,12.5 g/50mL
DB00742,"Injection, solution",Intravenous,15 g/100mL
DB00742,"Injection, solution",Intravenous,18 %
DB00742,"Injection, solution",Intravenous,20 g/100mL
DB00742,"Injection, solution",Intravenous,20 %
DB00742,"Injection, solution",Intravenous,250 mg/1mL
DB00742,"Injection, solution",Intravenous,5 g/100mL
DB00742,"Injection, solution",Intravenous,5 %
DB00742,"Injection, solution",Parenteral,
DB00742,"Injection, solution",Parenteral,10 %
DB00742,"Injection, solution",Parenteral,18 %
DB00742,"Injection, solution",Parenteral,20 %
DB00742,"Injection, solution",Parenteral,5 %
DB00742,"Injection, solution; kit",Intravenous,
DB00742,Irrigant,Irrigation,5 g/100mL
DB00742,Irrigant,Urethral,
DB00742,Kit,Intravenous,
DB00742,Kit,Respiratory (inhalation),
DB00742,Kit,Topical,
DB00742,Kit; powder,Respiratory (inhalation),
DB00742,Kit; solution,Intravenous,
DB00742,Liquid,Intravenous,100 mg / mL
DB00742,Liquid,Intravenous,250 mg / mL
DB00742,Liquid,Intravenous,50 mg / mL
DB00742,Liquid,Irrigation,
DB00742,Liquid,Irrigation,5 %
DB00742,Liquid,Topical,0.10 g/2mL
DB00742,Powder,Topical,0.06 g/2mL
DB00742,"Powder, metered",Respiratory (inhalation),40 MG
DB00742,Solution,,20 %
DB00742,Solution,Extracorporeal,
DB00742,Solution,Extracorporeal; Intrabiliary; Intracardiac,
DB00742,Solution,Intravenous,
DB00742,Solution,Intravenous,10 %
DB00742,Solution,Intravenous,100 g
DB00742,Solution,Intravenous,20 g
DB00742,Solution,Intravenous,20 %
DB00742,Solution,Intravenous,20.0 g
DB00742,Solution,Intravenous,25 %
DB00742,Solution,Intravenous,5 %
DB00742,Solution,Irrigation,
DB00742,Solution,Irrigation,5 %
DB00742,Solution,Irrigation,5 g/100ml
DB00742,Solution,Parenteral,20.000 g
DB00742,Solution,Unknown,
DB00742,"Solution, concentrate",Intravenous,20 g
DB00743,Injection,Intravenous,0.529 g/ml
DB00743,Injection,Intravenous,529 mg/ml
DB00743,Injection,Intravenous,529 mg/ml
DB00743,"Injection, solution",Intravenous,
DB00743,"Injection, solution",Intravenous,529 mg/1mL
DB00743,"Injection, solution",Parenteral,0.5 mmol/ml
DB00743,"Injection, solution",Parenteral,529 mg/ml
DB00743,Solution,Intravenous,
DB00743,Solution,Intravenous,10 ml
DB00743,Solution,Intravenous,15 ml
DB00743,Solution,Intravenous,20 ml
DB00743,Solution,Intravenous,334 mg/1ml
DB00743,Solution,Intravenous,529 mg / mL
DB00744,Powder,Not applicable,1 kg/1kg
DB00744,Tablet,Oral,600 mg/1
DB00744,"Tablet, extended release",Oral,600 mg/1
DB00744,"Tablet, extended release",Oral,600 1/1
DB00744,"Tablet, film coated",Oral,600 mg/1
DB00744,"Tablet, film coated, extended release",Oral,600 mg/1
DB00744,"Tablet, multilayer, extended release",Oral,600 mg/1
DB00745,"Capsule, liquid filled",Oral,100 mg
DB00745,"Capsule, liquid filled",Oral,200 mg
DB00745,"Capsule, liquid filled",Oral,20000000 mg
DB00745,Tablet,Oral,
DB00745,Tablet,Oral,100 mg/1
DB00745,Tablet,Oral,100 mg
DB00745,Tablet,Oral,200 mg/1
DB00745,Tablet,Oral,200 mg
DB00745,Tablet,Oral,200.000 mg
DB00746,Injection,Intramuscular; Intravenous,500 mg
DB00746,"Injection, powder, for solution",Intramuscular; Intravenous,500 mg
DB00746,"Injection, powder, for solution",Intramuscular; Intravenous; Subcutaneous,500 mg
DB00746,"Injection, powder, for solution",Intravenous; Subcutaneous,500 mg/5mL
DB00746,"Injection, powder, for solution",Parenteral,2 G/20ML
DB00746,"Injection, powder, for solution",Parenteral,2000 MG/20ML
DB00746,"Injection, powder, for solution",Parenteral,500 MG/5ML
DB00746,"Injection, powder, for solution",Parenteral,500 MG
DB00746,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous,2 g/1
DB00746,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous; Subcutaneous,2 g/20mL
DB00746,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous; Subcutaneous,2 g/21.1mL
DB00746,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous; Subcutaneous,2 g/1
DB00746,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous; Subcutaneous,500 mg/5mL
DB00746,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous; Subcutaneous,500 mg/5.3mL
DB00746,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous; Subcutaneous,500 mg/1
DB00746,"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous; Subcutaneous,95 mg/1mL
DB00746,"Injection, powder, lyophilized, for solution",Intravenous; Subcutaneous,500 mg
DB00746,Powder,,500 mg/1vial
DB00746,Powder,Parenteral,500 mg
DB00746,"Powder, for solution",Intramuscular; Intraperitoneal; Intravenous; Subcutaneous,2 g / vial
DB00746,"Powder, for solution",Intramuscular; Intraperitoneal; Intravenous; Subcutaneous,2 G
DB00746,"Powder, for solution",Intramuscular; Intraperitoneal; Intravenous; Subcutaneous,500 mg / vial
DB00747,Capsule,Oral,
DB00747,Drug delivery system,Transdermal,1 mg/3d
DB00747,Elixir,Oral,
DB00747,Injection,Intramuscular; Intravenous; Subcutaneous,400 mcg/ml
DB00747,"Injection, solution",Intramuscular; Intravenous; Subcutaneous,
DB00747,"Injection, solution",Intramuscular; Intravenous; Subcutaneous,0.4 mg/1mL
DB00747,Liquid,Intramuscular; Intravenous; Subcutaneous,0.4 mg / mL
DB00747,Liquid,Intramuscular; Intravenous; Subcutaneous,0.6 mg / mL
DB00747,Liquid,Oral,
DB00747,Patch,Transdermal,
DB00747,Patch,Transdermal,1 mg/3d
DB00747,Patch,Transdermal,1.5 mg/2.5sq cm
DB00747,"Patch, extended release",Topical,1 mg/1
DB00747,"Patch, extended release",Topical,1 mg/3d
DB00747,"Patch, extended release",Topical,1.5 mg/1
DB00747,"Patch, extended release",Transdermal,1 mg/3d
DB00747,"Patch, extended release",Transdermal,1 mg/1
DB00747,Powder,Not applicable,1 g/1g
DB00747,Solution,Intramuscular; Intravenous; Subcutaneous,0.4 mg / 1 mL
DB00747,Solution,Intramuscular; Intravenous; Subcutaneous,0.6 mg / 1 mL
DB00747,Solution,Ophthalmic,2.5 mg/1mL
DB00747,Solution / drops,Ophthalmic,
DB00747,Tablet,Buccal; Oral; Sublingual; Transmucosal,
DB00747,Tablet,Oral,
DB00747,"Tablet, extended release",Oral,
DB00747,"Tablet, film coated, extended release",Oral,
DB00747,"Tablet, soluble",Oral,0.4 mg/1
DB00748,Capsule,Oral,
DB00748,Liquid,Oral,
DB00748,Solution,Oral,0.8 mg/1mL
DB00748,Solution,Oral,1.200 g
DB00748,Solution,Oral,4 mg/5mL
DB00748,Suspension,Oral,
DB00748,"Suspension, extended release",Oral,4 mg/5mL
DB00748,Syrup,Oral,
DB00748,Syrup,Oral,4 mg/5mL
DB00748,Tablet,Oral,
DB00748,Tablet,Oral,4 mg/1
DB00748,Tablet,Oral,4 mg
DB00748,Tablet,Oral,4 mg
DB00748,Tablet,Oral,6 mg/1
DB00748,Tablet,Oral,60 mg
DB00749,Capsule,Oral,200 mg/1
DB00749,Capsule,Oral,200 mg / cap
DB00749,Capsule,Oral,200 mg
DB00749,Capsule,Oral,300 mg/1
DB00749,Capsule,Oral,300 mg / cap
DB00749,Capsule,Oral,300 mg
DB00749,"Capsule, coated",Oral,300 mg
DB00749,"Capsule, gelatin coated",Oral,300 mg/1
DB00749,Gel,Cutaneous,10 %
DB00749,Kit,Oral,
DB00749,Pill,Oral,100 MG
DB00749,Pill,Oral,200 MG
DB00749,Tablet,Oral,400 mg/1
DB00749,Tablet,Oral,500 mg/1
DB00749,"Tablet, coated",Oral,
DB00749,"Tablet, coated",Oral,
DB00749,"Tablet, coated",Oral,300 MG
DB00749,"Tablet, coated",Oral,400 mg
DB00749,"Tablet, coated",Oral,400 mg/1
DB00749,"Tablet, coated",Oral,500 mg/1
DB00749,"Tablet, extended release",Oral,
DB00749,"Tablet, extended release",Oral,400 mg/1
DB00749,"Tablet, extended release",Oral,400 mg
DB00749,"Tablet, extended release",Oral,500 mg/1
DB00749,"Tablet, extended release",Oral,600 mg
DB00749,"Tablet, extended release",Oral,600 mg/1
DB00749,"Tablet, film coated",Oral,
DB00749,"Tablet, film coated",Oral,
DB00749,"Tablet, film coated",Oral,200 mg
DB00749,"Tablet, film coated",Oral,300 mg
DB00749,"Tablet, film coated",Oral,400 mg
