drugbank_id,entity_type,name,url,company,generic_flag
DB00001,packager,Bayer Healthcare,http://www.bayerhealthcare.com,,
DB00001,packager,Berlex Labs,http://www.berlex.com,,
DB00001,manufacturer,Bayer healthcare pharmaceuticals inc,,,false
DB00002,packager,Cardinal Health,http://www.cardinal.com,,
DB00002,packager,Catalent Pharma Solutions,http://www.catalent.com,,
DB00002,packager,ImClone Systems Inc.,http://www.imclone.com,,
DB00002,packager,Oso Biopharmaceuticals Manufacturing LLC,,,
DB00002,brand,ERBITUX,,Eli Lilly,
DB00003,packager,Cardinal Health,http://www.cardinal.com,,
DB00003,packager,Catalent Pharma Solutions,http://www.catalent.com,,
DB00003,packager,F Hoffmann-La Roche Ltd.,http://www.roche.com,,
DB00003,packager,Genentech Inc.,http://www.gene.com,,
DB00003,packager,Meda AB,http://www.meda.se,,
DB00003,packager,Medpointe Pharmaceuticals,,,
DB00003,manufacturer,"Genentech, Inc",,,false
DB00003,brand,Viscozyme,,Roche (Chile),
DB00004,packager,Eisai Inc.,http://www.eisai.com,,
DB00004,packager,Hollister-Stier Laboratories LLC,http://www.hollisterstier.com,,
DB00004,packager,Ligand Pharmaceuticals Inc.,http://www.ligand.com,,
DB00005,packager,Amgen Inc.,http://www.amgen.com,,
DB00005,packager,Boehringer Ingelheim Ltd.,http://www.boehringer-ingelheim.com,,
DB00005,packager,DSM Corp.,http://www.dsm.com,,
DB00005,packager,Immunex Corp.,,,
DB00005,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00005,packager,Vetter Pharma Fertigung GmbH and Co. KG,http://www.vetter-pharma.com,,
DB00005,manufacturer,Amgen Inc. + Wyeth + Takeda,,,false
DB00005,brand,Davictrel,,,
DB00005,brand,Tunex,,,
DB00006,packager,Ben Venue Laboratories Inc.,http://www.benvenue.com,,
DB00006,packager,Oryx Pharmaceuticals Inc.,,,
DB00006,packager,Sepracor Pharmaceuticals Inc.,http://www.sepracor.com,,
DB00006,packager,The Medicines Co.,http://www.themedicinescompany.com,,
DB00006,manufacturer,The medicines co,,,false
DB00006,brand,Angiox,,,
DB00006,brand,Hirulog,,,
DB00007,packager,Abbott Laboratories Ltd.,http://www.abbott.com,,
DB00007,packager,Cardinal Health,http://www.cardinal.com,,
DB00007,packager,Eon Labs,,,
DB00007,packager,Hospira Inc.,http://www.hospira.com,,
DB00007,packager,Oso Biopharmaceuticals Manufacturing LLC,,,
DB00007,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00007,packager,Sanofi-Aventis Inc.,http://www.sanofi-aventis.com,,
DB00007,packager,Sun Pharmaceutical Industries Ltd.,http://www.sunpharma.com,,
DB00007,packager,Takeda Pharmaceutical Co. Ltd.,http://www.takeda.com,,
DB00007,packager,Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,,
DB00007,packager,Tolmar Inc.,http://www.tolmar.com,,
DB00007,brand,Camcevi,,Foresee Pharmaceuticals,
DB00007,brand,Leuplin,,Takeda,
DB00007,brand,LeuProMaxx,,Baxter/Teva,
DB00007,brand,Memryte,,Curaxis,
DB00007,brand,Prostap 3,,Takeda UK,
DB00007,brand,Prostap SR,,Takeda UK,
DB00007,brand,Viadur,,ALZA Corporation,
DB00008,packager,F Hoffmann La Roche Ltd.,http://www.roche.com,,
DB00008,packager,F Hoffmann-La Roche Ltd.,http://www.roche.com,,
DB00009,packager,Genentech Inc.,http://www.gene.com,,
DB00010,packager,Chengdu Shengnuo Bio Pharmaceutical Co. Ltd.,,,
DB00010,packager,Letco Medical Inc.,http://www.letcomedical.com,,
DB00010,packager,Live Well Drugstore LLC,http://www.livewelldrugstore.com,,
DB00010,manufacturer,Emd serono inc,,,false
DB00010,brand,Geref,,Serono Pharma,
DB00011,brand,Wellferon,,GlaxoSmithKline,
DB00012,packager,Amgen Inc.,http://www.amgen.com,,
DB00012,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00012,manufacturer,Amgen Inc.,,,false
DB00013,packager,Hospira Inc.,http://www.hospira.com,,
DB00013,packager,ImaRx Therapeutics,http://www.imarx.com,,
DB00013,packager,Microbix Biosystems Inc.,http://www.microbix.com,,
DB00013,manufacturer,Microbix biosystems inc,,,false
DB00013,brand,Abbokinase,,Abbott Laboratories,
DB00014,packager,AstraZeneca Inc.,http://www.astrazeneca.ca,,
DB00014,manufacturer,Astrazeneca uk ltd,,,false
DB00015,packager,EKR Therapeutics Inc.,http://www.ekrtx.com,,
DB00015,packager,Hospira Inc.,http://www.hospira.com,,
DB00015,packager,PDL BioPharma Inc.,http://www.pdl.com,,
DB00016,packager,Amgen Inc.,http://www.amgen.com,,
DB00016,packager,Centocor Ortho Biotech Inc.,http://www.centocororthobiotech.com,,
DB00016,packager,DSM Corp.,http://www.dsm.com,,
DB00016,packager,Janssen-Ortho Inc.,http://www.janssen-ortho.com,,
DB00016,packager,JHP Pharmaceuticals LLC,http://www.jhppharma.com,,
DB00016,packager,Ortho-McNeil-Janssen Pharmaceuticals Inc.,http://www.ortho-mcneil.com,,
DB00016,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00016,brand,Binocrit,,Sandoz,
DB00016,brand,Epobel,,"Nobel Ilac Pazarlama ve Sanayii Ltd. STI., Turkey",
DB00016,brand,Epocept,,Lupin pharma,
DB00016,brand,Epofit,,Intas pharma,
DB00016,brand,Epogin,,Chugai,
DB00016,brand,Eqralys,,Hemofarm AD,
DB00016,brand,Nanokine,,"Nanogen Pharmaceutical biotechnology, Vietnam)",
DB00017,packager,Apotex Inc.,http://www.apotex.com,,
DB00017,packager,Novartis AG,http://www.novartis.com,,
DB00017,packager,Par Pharmaceuticals,http://www.parpharm.com,,
DB00017,packager,Sandoz,http://www.sandoz.ca,,
DB00017,packager,Upsher Smith Laboratories,http://www.upsher-smith.com,,
DB00017,manufacturer,Sanofi aventis us llc,,,false
DB00017,manufacturer,Astrazeneca lp,,,false
DB00017,manufacturer,Novartis pharmaceuticals corp,,,false
DB00017,manufacturer,Apotex inc,,,false
DB00017,manufacturer,Par pharmaceutical inc,,,false
DB00017,manufacturer,Upsher smith laboratories inc,,,false
DB00017,brand,Calcimar,,,
DB00018,packager,Hemispherx Biopharma Inc.,http://www.hemispherx.net,,
DB00018,brand,Alferon,,,
DB00018,brand,Alferon N,,,
DB00019,packager,Amgen Inc.,http://www.amgen.com,,
DB00019,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00019,brand,Fulphila,,Biocon Biologics,
DB00019,brand,Neulasta,,Amgen,
DB00019,brand,Neupopeg,,Amgen,
DB00019,brand,Nyvepria,,Pfizer,
DB00019,brand,Udenyca,,,
DB00019,brand,Ziextenzo,,Sandoz,
DB00020,packager,Bayer Healthcare,http://www.bayerhealthcare.com,,
DB00020,packager,Genzyme Inc.,http://www.genzyme.ca,,
DB00020,packager,Hospira Inc.,http://www.hospira.com,,
DB00020,packager,Kramer-Novis,http://www.kramernovis.com,,
DB00020,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00020,packager,Wyeth Pharmaceuticals,http://www.wyeth.com,,
DB00020,brand,Leucomax,,Novartis,
DB00022,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00022,packager,Schering Corp.,http://www.schering.de,,
DB00022,packager,Schering-Plough Inc.,http://www.schering-plough.ca,,
DB00022,packager,Vetter Pharma Fertigung GmbH and Co. KG,http://www.vetter-pharma.com,,
DB00022,brand,PEG-Intron,,Schering Corp,
DB00023,packager,Lundbeck Inc.,http://www.lundbeckinc.com,,
DB00023,packager,Merck & Co.,http://www.merck.com,,
DB00023,packager,Prescript Pharmaceuticals,http://www.prescript.net,,
DB00023,brand,Leucogen,,,
DB00024,packager,Genzyme Inc.,http://www.genzyme.ca,,
DB00024,packager,Organon Pharmaceuticals,http://www.organonshop.com,,
DB00024,manufacturer,Sanofi aventis us llc,,,false
DB00024,manufacturer,Genzyme corp,,,false
DB00025,packager,Baxter International Inc.,http://www.baxter.com,,
DB00025,packager,Bayer Healthcare,http://www.bayerhealthcare.com,,
DB00025,packager,CSL Behring LLC,http://www.cslbehring.com,,
DB00025,packager,GlaxoSmithKline Inc.,http://www.gsk.com,,
DB00025,packager,Grifols SA,http://www.grifols.com,,
DB00025,packager,Ipsen Pharmaceuticals Inc.,http://www.ipsen.com,,
DB00025,packager,Octapharma USA,http://www.octapharma.com,,
DB00025,packager,Talecris Biotherapeutics,http://www.talecris.com,,
DB00025,packager,Wyeth Pharmaceuticals,http://www.wyeth.com,,
DB00025,brand,Bioclate,,,
DB00025,brand,Helixate,,,
DB00025,brand,Hyate:C,,,
DB00025,brand,Koate-HP,,,
DB00025,brand,Kogenate,,,
DB00025,brand,Monarc-M,,,
DB00025,brand,ReFacto,,,
DB00026,packager,Amgen Inc.,http://www.amgen.com,,
DB00026,packager,BioVitrum AB,http://www.biovitrum.com,,
DB00027,packager,Johnson & Johnson Healthcare,http://www.jnjcanada.com,,
DB00027,packager,Monarch Pharmacy,http://www.monarch-pharmacy.co.uk,,
DB00027,packager,Professional Co.,,,
DB00027,brand,Sofradex,,Sanofi,
DB00028,packager,Alpha Therapeutic Corp.,,,
DB00028,packager,American Red Cross,http://www.redcross.org,,
DB00028,packager,Baxter International Inc.,http://www.baxter.com,,
DB00028,packager,Biotest Pharmaceuticals,http://www.biotestpharma.com,,
DB00028,packager,Cangene Corp.,http://www.cangene.com,,
DB00028,packager,CSL Behring LLC,http://www.cslbehring.com,,
DB00028,packager,Grifols SA,http://www.grifols.com,,
DB00028,packager,Massachusetts Public Health,http://www.mphaweb.org,,
DB00028,packager,Massbiologics,http://www.massbio.org,,
DB00028,packager,Medimmune Inc.,http://www.medimmune.com,,
DB00028,packager,Novartis AG,http://www.novartis.com,,
DB00028,packager,Octapharma USA,http://www.octapharma.com,,
DB00028,packager,Talecris Biotherapeutics,http://www.talecris.com,,
DB00028,brand,ClairYg,,,
DB00028,brand,NewGam,,Octapharma,
DB00029,packager,Haupt Pharma,http://haupt-pharma.de,,
DB00029,brand,Eminase,,Wulfing Pharma GmbH,
DB00030,packager,A-S Medication Solutions LLC,http://orders.a-smeds.com,,
DB00030,packager,DispenseXpress Inc.,,,
DB00030,packager,Eli Lilly & Co.,http://www.lilly.com,,
DB00030,packager,Hospira Inc.,http://www.hospira.com,,
DB00030,packager,Intervet International,http://www.intervet.ca,,
DB00030,packager,Novo Nordisk Inc.,http://www.novonordisk.com,,
DB00030,packager,Pfizer Inc.,http://www.pfizer.com,,
DB00030,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00030,manufacturer,Novo nordisk inc,,,false
DB00031,packager,F Hoffmann-La Roche Ltd.,http://www.roche.com,,
DB00031,packager,Genentech Inc.,http://www.gene.com,,
DB00032,packager,Ferring Pharmaceuticals Inc.,http://www.ferring.com,,
DB00033,packager,InterMune Inc.,http://www.intermune.com,,
DB00033,brand,Immukin,,,
DB00034,packager,F Hoffmann La Roche Ltd.,http://www.roche.com,,
DB00034,packager,F Hoffmann-La Roche Ltd.,http://www.roche.com,,
DB00034,brand,Roferon A,,Hoffmann-La Roche Inc,
DB00034,brand,Veldona,,Amarillo Biosciences,
DB00035,packager,Amerisource Health Services Corp.,http://www.amerisourcebergen.com,,
DB00035,packager,Apotex Inc.,http://www.apotex.com,,
DB00035,packager,Arcola Laboratories,,,
DB00035,packager,Bachem Inc.,http://www.bachem.com,,
DB00035,packager,Barr Pharmaceuticals,,,
DB00035,packager,Bausch & Lomb Inc.,http://www.bausch.com,,
DB00035,packager,CSL Behring LLC,http://www.cslbehring.com,,
DB00035,packager,Ferring Pharmaceuticals Inc.,http://www.ferring.com,,
DB00035,packager,Hospira Inc.,http://www.hospira.com,,
DB00035,packager,Kaiser Foundation Hospital,,,
DB00035,packager,Pharmacy Service Center,,,
DB00035,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00035,packager,Promex Medical Inc.,,,
DB00035,packager,Rechon Life Science AB,http://www.rechon.com,,
DB00035,packager,Sanofi-Aventis Inc.,http://www.sanofi-aventis.com,,
DB00035,packager,Sicor Pharmaceuticals,,,
DB00035,packager,Sun Pharmaceutical Industries Ltd.,http://www.sunpharma.com,,
DB00035,packager,Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,,
DB00035,packager,UDL Laboratories,http://www.udllabs.com,,
DB00035,packager,Watson Pharmaceuticals,http://www.watson.com,,
DB00035,manufacturer,Sanofi aventis us llc,,,false
DB00035,manufacturer,Bedford laboratories div ben venue laboratories inc,,,true
DB00035,manufacturer,Hospira inc,,,true
DB00035,manufacturer,Teva parenteral medicines inc,,,true
DB00035,manufacturer,Ferring pharmaceuticals inc,,,false
DB00035,manufacturer,Bausch and lomb pharmaceuticals inc,,,true
DB00035,manufacturer,Apotex inc richmond hill,,,false
DB00035,manufacturer,Csl behring llc,,,false
DB00035,manufacturer,Apotex inc etobicoke site,,,true
DB00035,manufacturer,Teva pharmaceuticals usa,,,true
DB00035,manufacturer,Watson laboratories inc,,,true
DB00035,brand,Adiuretin,,Ferring,
DB00035,brand,DesmoMelt,,Ferring,
DB00036,packager,Novo Nordisk Inc.,http://www.novonordisk.com,,
DB00038,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00038,packager,Wyeth Pharmaceuticals,http://www.wyeth.com,,
DB00039,packager,Amgen Inc.,http://www.amgen.com,,
DB00039,packager,Baxter International Inc.,http://www.baxter.com,,
DB00039,packager,BioVitrum AB,http://www.biovitrum.com,,
DB00040,packager,Bedford Labs,http://www.bedfordlabs.com,,
DB00040,packager,Eli Lilly & Co.,http://www.lilly.com,,
DB00040,packager,Novo Nordisk Inc.,http://www.novonordisk.com,,
DB00040,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00040,manufacturer,Eli lilly and co,,,false
DB00040,manufacturer,Novo nordisk pharmaceuticals inc,,,false
DB00041,packager,Bayer Healthcare,http://www.bayerhealthcare.com,,
DB00041,packager,Chiron Corp.,http://www.chiron.com,,
DB00041,packager,Novartis AG,http://www.novartis.com,,
DB00041,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00041,packager,Prometheus Laboratories Inc.,http://www.prometheuslabs.com,,
DB00042,packager,Solstice Neurosciences,http://www.solsticeneuro.com,,
DB00042,brand,Neurobloc,,Solstice Neurosciences,
DB00043,packager,Genentech Inc.,http://www.gene.com,,
DB00043,packager,Novartis AG,http://www.novartis.com,,
DB00044,packager,EMD Canada Inc.,http://www.emdcanada.com,,
DB00044,packager,Merck Serono SPA,http://www.merckserono.net,,
DB00044,manufacturer,Emd serono inc,,,false
DB00045,brand,LYMErix,,SmithKline Beecham,
DB00046,packager,Eli Lilly & Co.,http://www.lilly.com,,
DB00046,packager,Hospira Inc.,http://www.hospira.com,,
DB00046,packager,Lilly Del Caribe Inc.,,,
DB00046,packager,Midwest IV and Home Care,http://midwestmed.org/iv,,
DB00046,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00046,manufacturer,Eli lilly and co,,,false
DB00047,packager,Gruppo Lepetit SPA,,,
DB00047,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00047,packager,Sanofi-Aventis Inc.,http://www.sanofi-aventis.com,,
DB00047,manufacturer,Sanofi aventis us llc,,,false
DB00047,brand,Lantus R,,,
DB00047,brand,Lusduna Nexvue,,,
DB00047,brand,Optisulin,,,
DB00047,brand,Semglee,,Mylan Pharmaceuticals Inc.,
DB00048,packager,Abbott Laboratories Ltd.,http://www.abbott.com,,
DB00048,packager,Advance Biofactures Corp.,,,
DB00048,packager,Auxilium Pharmaceuticals,http://www.auxilium.com,,
DB00048,packager,BASF Corp.,https://www.basf.com,,
DB00048,packager,Dispensing Solutions,http://www.drxdispensing.com,,
DB00048,packager,Healthpoint Ltd.,http://www.healthpoint.com,,
DB00048,packager,Medisca Inc.,http://www.medisca.com,,
DB00048,brand,Cordase,,,
DB00048,brand,IRUXOL,,,
DB00049,packager,GlaxoSmithKline Inc.,http://www.gsk.com,,
DB00049,packager,Sanofi-Aventis Inc.,http://www.sanofi-aventis.com,,
DB00050,packager,Baxter International Inc.,http://www.baxter.com,,
DB00050,packager,EMD Canada Inc.,http://www.emdcanada.com,,
DB00050,packager,Solvay Pharmaceuticals,http://global.abbottgrowth.com,,
DB00050,manufacturer,Emd serono inc,,,false
DB00051,packager,Abbott Laboratories Ltd.,http://www.abbott.com,,
DB00051,packager,Vetter Pharma Fertigung GmbH and Co. KG,http://www.vetter-pharma.com,,
DB00051,brand,Amjevita,,"Amgen, Inc.",
DB00051,brand,Cyltezo,,"Boehringer Ingelheim Pharmaceuticals, Inc.",
DB00051,brand,Humira Pen,,Abbott Laboratories,
DB00052,packager,Bio Technology General Ltd.,,,
DB00052,packager,Bristol-Myers Squibb Co.,http://www.bms.com,,
DB00052,packager,BTG Pharmaceuticals Corp.,http://www.btgplc.com,,
DB00052,packager,Ebewe Pharma,http://www.ebewe.at,,
DB00052,packager,Eli Lilly & Co.,http://www.lilly.com,,
DB00052,packager,EMD Canada Inc.,http://www.emdcanada.com,,
DB00052,packager,F Hoffmann-La Roche Ltd.,http://www.roche.com,,
DB00052,packager,First KJM Corporation,,,
DB00052,packager,Gate Pharmaceuticals,,,
DB00052,packager,Genentech Inc.,http://www.gene.com,,
DB00052,packager,Hospira Inc.,http://www.hospira.com,,
DB00052,packager,Merck KGaA,http://www.merck.de,,
DB00052,packager,Merck Serono SPA,http://www.merckserono.net,,
DB00052,packager,Novartis AG,http://www.novartis.com,,
DB00052,packager,Novo Nordisk Inc.,http://www.novonordisk.com,,
DB00052,packager,Pfizer Inc.,http://www.pfizer.com,,
DB00052,packager,Pharmacia Inc.,http://www.pharmaciaupjohn.com,,
DB00052,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00052,packager,Sandoz,http://www.sandoz.ca,,
DB00052,packager,Serono SA,http://www.merckserono.net,,
DB00052,packager,Vetter Pharma Fertigung GmbH and Co. KG,http://www.vetter-pharma.com,,
DB00052,packager,Wasserburger Arzneimittelwerk GmbH,,,
DB00052,manufacturer,Genentech inc,,,false
DB00052,manufacturer,Serono laboratories inc,,,false
DB00052,manufacturer,Cangene corp,,,false
DB00052,manufacturer,Ferring pharmaceuticals inc,,,false
DB00052,manufacturer,Pharmacia and upjohn co,,,false
DB00052,manufacturer,Eli lilly and co,,,false
DB00052,manufacturer,Novo nordisk inc,,,false
DB00052,manufacturer,Sandoz inc,,,false
DB00052,manufacturer,Emd serono inc,,,false
DB00052,manufacturer,Lg life sciences ltd,,,false
DB00052,brand,BioTropin,,Biotech General,
DB00052,brand,Genotonorm,,,
DB00053,packager,Genzyme Inc.,http://www.genzyme.ca,,
DB00053,manufacturer,Genzyme corp,,,false
DB00054,packager,Centocor Ortho Biotech Inc.,http://www.centocororthobiotech.com,,
DB00054,packager,Eli Lilly & Co.,http://www.lilly.com,,
DB00054,packager,Hospira Inc.,http://www.hospira.com,,
DB00054,packager,JHP Pharmaceuticals LLC,http://www.jhppharma.com,,
DB00055,packager,DSM Corp.,http://www.dsm.com,,
DB00055,packager,Eli Lilly & Co.,http://www.lilly.com,,
DB00056,packager,Ben Venue Laboratories Inc.,http://www.benvenue.com,,
DB00056,packager,Wyeth Pharmaceuticals,http://www.wyeth.com,,
DB00056,manufacturer,Wyeth pharmaceuticals inc,,,false
DB00057,packager,EUSA Pharma Inc.,http://www.eusapharma.com,,
DB00057,brand,OncoScint,,"Cytogen Corp, Lonza Biologics",
DB00058,packager,Baxter International Inc.,http://www.baxter.com,,
DB00058,packager,CSL Behring LLC,http://www.cslbehring.com,,
DB00058,packager,Talecris Biotherapeutics,http://www.talecris.com,,
DB00058,brand,Aralast,,Baxter,
DB00058,brand,Prolastin,,Talecris Biotherapeutics C formerly Bayer,
DB00059,packager,Ben Venue Laboratories Inc.,http://www.benvenue.com,,
DB00059,packager,Enzon Inc.,http://www.enzon.com,,
DB00059,brand,Oncaspar,,Servier Pharmaceuticals,
DB00060,packager,Biogen Idec Inc.,http://www.biogenidec.com,,
DB00060,packager,EMD Canada Inc.,http://www.emdcanada.com,,
DB00060,packager,Merck KGaA,http://www.merck.de,,
DB00060,packager,Merck Serono SPA,http://www.merckserono.net,,
DB00060,packager,Pierre Fabre,http://www.pierre-fabre.com,,
DB00060,packager,Vetter Pharma Fertigung GmbH and Co. KG,http://www.vetter-pharma.com,,
DB00060,manufacturer,Biogen Idec,,,false
DB00060,brand,Betaferon,,Bayer,
DB00060,brand,Blastoferon,,Sidus,
DB00060,brand,Uribeta,,Probiomed,
DB00061,packager,Ben Venue Laboratories Inc.,http://www.benvenue.com,,
DB00061,packager,Enzon Inc.,http://www.enzon.com,,
DB00061,manufacturer,Sigma tau pharmaceuticals inc,,,false
DB00062,packager,ALK-Abello Inc.,http://www.alk-abello.com,,
DB00062,packager,Alpha Therapeutic Corp.,,,
DB00062,packager,Alpine Biologics Inc.,,,
DB00062,packager,American Red Cross,http://www.redcross.org,,
DB00062,packager,Baxter International Inc.,http://www.baxter.com,,
DB00062,packager,CSL Behring LLC,http://www.cslbehring.com,,
DB00062,packager,Grifols SA,http://www.grifols.com,,
DB00062,packager,Massbiologics,http://www.massbio.org,,
DB00062,packager,Octapharma USA,http://www.octapharma.com,,
DB00062,packager,Sanofi-Aventis Inc.,http://www.sanofi-aventis.com,,
DB00062,packager,Talecris Biotherapeutics,http://www.talecris.com,,
DB00063,packager,Assia Chemical Industries Ltd.,,,
DB00063,packager,Patheon Inc.,http://www.patheon.com,,
DB00063,packager,Schering Corp.,http://www.schering.de,,
DB00063,packager,Schering-Plough Inc.,http://www.schering-plough.ca,,
DB00063,packager,Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,,
DB00063,manufacturer,Schering corp,,,false
DB00065,packager,Centocor Ortho Biotech Inc.,http://www.centocororthobiotech.com,,
DB00065,packager,Hospira Inc.,http://www.hospira.com,,
DB00065,manufacturer,J&J and Mitsubisi Tanabe,,,false
DB00065,brand,Avsola,,Amgen,
DB00066,packager,EMD Canada Inc.,http://www.emdcanada.com,,
DB00066,packager,Organon Pharmaceuticals,http://www.organonshop.com,,
DB00066,packager,Vetter Pharma Fertigung GmbH and Co. KG,http://www.vetter-pharma.com,,
DB00066,manufacturer,Organon usa inc,,,false
DB00066,manufacturer,Emd serono inc,,,false
DB00066,brand,Cinnal-F,,,
DB00067,packager,American Regent,http://www.americanregent.com,,
DB00067,packager,APP Pharmaceuticals,http://www.apppharma.com,,
DB00067,packager,APPD,,,
DB00067,packager,A-S Medication Solutions LLC,http://orders.a-smeds.com,,
DB00067,packager,Cardinal Health,http://www.cardinal.com,,
DB00067,packager,JHP Pharmaceuticals LLC,http://www.jhppharma.com,,
DB00067,packager,Luitpold Pharmaceuticals Inc.,http://www.luitpold.com,,
DB00067,packager,Monarch Pharmacy,http://www.monarch-pharmacy.co.uk,,
DB00067,packager,PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,,
DB00067,manufacturer,Parke davis div warner lambert co,,,false
DB00068,packager,Bayer Healthcare,http://www.bayerhealthcare.com,,
DB00068,packager,Berlex Labs,http://www.berlex.com,,
DB00068,packager,Chiron Corp.,http://www.chiron.com,,
DB00068,packager,InterMune Inc.,http://www.intermune.com,,
DB00068,packager,Novartis AG,http://www.novartis.com,,
DB00069,packager,Amgen Inc.,http://www.amgen.com,,
DB00069,packager,InterMune Inc.,http://www.intermune.com,,
DB00069,packager,Three Rivers Pharmaceuticals LLC,http://www.3riverspharma.com,,
DB00069,packager,Valeant Ltd.,http://www.valeant.com,,
DB00069,brand,Advaferon,,,
DB00070,packager,Akorn Inc.,http://www.akorn.com,,
DB00070,packager,Amphastar Pharmaceuticals,http://www.amphastar.com,,
DB00070,packager,Bausch & Lomb Inc.,http://www.bausch.com,,
DB00070,packager,Baxter International Inc.,http://www.baxter.com,,
DB00070,packager,Cardinal Health,http://www.cardinal.com,,
DB00070,packager,Halozyme Therapeutics Inc.,http://www.halozyme.com,,
DB00070,packager,ISTA Pharmaceuticals,http://www.istavision.com,,
DB00070,packager,Oso Biopharmaceuticals Manufacturing LLC,,,
DB00070,packager,Primapharm Inc.,http://www.primapharm.net,,
DB00070,packager,Professional Co.,,,
DB00070,manufacturer,Amphastar pharmaceutical inc,,,false
DB00070,manufacturer,Primapharm inc,,,false
DB00070,manufacturer,Ista pharmaceuticals,,,false
DB00070,manufacturer,Baxter healthcare corp anesthesia and critical care,,,false
DB00070,brand,Diffusin,,,
DB00070,brand,Enzodase,,,
DB00070,brand,Hyazyme,,,
DB00070,brand,Wydase,,,
DB00071,manufacturer,Eli lilly and co,,,false
DB00071,manufacturer,Novo nordisk inc,,,false
DB00072,packager,DSM Corp.,http://www.dsm.com,,
DB00072,packager,F Hoffmann-La Roche Ltd.,http://www.roche.com,,
DB00072,packager,Genentech Inc.,http://www.gene.com,,
DB00072,brand,Herceptin,,Genentech,
DB00072,brand,Herclon,,Roche,
DB00072,brand,Zercepac,,Henlius,
DB00073,packager,Biogen Idec Inc.,http://www.biogenidec.com,,
DB00073,packager,F Hoffmann-La Roche Ltd.,http://www.roche.com,,
DB00073,packager,Genentech Inc.,http://www.gene.com,,
DB00073,manufacturer,Roche,,,false
DB00073,brand,MabThera,,Roche,
DB00073,brand,Riabni,,,
DB00074,packager,Novartis AG,http://www.novartis.com,,
DB00075,packager,Centocor Ortho Biotech Inc.,http://www.centocororthobiotech.com,,
DB00075,brand,Orthoclone OKT3,,Janssen-Cilag,
DB00076,packager,GlaxoSmithKline Inc.,http://www.gsk.com,,
DB00076,packager,Savage Labs,http://www.savagelabs.com,,
DB00078,packager,Spectrum Pharmaceuticals,http://www.spectrumpharm.com,,
DB00080,packager,Cardinal Health,http://www.cardinal.com,,
DB00080,packager,Catalent Pharma Solutions,http://www.catalent.com,,
DB00080,packager,Cubist Pharmaceuticals Inc.,http://www.cubist.com,,
DB00080,packager,Hospira Inc.,http://www.hospira.com,,
DB00080,packager,Oso Biopharmaceuticals Manufacturing LLC,,,
DB00080,packager,Sepracor Pharmaceuticals Inc.,http://www.sepracor.com,,
DB00080,manufacturer,Cubist pharmaceuticals inc,,,false
DB00080,brand,Cidecin,,,
DB00080,brand,Cubicin,,,
DB00081,packager,GlaxoSmithKline Inc.,http://www.gsk.com,,
DB00081,packager,MDS Nordion,http://www.mds.nordion.com,,
DB00082,packager,Hospira Inc.,http://www.hospira.com,,
DB00082,packager,Pfizer Inc.,http://www.pfizer.com,,
DB00082,packager,Pharmacia Inc.,http://www.pharmaciaupjohn.com,,
DB00082,manufacturer,Pharmacia and upjohn co,,,false
DB00083,packager,Allergan Inc.,http://www.allergan.com,,
DB00083,packager,Tercica Inc.,http://www.tercica.com,,
DB00083,brand,Bocouture,,,
DB00083,brand,Xeomin,,,
DB00085,packager,Axcan Pharma Inc.,http://www.axcan.com,,
DB00085,packager,Confab Laboratories Inc.,http://www.confab.ca,,
DB00085,packager,Eurand Pharmaceuticals Inc.,http://www.eurand.com,,
DB00085,packager,Global Pharmaceuticals,http://www.globalphar.com,,
DB00085,packager,Kaiser Foundation Hospital,,,
DB00085,packager,Ortho Mcneil Janssen Pharmaceutical Inc.,http://www.ortho-mcneil.com,,
DB00085,packager,Ortho-McNeil-Janssen Pharmaceuticals Inc.,http://www.ortho-mcneil.com,,
DB00085,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00085,packager,Schwarz Pharma Inc.,,,
DB00085,packager,Solvay Pharmaceuticals,http://global.abbottgrowth.com,,
DB00085,packager,X-Gen Pharmaceuticals,http://www.x-gen.us,,
DB00085,packager,Yung Shin Pharmaceutical Industry Ltd.,http://www.ysp.com.cn,,
