drugbank_id,description,cost,currency,unit
DB00575,Duraclon 0.1 mg/ml vial,14.4,USD,ml
DB00575,Clonidine 5000 mcg/10 ml vial,21.0,USD,ml
DB00575,Catapres-tts 1 patch,21.18,USD,patch
DB00575,Clonidine 0.1 mg/day patch,28.81,USD,patch
DB00575,Catapres-tts 2 patch,39.23,USD,patch
DB00575,Duraclon 500 mcg/ml vial,47.4,USD,ml
DB00575,Clonidine 0.2 mg/day patch,48.5,USD,patch
DB00575,Clonidine hcl powder,53.09,USD,g
DB00575,Clonidine 0.3 mg/day patch,67.28,USD,patch
DB00575,Catapres-tts 3 patch,78.95,USD,patch
DB00575,CloNIDine HCl 4 0.1 mg/24hr Patches Box,119.84,USD,box
DB00575,Catapres-TTS-1 4 0.1 mg/24hr Patches Box,141.08,USD,box
DB00575,CloNIDine HCl 4 0.2 mg/24hr Patches Box,201.75,USD,box
DB00575,Catapres-TTS-2 4 0.2 mg/24hr Patches Box,236.75,USD,box
DB00575,CloNIDine HCl 4 0.3 mg/24hr Patches Box,279.9,USD,box
DB00575,Catapres-TTS-3 4 0.3 mg/24hr Patches Box,328.42,USD,box
DB00575,Apo-Clonidine 0.025 mg Tablet,0.16,USD,tablet
DB00575,Novo-Clonidine 0.025 mg Tablet,0.16,USD,tablet
DB00575,Apo-Clonidine 0.1 mg Tablet,0.18,USD,tablet
DB00575,Novo-Clonidine 0.1 mg Tablet,0.18,USD,tablet
DB00575,Nu-Clonidine 0.1 mg Tablet,0.18,USD,tablet
DB00575,Catapres 0.1 mg Tablet,0.19,USD,tablet
DB00575,Clonidine hcl 0.1 mg tablet,0.24,USD,tablet
DB00575,Dixarit 0.025 mg Tablet,0.28,USD,tablet
DB00575,Apo-Clonidine 0.2 mg Tablet,0.33,USD,tablet
DB00575,Novo-Clonidine 0.2 mg Tablet,0.33,USD,tablet
DB00575,Nu-Clonidine 0.2 mg Tablet,0.33,USD,tablet
DB00575,Clonidine hcl 0.2 mg tablet,0.35,USD,tablet
DB00575,Catapres 0.2 mg Tablet,0.35,USD,tablet
DB00575,Clonidine hcl 0.3 mg tablet,0.5,USD,tablet
DB00576,Methazolamide powder,27.0,USD,g
DB00576,Methazolamide 25 mg tablet,0.48,USD,tablet
DB00576,Neptazane 25 mg tablet,0.6,USD,tablet
DB00576,Methazolamide 50 mg tablet,0.72,USD,tablet
DB00577,Apo-Valacyclovir (Caplet) 500 mg Tablet,2.14,USD,tablet
DB00577,Pms-Valacyclovir (Caplet) 500 mg Tablet,2.14,USD,tablet
DB00577,Valtrex (Caplet) 500 mg Tablet,3.82,USD,tablet
DB00577,Valacyclovir HCl 500 mg tablet,7.35,USD,tablet
DB00577,Valtrex 500 mg tablet,8.36,USD,tablet
DB00577,Valacyclovir HCl 1 gm tablet,12.87,USD,tablet
DB00577,Valtrex 1 gm caplet,14.06,USD,caplet
DB00577,Valtrex 1 gm tablet,14.62,USD,tablet
DB00581,Kristalose 10 gm packet,1.67,USD,each
DB00581,Kristalose 20 gm packet,2.04,USD,each
DB00581,Enulose 10 gm/15ml Solution 473ml Bottle,37.83,USD,bottle
DB00581,Kristalose 30 10 gm Packets Box,57.57,USD,box
DB00581,Kristalose 30 20 gm Packets Box,83.93,USD,box
DB00581,Apo-Lactulose 667 mg/ml Syrup,0.02,USD,ml
DB00581,Jamp-Lactulose 667 mg/ml Syrup,0.02,USD,ml
DB00581,Pms-Lactulose 667 mg/ml Syrup,0.02,USD,ml
DB00581,Ratio-Lactulose 667 mg/ml Syrup,0.02,USD,ml
DB00581,Generlac 10 gm/15 ml solution,0.05,USD,ml
DB00581,Lactulose 10 gm/15ml Solution,0.07,USD,ml
DB00581,Enulose 10 gm/15 ml solution,0.08,USD,ml
DB00581,Lactulose Encephalopathy 10 gm/15ml Solution,0.08,USD,ml
DB00581,Constulose 10 gm/15 ml soln,0.09,USD,ml
DB00582,Vfend 50 mg tablet,12.43,USD,tablet
DB00582,Vfend 200 mg tablet,49.74,USD,tablet
DB00582,Vfend iv 200 mg vial,143.5,USD,vial
DB00582,Vfend 40 mg/ml Suspension 75ml Bottle,870.72,USD,bottle
DB00583,L-carnitine powder,4.28,USD,g
DB00583,Carnitor 1 gm/5 ml vial,7.68,USD,ml
DB00583,Carnitor 1 gm/10ml Solution 118ml Bottle,39.99,USD,bottle
DB00583,Carnitor 90 330 mg tablet Bottle,90.44,USD,bottle
DB00583,G-levocarnitine 100 mg/ml soln,0.15,USD,ml
DB00583,L-carnitine 500 mg caplet,0.31,USD,caplet
DB00583,Carnitor 330 mg tablet,0.97,USD,tablet
DB00584,Enalapril maleate 5 mg tablet,1.03,USD,tablet
DB00584,Enalapril maleate 10 mg tablet,1.09,USD,tablet
DB00584,Vasotec 10 mg Tablet,1.11,USD,tablet
DB00584,Vasotec 20 mg Tablet,1.34,USD,tablet
DB00584,Vaseretic 5-12.5 mg tablet,1.49,USD,tablet
DB00584,Enalapril maleate 20 mg tablet,1.56,USD,tablet
DB00584,Vasotec 2.5 mg tablet,1.65,USD,tablet
DB00584,Vasotec 5 mg tablet,2.08,USD,tablet
DB00584,Vasotec 10 mg tablet,2.63,USD,tablet
DB00584,Vaseretic 10-25 mg tablet,3.15,USD,tablet
DB00584,Vasotec 20 mg tablet,3.36,USD,tablet
DB00584,Enalaprilat 1.25 mg/ml vial,3.6,USD,ml
DB00584,Enalapril maleate powder,9.18,USD,g
DB00584,Apo-Enalapril 2.5 mg Tablet,0.44,USD,tablet
DB00584,Co Enalapril 2.5 mg Tablet,0.44,USD,tablet
DB00584,Mylan-Enalapril 2.5 mg Tablet,0.44,USD,tablet
DB00584,Novo-Enalapril 2.5 mg Tablet,0.44,USD,tablet
DB00584,Pms-Enalapril 2.5 mg Tablet,0.44,USD,tablet
DB00584,Ratio-Enalapril 2.5 mg Tablet,0.44,USD,tablet
DB00584,Sandoz Enalapril 2.5 mg Tablet,0.44,USD,tablet
DB00584,Taro-Enalapril 2.5 mg Tablet,0.44,USD,tablet
DB00584,Apo-Enalapril 5 mg Tablet,0.52,USD,tablet
DB00584,Co Enalapril 5 mg Tablet,0.52,USD,tablet
DB00584,Mylan-Enalapril 5 mg Tablet,0.52,USD,tablet
DB00584,Novo-Enalapril 5 mg Tablet,0.52,USD,tablet
DB00584,Pms-Enalapril 5 mg Tablet,0.52,USD,tablet
DB00584,Ratio-Enalapril 5 mg Tablet,0.52,USD,tablet
DB00584,Sandoz Enalapril 5 mg Tablet,0.52,USD,tablet
DB00584,Taro-Enalapril 5 mg Tablet,0.52,USD,tablet
DB00584,Apo-Enalapril 10 mg Tablet,0.62,USD,tablet
DB00584,Co Enalapril 10 mg Tablet,0.62,USD,tablet
DB00584,Mylan-Enalapril 10 mg Tablet,0.62,USD,tablet
DB00584,Novo-Enalapril 10 mg Tablet,0.62,USD,tablet
DB00584,Pms-Enalapril 10 mg Tablet,0.62,USD,tablet
DB00584,Ratio-Enalapril 10 mg Tablet,0.62,USD,tablet
DB00584,Sandoz Enalapril 10 mg Tablet,0.62,USD,tablet
DB00584,Taro-Enalapril 10 mg Tablet,0.62,USD,tablet
DB00584,Apo-Enalapril 20 mg Tablet,0.75,USD,tablet
DB00584,Co Enalapril 20 mg Tablet,0.75,USD,tablet
DB00584,Mylan-Enalapril 20 mg Tablet,0.75,USD,tablet
DB00584,Novo-Enalapril 20 mg Tablet,0.75,USD,tablet
DB00584,Pms-Enalapril 20 mg Tablet,0.75,USD,tablet
DB00584,Ratio-Enalapril 20 mg Tablet,0.75,USD,tablet
DB00584,Sandoz Enalapril 20 mg Tablet,0.75,USD,tablet
DB00584,Taro-Enalapril 20 mg Tablet,0.75,USD,tablet
DB00584,Vasotec 2.5 mg Tablet,0.78,USD,tablet
DB00584,Enalapril maleate 2.5 mg tablet,0.82,USD,tablet
DB00584,Vasotec 5 mg Tablet,0.92,USD,tablet
DB00585,Axid 150 mg Capsule,2.06,USD,capsule
DB00585,Nizatidine 150 mg capsule,2.48,USD,capsule
DB00585,Axid 150 mg pulvule,3.62,USD,each
DB00585,Axid 300 mg Capsule,3.98,USD,capsule
DB00585,Nizatidine 300 mg capsule,4.97,USD,capsule
DB00585,Axid 300 mg pulvule,6.0,USD,each
DB00585,Axid ar 75 mg tablet,0.3,USD,tablet
DB00585,Apo-Nizatidine 150 mg Capsule,0.53,USD,capsule
DB00585,Gen-Nizatidine 150 mg Capsule,0.53,USD,capsule
DB00585,Novo-Nizatidine 150 mg Capsule,0.53,USD,capsule
DB00585,Pms-Nizatidine 150 mg Capsule,0.53,USD,capsule
DB00585,Nizatidine 15 mg/ml Solution,0.76,USD,ml
DB00585,Axid 15 mg/ml Solution,0.84,USD,ml
DB00585,Apo-Nizatidine 300 mg Capsule,0.96,USD,capsule
DB00585,Novo-Nizatidine 300 mg Capsule,0.96,USD,capsule
DB00585,Pms-Nizatidine 300 mg Capsule,0.96,USD,capsule
DB00586,Voltaren Sr 75 mg Sustained-Release Tablet,1.31,USD,tablet
DB00586,Voltaren 50 mg Suppository,1.4,USD,suppository
DB00586,Voltaren Sr 100 mg Sustained-Release Tablet,1.86,USD,tablet
DB00586,Voltaren 100 mg Suppository,1.88,USD,suppository
DB00586,Voltaren Ophtha 0.1 % Solution,2.73,USD,ml
DB00586,Apo-Diclo 25 mg Enteric-Coated Tablet,0.2,USD,tablet
DB00586,Novo-Difenac 25 mg Enteric-Coated Tablet,0.2,USD,tablet
DB00586,Nu-Diclo 25 mg Enteric-Coated Tablet,0.2,USD,tablet
DB00586,Pms-Diclofenac 25 mg Enteric-Coated Tablet,0.2,USD,tablet
DB00586,Sandoz Diclofenac 25 mg Enteric-Coated Tablet,0.2,USD,tablet
DB00586,Apo-Diclo 50 mg Enteric-Coated Tablet,0.4,USD,tablet
DB00586,Novo-Difenac 50 mg Enteric-Coated Tablet,0.4,USD,tablet
DB00586,Pms-Diclofenac 50 mg Enteric-Coated Tablet,0.4,USD,tablet
DB00586,Sandoz Diclofenac 50 mg Enteric-Coated Tablet,0.4,USD,tablet
DB00586,Novo-Difenac Sr 75 mg Sustained-Release Tablet,0.6,USD,tablet
DB00586,Pms-Diclofenac-Sr 75 mg Sustained-Release Tablet,0.6,USD,tablet
DB00586,Sandoz Diclofenac Sr 75 mg Sustained-Release Tablet,0.6,USD,tablet
DB00586,Pms-Diclofenac 50 mg Suppository,0.65,USD,suppository
DB00586,Sandoz Diclofenac 50 mg Suppository,0.65,USD,suppository
DB00586,Novo-Difenac Sr 100 mg Sustained-Release Tablet,0.8,USD,tablet
DB00586,Pms-Diclofenac-Sr 100 mg Sustained-Release Tablet,0.8,USD,tablet
DB00586,Sandoz Diclofenac Sr 100 mg Sustained-Release Tablet,0.8,USD,tablet
DB00586,Pms-Diclofenac 100 mg Suppository,0.88,USD,suppository
DB00586,Sandoz Diclofenac 100 mg Suppository,0.88,USD,suppository
DB00586,Voltaren 50 mg Enteric-Coated Tablet,0.93,USD,tablet
DB00588,Flovent Diskus 500 mcg/dose Metered Inhalation Powder,1.55,USD,dose
DB00588,Flovent 50 mcg diskus,1.74,USD,each
DB00588,Flovent 100 mcg diskus,1.83,USD,each
DB00588,Flovent 250 mcg diskus,2.45,USD,each
DB00588,Advair 100-50 diskus,3.22,USD,each
DB00588,Cutivate 0.05% cream,3.48,USD,g
DB00588,Advair 250-50 diskus,4.0,USD,each
DB00588,Advair 500-50 diskus,5.26,USD,each
DB00588,Flonase 0.05% nasal spray,5.68,USD,g
DB00588,Flovent hfa 44 mcg inhaler,10.99,USD,g
DB00588,Flovent hfa 110 mcg inhaler,12.26,USD,g
DB00588,Advair hfa 45-21 mcg inhaler,14.59,USD,g
DB00588,Flovent hfa 220 mcg inhaler,15.54,USD,g
DB00588,Advair hfa 115-21 mcg inhaler,18.13,USD,g
DB00588,Fluticasone Propionate 0.005% Ointment 15 gm Tube,23.14,USD,tube
DB00588,Fluticasone Propionate 0.05% Cream 15 gm Tube,23.14,USD,tube
DB00588,Advair hfa 230-21 mcg inhaler,25.04,USD,g
DB00588,Cutivate 0.005% Ointment 15 gm Tube,32.99,USD,tube
DB00588,Cutivate 0.05% Cream 15 gm Tube,32.99,USD,tube
DB00588,Fluticasone Propionate 0.005% Ointment 30 gm Tube,35.67,USD,tube
DB00588,Fluticasone Propionate 0.05% Cream 30 gm Tube,35.67,USD,tube
DB00588,Cutivate 0.005% Ointment 30 gm Tube,44.99,USD,tube
DB00588,Fluticasone Propionate 0.005% Ointment 60 gm Tube,56.27,USD,tube
DB00588,Fluticasone Propionate 0.05% Cream 60 gm Tube,56.27,USD,tube
DB00588,Cutivate 0.05% Cream 30 gm Tube,62.99,USD,tube
DB00588,Fluticasone Propionate 50 mcg/act Suspension 16 gm Bottle,78.28,USD,bottle
DB00588,Flonase 50 mcg/act Suspension 16 gm Bottle,94.59,USD,bottle
DB00588,Flovent Diskus 60 50 mcg/blist Aerosol Inhaler,104.74,USD,inhaler
DB00588,Flovent HFA 44 mcg/act Aerosol 10.6 gm Inhaler,114.27,USD,inhaler
DB00588,Cutivate 0.005% Ointment 60 gm Tube,128.28,USD,tube
DB00588,Flovent HFA 110 mcg/act Aerosol 12 gm Inhaler,153.01,USD,inhaler
DB00588,Advair Diskus 14 500-50 mcg/dose Aerosol Disp Pack,156.64,USD,disp
DB00588,Advair Diskus 60 100-50 mcg/dose Aerosol Disp Pack,200.79,USD,disp
DB00588,Cutivate 0.05% Cream 60 gm Tube,217.11,USD,tube
DB00588,Flovent HFA 220 mcg/act Aerosol 12 gm Inhaler,237.67,USD,inhaler
DB00588,Advair Diskus 60 250-50 mcg/dose Aerosol Disp Pack,249.48,USD,disp
DB00588,Advair Diskus 60 500-50 mcg/dose Aerosol Disp Pack,328.14,USD,disp
DB00588,Cutivate 0.05% Lotion 120ml Bottle,454.6,USD,bottle
DB00588,Fluticasone propionate powder,1500.0,USD,g
DB00588,Flovent Hfa 50 mcg/dose Metered Dose Aerosol,0.22,USD,dose
DB00588,Flovent Hfa 125 mcg/dose Metered Dose Aerosol,0.39,USD,dose
DB00588,Flovent Diskus 250 mcg/dose Metered Inhalation Powder,0.77,USD,dose
DB00588,Flovent Hfa 250 mcg/dose Metered Dose Aerosol,0.77,USD,dose
DB00590,Cardura 4 mg Tablet,1.0,USD,tablet
DB00590,Doxazosin mesylate 8 mg tablet,1.04,USD,tablet
DB00590,Cardura 1 mg tablet,1.72,USD,tablet
DB00590,Cardura 2 mg tablet,1.81,USD,tablet
DB00590,Cardura 4 mg tablet,1.89,USD,tablet
DB00590,Cardura 8 mg tablet,1.93,USD,tablet
DB00590,Cardura xl 4 mg tablet,1.94,USD,tablet
DB00590,Cardura xl 8 mg tablet,2.04,USD,tablet
DB00590,Cardura XL 4 mg 24 Hour tablet,2.22,USD,tablet
DB00590,Apo-Doxazosin 1 mg Tablet,0.36,USD,tablet
DB00590,Mylan-Doxazosin 1 mg Tablet,0.36,USD,tablet
DB00590,Novo-Doxazosin 1 mg Tablet,0.36,USD,tablet
DB00590,Pms-Doxazosin 1 mg Tablet,0.36,USD,tablet
DB00590,Apo-Doxazosin 2 mg Tablet,0.43,USD,tablet
DB00590,Mylan-Doxazosin 2 mg Tablet,0.43,USD,tablet
DB00590,Novo-Doxazosin 2 mg Tablet,0.43,USD,tablet
DB00590,Pms-Doxazosin 2 mg Tablet,0.43,USD,tablet
DB00590,Apo-Doxazosin 4 mg Tablet,0.56,USD,tablet
DB00590,Mylan-Doxazosin 4 mg Tablet,0.56,USD,tablet
DB00590,Novo-Doxazosin 4 mg Tablet,0.56,USD,tablet
DB00590,Pms-Doxazosin 4 mg Tablet,0.56,USD,tablet
DB00590,Cardura 1 mg Tablet,0.64,USD,tablet
DB00590,Cardura 2 mg Tablet,0.77,USD,tablet
DB00590,Doxazosin mesylate 1 mg tablet,0.94,USD,tablet
DB00590,Doxazosin mesylate 2 mg tablet,0.94,USD,tablet
DB00590,Doxazosin mesylate 4 mg tablet,0.99,USD,tablet
DB00591,Dermotic oil 0.01% ear drops,1.75,USD,ml
DB00591,Fluocinolone Acetonide 0.01% Solution 60ml Bottle,20.45,USD,bottle
DB00591,Fluocinolone Acetonide 0.025% Ointment 15 gm Tube,33.47,USD,tube
DB00591,Fluocinolone acetonide powder,35.28,USD,g
DB00591,Fluocinolone Acetonide 0.025% Cream 60 gm Tube,38.99,USD,tube
DB00591,Fluocinolone Acetonide 0.025% Ointment 60 gm Tube,38.99,USD,tube
DB00591,Fluocinolone Acetonide 0.025% Cream 15 gm Tube,46.1,USD,tube
DB00591,Fluocinolone Acetonide 0.01% Cream 60 gm Tube,73.5,USD,tube
DB00591,Fluocinolone Acetonide 0.01% Cream 15 gm Tube,76.61,USD,tube
DB00591,Synalar 0.025% Cream 60 gm Tube,103.1,USD,tube
DB00591,Synalar 0.025% Ointment 60 gm Tube,103.1,USD,tube
DB00591,Synalar 0.01% Solution 60ml Bottle,108.72,USD,bottle
DB00591,Retisert implant,21900.0,USD,each
DB00591,Derma-smoothe-fs scalp oil,0.35,USD,ml
DB00592,Desipramine HCl 50 mg tablet,1.64,USD,tablet
DB00592,Desipramine HCl 75 mg tablet,2.63,USD,tablet
DB00592,Desipramine HCl 100 mg tablet,2.81,USD,tablet
DB00592,Desipramine HCl 150 mg tablet,4.67,USD,tablet
DB00592,Piperazine citrate crystals,0.05,USD,g
DB00592,Desipramine HCl 25 mg tablet,0.83,USD,tablet
DB00592,Desipramine HCl 10 mg tablet,0.87,USD,tablet
DB00593,Zarontin 250 mg capsule,1.16,USD,capsule
DB00593,Ethosuximide 250 mg capsule,1.26,USD,capsule
DB00593,Ethosuximide 250 mg/5ml Solution 474ml Bottle,84.2,USD,bottle
DB00593,Zarontin 50 mg/ml Syrup,0.07,USD,ml
DB00593,Zarontin 250 mg/5ml Solution,0.34,USD,ml
DB00594,Midamor 5 mg tablet,1.19,USD,tablet
DB00594,Amiloride hcl 5 mg tablet,1.49,USD,tablet
DB00594,Amiloride hcl powder,5.6,USD,g
DB00594,Apo-Amiloride 5 mg Tablet,0.28,USD,tablet
DB00595,Terramycin im 100 mg/2 ml amp,1.24,USD,ml
DB00595,Terramycin 250 mg/2 ml ampul,2.22,USD,ml
DB00595,Oxytetracycline hcl powder,3.59,USD,g
DB00595,Terramycin-polymyx eye ointm,3.85,USD,g
DB00596,Halobetasol prop 0.05% cream,1.8,USD,g
DB00596,Ultravate 0.05% cream,4.07,USD,g
DB00596,Halobetasol Propionate 0.05% Cream 15 gm Tube,32.92,USD,tube
DB00596,Halobetasol Propionate 0.05% Ointment 15 gm Tube,32.92,USD,tube
DB00596,Ultravate 0.05% Cream 15 gm Tube,63.16,USD,tube
DB00596,Ultravate 0.05% Ointment 15 gm Tube,64.78,USD,tube
DB00596,Halobetasol Propionate 0.05% Cream 50 gm Tube,79.14,USD,tube
DB00596,Halobetasol Propionate 0.05% Ointment 50 gm Tube,79.14,USD,tube
DB00596,Ultravate 0.05% Cream 50 gm Tube,152.54,USD,tube
DB00596,Ultravate 0.05% Ointment 50 gm Tube,180.27,USD,tube
DB00596,Ultravate pac kit,0.59,USD,g
DB00596,Ultravate 0.05 % Cream,0.9,USD,g
DB00597,Prohance 279.3 mg/ml vial,6.81,USD,ml
DB00598,Normodyne 200 mg tablet,1.0,USD,tablet
DB00598,Labetalol hcl 300 mg tablet,1.02,USD,tablet
DB00598,Trandate 200 mg tablet,1.08,USD,tablet
DB00598,Trandate 5 mg/ml vial,1.25,USD,ml
DB00598,Trandate 300 mg tablet,1.28,USD,tablet
DB00598,Labetalol Hydrochloride 5 mg/ml,1.36,USD,ml
DB00598,Labetalol hcl 5 mg/ml vial,0.1,USD,ml
DB00598,Trandate 100 mg Tablet,0.27,USD,tablet
DB00598,Trandate 200 mg Tablet,0.47,USD,tablet
DB00598,Labetalol hcl 100 mg tablet,0.53,USD,tablet
DB00598,Trandate 100 mg tablet,0.68,USD,tablet
DB00598,Labetalol hcl 200 mg tablet,0.76,USD,tablet
DB00600,Hydroquinone mono benzyl ether,5.28,USD,g
DB00601,Zyvox 600 mg tablet,93.81,USD,tablet
DB00601,Zyvox 200 mg/100 ml iv soln,0.6,USD,ml
DB00602,Stromectol 3 mg tablet,5.58,USD,tablet
DB00602,Ivermectin powder,14.0,USD,g
DB00602,Stromectol 20 3 mg tablet Box,116.13,USD,box
DB00603,Provera 2.5 mg tablet,1.15,USD,tablet
DB00603,Provera 100 mg Tablet,1.41,USD,tablet
DB00603,Provera 5 mg tablet,1.57,USD,tablet
DB00603,Provera 10 mg tablet,2.03,USD,tablet
DB00603,Depo-Provera 50 mg/ml,6.01,USD,ml
DB00603,Medroxyprogesterone ace powder,18.97,USD,g
DB00603,Medroxyprogesterone Acetate 150 mg/ml,23.05,USD,ml
DB00603,Depo-Provera 150 mg/ml,31.02,USD,ml
DB00603,MedroxyPROGESTERone Acetate 150 mg/ml Suspension 1ml Vial,55.17,USD,vial
DB00603,MedroxyPROGESTERone Acetate 150 mg/ml Suspension 1ml Syringe,60.56,USD,syringe
DB00603,Depo-Provera 150 mg/ml Suspension 1ml Syringe,94.58,USD,syringe
DB00603,Depo-provera 400 mg/ml vial,96.7,USD,ml
DB00603,Depo-subq provera 104 syringe,108.17,USD,syringe
DB00603,Depo-Provera 400 mg/ml Suspension 2.5ml Vial,201.13,USD,vial
DB00603,Apo-Medroxy 2.5 mg Tablet,0.08,USD,tablet
DB00603,Novo-Medrone 2.5 mg Tablet,0.08,USD,tablet
DB00603,Apo-Medroxy 5 mg Tablet,0.16,USD,tablet
DB00603,Novo-Medrone 5 mg Tablet,0.16,USD,tablet
DB00603,Provera 2.5 mg Tablet,0.18,USD,tablet
DB00603,Medroxyprogesterone 2.5 mg tablet,0.32,USD,tablet
DB00603,Medroxyprogesterone 5 mg tablet,0.33,USD,tablet
DB00603,Apo-Medroxy 10 mg Tablet,0.33,USD,tablet
DB00603,Novo-Medrone 10 mg Tablet,0.33,USD,tablet
DB00603,Provera 5 mg Tablet,0.36,USD,tablet
DB00603,Medroxyprogesterone 10 mg tablet,0.4,USD,tablet
DB00603,MedroxyPROGESTERone Acetate 2.5 mg tablet,0.43,USD,tablet
DB00603,MedroxyPROGESTERone Acetate 5 mg tablet,0.48,USD,tablet
DB00603,MedroxyPROGESTERone Acetate 10 mg tablet,0.51,USD,tablet
DB00603,Provera 10 mg Tablet,0.73,USD,tablet
DB00603,Apo-Medroxy 100 mg Tablet,0.96,USD,tablet
DB00605,Sulindac 150 mg tablet,1.0,USD,tablet
DB00605,Sulindac 200 mg tablet,1.23,USD,tablet
DB00605,Clinoril 200 mg tablet,1.58,USD,tablet
DB00605,Sulindac powder,17.36,USD,g
DB00605,Apo-Sulin 150 mg Tablet,0.4,USD,tablet
DB00605,Novo-Sundac 150 mg Tablet,0.4,USD,tablet
DB00605,Nu-Sulindac 150 mg Tablet,0.4,USD,tablet
DB00605,Apo-Sulin 200 mg Tablet,0.51,USD,tablet
DB00605,Novo-Sundac 200 mg Tablet,0.51,USD,tablet
DB00605,Nu-Sulindac 200 mg Tablet,0.51,USD,tablet
DB00607,Nafcillin 1 gm vial,12.41,USD,vial
DB00607,Nafcillin 2 gm vial,24.08,USD,vial
DB00607,Nafcillin 10 gm vial,118.01,USD,vial
DB00607,Nafcillin 1 gm/ 50 ml inj,0.43,USD,ml
DB00608,Chloroquine ph 250 mg tablet,2.49,USD,tablet
DB00608,Chloroquine Phosphate 250 mg tablet,2.57,USD,tablet
DB00608,Plaquenil 200 mg tablet,3.14,USD,tablet
DB00608,Chloroquine phosphate powdr,4.29,USD,g
DB00608,Chloroquine Phosphate 500 mg tablet,5.42,USD,tablet
DB00608,Chloroquine ph 500 mg tablet,5.64,USD,tablet
DB00608,Aralen phosphate 500 mg tablet,7.78,USD,tablet
DB00608,Aralen 500 mg tablet,7.85,USD,tablet
DB00608,Novo-Chloroquine 250 mg Tablet,0.35,USD,tablet
DB00609,Trecator-SC 250 mg tablet,3.21,USD,tablet
DB00609,Trecator 250 mg tablet,4.31,USD,tablet
DB00611,Butorphanol 1 mg/ml vial,3.6,USD,ml
DB00611,Butorphanol 2 mg/ml vial,7.2,USD,ml
DB00611,Stadol 2 mg/ml vial,10.11,USD,ml
DB00611,Butorphanol 10 mg/ml spray,39.63,USD,ml
DB00611,Butorphanol Tartrate 10 mg/ml Solution 2.5ml Bottle,56.99,USD,bottle
DB00612,Bisoprolol-Hydrochlorothiazide 10-6.25 mg tablet,1.19,USD,tablet
DB00612,Bisoprolol-Hydrochlorothiazide 2.5-6.25 mg tablet,1.19,USD,tablet
DB00612,Bisoprolol-Hydrochlorothiazide 5-6.25 mg tablet,1.19,USD,tablet
DB00612,Bisoprolol fumarate 10 mg tablet,1.24,USD,tablet
DB00612,Bisoprolol fumarate 5 mg tablet,1.78,USD,tablet
DB00612,Zebeta 10 mg tablet,3.6,USD,tablet
DB00612,Zebeta 5 mg tablet,3.6,USD,tablet
DB00612,Condylox 0.5% gel,97.73,USD,g
DB00612,Condylox 0.5% Solution 3.5ml Bottle,143.4,USD,bottle
DB00612,Condylox 0.5% Gel 3.5 gm Tube,304.93,USD,tube
DB00612,Apo-Bisoprolol 5 mg Tablet,0.23,USD,tablet
DB00612,Novo-Bisoprolol 5 mg Tablet,0.23,USD,tablet
DB00612,Pms-Bisoprolol 5 mg Tablet,0.23,USD,tablet
DB00612,Sandoz Bisoprolol 5 mg Tablet,0.23,USD,tablet
DB00612,Apo-Bisoprolol 10 mg Tablet,0.38,USD,tablet
DB00612,Novo-Bisoprolol 10 mg Tablet,0.38,USD,tablet
DB00612,Pms-Bisoprolol 10 mg Tablet,0.38,USD,tablet
DB00612,Sandoz Bisoprolol 10 mg Tablet,0.38,USD,tablet
DB00615,Mycobutin 150 mg capsule,13.01,USD,capsule
DB00618,Demeclocycline 150 mg tablet,9.42,USD,tablet
DB00618,Declomycin 150 mg tablet,12.31,USD,tablet
DB00618,Demeclocycline 300 mg tablet,17.06,USD,tablet
DB00618,Declomycin 300 mg tablet,22.29,USD,tablet
DB00619,Gleevec 100 mg tablet,41.69,USD,tablet
DB00619,Gleevec 400 mg tablet,174.38,USD,tablet
DB00620,Oracort 0.1 % Paste,1.19,USD,g
DB00620,Aristocort C 0.5 % Cream,1.3,USD,g
DB00620,Triamcinolone acet 10 mg/ml sus,2.18,USD,ml
DB00620,Kenalog-10 10 mg/ml vial,2.32,USD,ml
DB00620,Triamcinolone Acetonide 10 mg/ml,2.71,USD,ml
DB00620,Kenalog-10 10 mg/ml,3.24,USD,ml
DB00620,Aristospan 5 mg/ml vial,3.54,USD,ml
DB00620,Triamcinolone Acetonide Usp 40 mg/ml,5.76,USD,ml
DB00620,Triamcinolone Acetonide 40 mg/ml,6.29,USD,ml
DB00620,Triamcinolone 0.1% paste,6.4,USD,g
DB00620,Nasacort aq nasal spray,6.99,USD,g
DB00620,Kenalog-40 40 mg/ml,7.53,USD,ml
DB00620,Triamcinolone acet 40 mg/ml sus,8.42,USD,ml
DB00620,Kenalog-40 40 mg/ml vial,8.99,USD,ml
DB00620,Triamcinolone Acetonide 0.025% Cream 15 gm Tube,11.99,USD,tube
DB00620,Triamcinolone Acetonide 0.025% Ointment 80 gm Tube,11.99,USD,tube
DB00620,Triamcinolone Acetonide 0.1% Cream 15 gm Tube,11.99,USD,tube
DB00620,Triamcinolone Acetonide 0.1% Ointment 15 gm Tube,11.99,USD,tube
DB00620,Triamcinolone Acetonide 0.025% Cream 80 gm Tube,12.99,USD,tube
DB00620,Triamcinolone Acetonide 0.1% Cream 80 gm Tube,12.99,USD,tube
DB00620,Triamcinolone Acetonide 0.5% Cream 15 gm Tube,12.99,USD,tube
DB00620,Oralone 0.1% paste,13.57,USD,g
DB00620,Aristospan 20 mg/ml vial,14.19,USD,ml
