drugbank_id,description,cost,currency,unit
DB00001,Refludan 50 mg vial,273.19,USD,vial
DB00003,Lufyllin 200 mg tablet,3.21,USD,tablet
DB00003,Lufyllin-gg tablet,3.84,USD,tablet
DB00003,Lufyllin-GG 200-200 mg tablet,3.99,USD,tablet
DB00003,Lufyllin-400 tablet,4.62,USD,tablet
DB00003,Lufyllin 400 mg tablet,4.81,USD,tablet
DB00003,Pulmozyme 1 mg/ml ampul,37.05,USD,ml
DB00003,Pulmozyme 1 mg/ml Solution 2.5ml Plastic Container,77.06,USD,plastic
DB00003,Lufyllin-GG 100-100 mg/15ml Elixir,0.6,USD,ml
DB00004,Ontak 150 mcg/ml vial,878.4,USD,ml
DB00005,Enbrel 25 mg kit,250.37,USD,each
DB00005,Enbrel 50 mg/ml sureclick syr,488.74,USD,syringe
DB00005,Enbrel 4 25 mg Kit (1 Box = 1 Kit = Four 25 mg Vials),1016.57,USD,box
DB00005,Enbrel (1 Box = 1 Kit = Four 50 mg Syringes) 3.92ml Box,2033.14,USD,box
DB00005,Enbrel SureClick (1 Box Contains Four 50 mg Prefilled Autoinjectors),2033.14,USD,box
DB00006,Angiomax 250 mg vial,780.0,USD,vial
DB00007,Leuprolide 2wk 1 mg/0.2 ml kit,385.33,USD,kit
DB00007,Leuprolide Acetate 1 mg/0.2ml Kit 2.8ml 2-Week Kit,400.74,USD,box
DB00007,Eligard 7.5 mg syringe,493.2,USD,syringe
DB00007,Lupron 2-wk 1 mg/0.2 ml kit,594.37,USD,kit
DB00007,Eligard 22.5 mg syringe,1479.6,USD,syringe
DB00007,Eligard 30 mg syringe,1972.8,USD,syringe
DB00007,Eligard 45 mg syringe,2959.2,USD,syringe
DB00008,Pegasys 180 mcg/ml vial,642.64,USD,ml
DB00008,Pegasys 180 mcg/0.5 ml conv.pk,2533.2,USD,each
DB00008,Pegasys (1 Kit = Four 180 mcg/ml Vials Prefilled Syringes) Box,2634.53,USD,box
DB00009,Cathflo activase 2 mg vial,106.33,USD,vial
DB00009,Activase 50 mg vial,2389.85,USD,vial
DB00009,Activase 100 mg vial,4779.71,USD,vial
DB00012,Aranesp 25 mcg/ml vial,156.36,USD,ml
DB00012,Aranesp (Albumin Free) 25 mcg/ml vial,162.61,USD,vial
DB00012,Aranesp 40 mcg/ml vial,250.2,USD,ml
DB00012,Aranesp 60 mcg/ml vial,375.3,USD,ml
DB00012,Aranesp (Albumin Free) 60 mcg/ml vial,390.31,USD,vial
DB00012,Aranesp 100 mcg/ml vial,625.44,USD,ml
DB00012,Aranesp 200 mcg/ml vial,1250.88,USD,ml
DB00012,Aranesp 300 mcg/ml vial,1876.32,USD,ml
DB00012,Aranesp (Albumin Free) 300 mcg/ml vial,1951.37,USD,vial
DB00012,Aranesp (Albumin Free) 100 mcg/0.5ml Solution (1 Box = Four 0.5ml Syringes),2601.83,USD,box
DB00012,Aranesp (Albumin Free) 100 mcg/ml Solution Four 1ml Vials Per Box,2601.83,USD,box
DB00012,Aranesp (Albumin Free) 150 mcg/0.75ml Solution (1 Box = Four 0.75ml Vials),3902.75,USD,box
DB00014,Zoladex 3.6 mg implant syringe,451.19,USD,syringe
DB00014,Zoladex 10.8 mg implant syringe,1380.65,USD,syringe
DB00015,Retavase vial half-kit,2605.93,USD,vial
DB00016,Epogen 2000 unit/ml vial,34.14,USD,vial
DB00016,Procrit 2000 unit/ml vial,37.09,USD,vial
DB00016,Epogen 3000 unit/ml vial,47.53,USD,vial
DB00016,Procrit 3000 unit/ml vial,55.63,USD,vial
DB00016,Epogen 4000 unit/ml vial,61.34,USD,vial
DB00016,Procrit 4000 unit/ml vial,74.17,USD,vial
DB00016,Epogen 10000 unit/ml vial,151.8,USD,ml
DB00016,Epogen 20000 unit/ml vial,303.6,USD,ml
DB00016,Epogen 10000 unit/ml Solution 2ml Vial,315.74,USD,vial
DB00016,Procrit 10000 unit/ml Solution 2ml Vial,358.02,USD,vial
DB00016,Procrit 20000 unit/ml Solution,378.14,USD,ml
DB00016,Procrit 20000 unit/ml vial,388.97,USD,ml
DB00016,Epogen 40000 unit/ml vial,640.37,USD,ml
DB00016,Procrit 10000 unit/ml vial,710.87,USD,vial
DB00016,Procrit 40000 unit/ml vial,767.03,USD,vial
DB00016,Epogen 10000 unit/ml Solution 1 Box Contains Ten 1ml Vials,1578.72,USD,box
DB00016,Epogen 20000 unit/ml Solution 1 Box Contains Ten 1ml Vials,3157.44,USD,box
DB00016,Epogen 40000 unit/ml Solution 1 Box Contains Ten 1ml Vials,6852.3,USD,box
DB00017,Caltine 100 (100 Iu/Ml) 100 iu/ml,8.81,USD,ml
DB00017,Calcimar 200 iu/ml,29.94,USD,ml
DB00017,Miacalcin 200 unit/ml vial,30.73,USD,ml
DB00017,Fortical 200 unit nasal spray,34.3,USD,ml
DB00017,Calcitonin-salmon 200 unit sp,39.51,USD,ml
DB00017,Miacalcin 200 unit nasal spray,44.68,USD,ml
DB00017,"Miacalcin For Inj, 2 unit = 1 Box 2ml Vial",63.59,USD,vial
DB00017,Calcitonin (Salmon) 200 unit/act Solution 3.7ml Bottle,123.28,USD,bottle
DB00017,Miacalcin 200 unit/act Solution 3.7ml Bottle,139.39,USD,bottle
DB00018,Alferon n 5 million unit vial,412.87,USD,ml
DB00019,Neulasta 6 mg/0.6ml Solution 0.6ml Syringe,4026.05,USD,syringe
DB00019,Neulasta 6 mg/0.6 ml syringe,4102.37,USD,syringe
DB00020,Leukine 250 mcg vial,204.79,USD,vial
DB00020,Bio-immunex capsule,0.42,USD,capsule
DB00022,Peg-Intron 50 mcg kit,553.4,USD,kit
DB00022,Peg-Intron redipen 50 mcg,553.4,USD,redipen
DB00022,Peg-Intron redipen 80 mcg,581.02,USD,redipen
DB00022,Peg-Intron 50 mcg/0.5ml Kit,607.19,USD,kit
DB00022,Peg-Intron 80 mcg Kit,609.26,USD,kit
DB00022,Peg-Intron redipen 120 mcg,610.09,USD,redipen
DB00022,Peg-Intron Redipen 80 mcg/0.5ml Kit,637.49,USD,kit
DB00022,Peg-Intron 120 mcg Kit,639.74,USD,kit
DB00022,Peg-Intron redipen 150 mcg 4pk,640.6,USD,redipen
DB00022,Peg-Intron redipen 150 mcg,640.61,USD,redipen
DB00022,Peg-Intron Redipen 120 mcg/0.5ml Kit,669.39,USD,kit
DB00022,Peg-Intron 150 mcg Kit,671.74,USD,kit
DB00022,Peg-Intron Redipen 150 mcg/0.5ml Kit,702.87,USD,kit
DB00022,Peg-Intron Redipen Pak 4 4 50 mcg/0.5ml Kit Box,2428.8,USD,kit
DB00023,Elspar 10000 unit vial,74.6,USD,vial
DB00024,Thyrogen 1.1 mg vial,1196.4,USD,vial
DB00025,Monoclate-p 1000 unit kit,1.01,USD,kit
DB00025,Monoclate-p 1500 unit kit,1.01,USD,kit
DB00025,Monoclate-p 250 unit kit,1.01,USD,kit
DB00025,Monoclate-p 500ahfu kit,1.01,USD,kit
DB00025,Alphanate 1000-1500 unit vial,1.2,USD,vial
DB00025,Alphanate 250-500 unit vial,1.2,USD,vial
DB00025,Humate-p 1000 unit kit,1.2,USD,kit
DB00025,Humate-p 1200 unit kit,1.2,USD,kit
DB00025,Humate-p 2000 unit kit,1.2,USD,kit
DB00025,Humate-p 2400 unit kit,1.2,USD,kit
DB00025,Humate-p 500 unit kit,1.2,USD,kit
DB00025,Humate-p 600 unit kit,1.2,USD,kit
DB00025,Koate-dvi 1000 unit kit,1.31,USD,kit
DB00025,Koate-dvi 250 unit kit,1.31,USD,kit
DB00025,Koate-dvi 500 unit kit,1.31,USD,kit
DB00025,Refacto 1000 unit vial,1.31,USD,vial
DB00025,Refacto 2000 unit vial,1.31,USD,vial
DB00025,Refacto 250 unit vial,1.31,USD,vial
DB00025,Refacto 500 unit vial,1.31,USD,vial
DB00025,Hemofil m 1701-2000 unit vial,1.34,USD,vial
DB00025,Hemofil m 220-400 unit vial,1.34,USD,vial
DB00025,Hemofil m 401-800 unit vial,1.34,USD,vial
DB00025,Hemofil m 801-1700 unit vial,1.34,USD,vial
DB00025,Wilate 450-450 unit kit,1.38,USD,kit
DB00025,Wilate 900-900 unit kit,1.38,USD,kit
DB00025,Helixate fs 1000 unit vial,1.56,USD,vial
DB00025,Helixate fs 250 unit vial,1.56,USD,vial
DB00025,Helixate fs 3000 unit vial,1.56,USD,vial
DB00025,Helixate fs 500 unit vial,1.56,USD,vial
DB00025,Xyntha 1000 unit kit,1.66,USD,kit
DB00025,Xyntha 2000 unit kit,1.66,USD,kit
DB00025,Xyntha 250 unit kit,1.66,USD,kit
DB00025,Xyntha 500 unit kit,1.66,USD,kit
DB00025,Advate 1201-1800 unit vial,1.68,USD,vial
DB00025,Advate 1801-2400 unit vial,1.68,USD,vial
DB00025,Advate 200-400 unit vial,1.68,USD,vial
DB00025,Advate 2400-3600 unit vial,1.68,USD,vial
DB00025,Advate 401-800 unit vial,1.68,USD,vial
DB00025,Advate 801-1200 unit vial,1.68,USD,vial
DB00025,Kogenate fs 1000 unit vial,1.68,USD,vial
DB00025,Kogenate fs 250 unit vial,1.68,USD,vial
DB00025,Kogenate fs 3000 unit vial,1.68,USD,vial
DB00025,Kogenate fs 500 unit vial,1.68,USD,vial
DB00026,Kineret 100 mg/0.67 ml syr,61.8,USD,syringe
DB00026,"Kineret 1 Box = 7 Syringes, 4.69ml Box",449.9,USD,box
DB00027,Neosporin gu irr 40 mg/ml amp,23.12,USD,ml
DB00027,Gramicidin d powder,240.0,USD,g
DB00027,Neosporin + pain relief cream,0.32,USD,g
DB00028,Flebogamma 5% vial,4.84,USD,ml
DB00028,Flebogamma dif 5% vial,4.84,USD,ml
DB00028,Immune globulin vial,9.34,USD,ml
DB00028,Gamunex 10% vial,11.6,USD,ml
DB00028,Gammagard liquid 10% vial,13.79,USD,ml
DB00028,Gamastan s-d vial,24.44,USD,ml
DB00028,Hizentra 1 gram/5 ml vial,30.24,USD,ml
DB00028,Hizentra 2 gram/10 ml vial,30.24,USD,ml
DB00028,Hizentra 4 gram/20 ml vial,30.24,USD,ml
DB00028,Hyperhep b s-d vial,165.04,USD,ml
DB00028,Nabi-hb vial,176.34,USD,ml
DB00028,Hyperrab s-d vial,224.07,USD,ml
DB00028,Hypertet s-d 250 unit syringe,324.23,USD,syringe
DB00030,Novolin Ge Nph 100 unit/ml,2.14,USD,cartridge
DB00030,Novolin Ge Toronto 100 unit/ml,2.14,USD,cartridge
DB00030,Humulin N 100 unit/ml,2.29,USD,cartridge
DB00030,Humulin R 100 unit/ml,2.29,USD,cartridge
DB00030,Novolin Ge Nph Penfill 100 unit/ml Cartridge,2.78,USD,cartridge
DB00030,Novolin Ge Toronto Penfill 100 unit/ml Cartridge,2.8,USD,cartridge
DB00030,Humulin N Cartridge 100 unit/ml Cartridge,2.99,USD,cartridge
DB00030,Humulin R Cartridge 100 unit/ml Cartridge,2.99,USD,cartridge
DB00030,NovoLIN R InnoLet 100 unit/ml Solution 3ml Cartridge,24.17,USD,cartridge
DB00030,Novolin r 100 unit/ml cartridg,33.33,USD,ml
DB00030,NovoLIN R 100 unit/ml Solution 10ml Vial,73.19,USD,vial
DB00030,NovoLIN R PenFill 100 unit/ml Solution Five 3ml Cartridges Per Box = 15ml,162.26,USD,cartridge
DB00031,Tnkase 50 mg kit,3238.76,USD,kit
DB00032,Menopur 75 unit vial,93.85,USD,vial
DB00032,Repronex 75 unit vial,93.85,USD,vial
DB00032,Repronex 5 75 unit Solution 1 Box Contains Five 1ml Vials,488.04,USD,box
DB00033,Actimmune 2 million unit vial,344.4,USD,vial
DB00035,Apo-Desmopressin 10 mcg/dose Metered Dose Spray,1.48,USD,dose
DB00035,Ddavp 0.1 mg Tablet,1.49,USD,tablet
DB00035,Apo-Desmopressin 0.2 mg Tablet,1.67,USD,tablet
DB00035,Novo-Desmopressin 0.2 mg Tablet,1.67,USD,tablet
DB00035,Pms-Desmopressin 0.2 mg Tablet,1.67,USD,tablet
DB00035,Ddavp 10 mcg/dose Metered Dose Spray,2.13,USD,dose
DB00035,Ddavp 0.2 mg Tablet,2.98,USD,tablet
DB00035,Desmopressin acetate 0.1 mg tablet,3.08,USD,tablet
DB00035,Desmopressin acetate 0.2 mg tablet,4.44,USD,tablet
DB00035,Ddavp 0.1 mg tablet,4.47,USD,tablet
DB00035,Ddavp 0.2 mg tablet,6.43,USD,tablet
DB00035,Desmopressin ac 4 mcg/ml vial,7.08,USD,ml
DB00035,Desmopressin ac 4 mcg/ml amp,7.28,USD,ml
DB00035,Ddavp 4 mcg/ml,11.33,USD,ml
DB00035,Octostim 150 mcg/dose Metered Dose Spray,17.39,USD,dose
DB00035,Ddavp 0.1 mg/ml Solution,21.26,USD,ml
DB00035,Desmopressin 0.1 mg/ml spray,39.6,USD,ml
DB00035,Ddavp 4 mcg/ml ampul,43.27,USD,ml
DB00035,Ddavp 0.01% nasal spray,50.76,USD,ml
DB00035,Stimate 1.5 mg/ml nasal spray,334.2,USD,ml
DB00035,Apo-Desmopressin 0.1 mg Tablet,0.83,USD,tablet
DB00035,Novo-Desmopressin 0.1 mg Tablet,0.83,USD,tablet
DB00035,Pms-Desmopressin 0.1 mg Tablet,0.83,USD,tablet
DB00036,Novoseven 1200 mcg vial,1.64,USD,vial
DB00036,Novoseven 2400 mcg vial,1.64,USD,vial
DB00036,Novoseven 4800 mcg vial,1.64,USD,vial
DB00038,Neumega 5 mg vial,352.9,USD,vial
DB00039,Kepivance 6.25 mg vial,1650.0,USD,vial
DB00040,Glucagen 1 mg vial,84.0,USD,vial
DB00040,Glucagon 1 mg/vial,94.98,USD,vial
DB00040,Glucagon 1 mg emergency kit,119.28,USD,kit
DB00040,Glucagen 1 mg hypokit,120.36,USD,kit
DB00040,GlucaGen HypoKit 1 mg Solution Box,123.72,USD,box
DB00040,Glucagon Emergency 1 mg Kit Box,124.05,USD,box
DB00040,Glucagon 1 mg kit,128.34,USD,kit
DB00041,Proleukin 22000000 unit Solution Vial,976.66,USD,vial
DB00041,Proleukin 22 million unit vial,1092.34,USD,each
DB00042,Myobloc 2500 unit/0.5 ml vial,299.4,USD,vial
DB00042,Myobloc 10000 unit/2ml Solution 2ml Vial,1245.5,USD,vial
DB00043,Xolair 150 mg vial,715.42,USD,vial
DB00044,Luveris 75 unit vial,38.88,USD,vial
DB00046,Humalog 100 unit/ml,2.95,USD,cartridge
DB00046,Humalog 100 unit/ml Cartridge,9.37,USD,cartridge
DB00046,Humalog mix 50/50 kwikpen,11.83,USD,ml
DB00046,Humalog 100 unit/ml kwikpen,15.4,USD,ml
DB00046,Humalog 100 unit/ml pen,15.4,USD,ml
DB00046,Humalog mix 50-50 kwikpen,15.4,USD,ml
DB00046,Humalog mix 50-50 pen,15.4,USD,ml
DB00046,HumaLOG 100 unit/ml Solution 10ml Vial,124.36,USD,vial
DB00046,HumaLOG 100 unit/ml Solution 1 Box = Five 3ml Cartridges = 15ml,231.0,USD,box
DB00046,HumaLOG KwikPen 100 unit/ml Solution (1box = 5 Pens = 15ml),240.18,USD,box
DB00046,HumaLOG Mix 50/50 KwikPen 50-50% Suspension Five 3ml Pens Per Box = 15ml,240.18,USD,box
DB00046,HumaLOG Mix 75/25 KwikPen 75-25% Suspension Five 3ml Pen Per Box = 15ml,240.18,USD,box
DB00046,HumaLOG Mix 75/25 Pen 75-25% Suspension 15ml Box,240.18,USD,box
DB00046,HumaLOG Pen (five 3ml Pens Per Box) 15ml Box,240.18,USD,box
DB00047,Lantus 100 unit/ml cartridge,14.35,USD,ml
DB00047,Lantus solostar 100 unit/ml,14.35,USD,ml
DB00047,Lantus for OptiClik 100 unit/ml Solution 3ml Cartridge,44.78,USD,cartridge
DB00047,Lantus 100 unit/ml Solution 10ml Vial,111.88,USD,vial
DB00047,Lantus SoloStar 100 unit/ml Solution 1 Box = Five 3ml Syringes,223.89,USD,box
DB00048,Santyl ointment,4.13,USD,g
DB00048,Santyl 250 unit/gm Ointment 15 gm Tube,62.98,USD,tube
DB00048,Collagenase powder,2432.7,USD,g
DB00048,Xiaflex 0.9 mg vial,3900.0,USD,vial
DB00049,Elitek 1.5 mg vial,627.23,USD,vial
DB00049,Elitek 7.5 mg vial,3136.18,USD,vial
DB00050,Cetrotide 0.25 mg kit,137.99,USD,kit
DB00050,Cetrotide 3 mg kit,689.92,USD,kit
DB00051,Humira 20 mg/0.4 ml syringe,959.19,USD,syringe
DB00051,Humira 40 mg/0.8 ml pen,959.19,USD,pen
DB00051,Humira crohn's starter pack,959.19,USD,each
DB00051,Humira psoriasis starter pack,959.19,USD,each
DB00051,Humira (1 Box = Two 40 mg/0.8ml Syringes) Box,1995.1,USD,box
DB00051,Humira 2 20 mg/0.4ml Kit 1 Box = Two 20 mg/0.4ml Syringes,1995.1,USD,box
DB00051,Humira Pen 2 40 mg/0.8ml Kit (1 Box = 1 Kit Containing Two 40 mg/0.8ml Pens),1995.1,USD,box
DB00052,Genotropin miniquick 0.2 mg,15.05,USD,each
DB00052,Genotropin miniquick 0.4 mg,30.09,USD,each
DB00052,Genotropin miniquick 0.6 mg,45.14,USD,each
DB00052,Genotropin miniquick 0.8 mg,60.19,USD,each
DB00052,Genotropin miniquick 1 mg,75.23,USD,each
DB00052,Genotropin MiniQuick 1 mg (7 Cartridges Per Box),77.36,USD,cartridge
DB00052,Genotropin miniquick 1.2 mg,90.28,USD,each
DB00052,Genotropin MiniQuick 1.2 mg (7 Cartridges Per Box),92.83,USD,cartridge
DB00052,Genotropin miniquick 1.4 mg,105.32,USD,each
DB00052,Genotropin MiniQuick 1.4 mg (7 Cartridges Per Box),108.78,USD,cartridge
DB00052,Genotropin MiniQuick 0.2 mg (7 Cartridges Per Box),110.52,USD,box
DB00052,Genotropin miniquick 1.6 mg,120.37,USD,each
DB00052,Genotropin MiniQuick 1.6 mg (7 Cartridges Per Box),123.78,USD,cartridge
DB00052,Genotropin miniquick 1.8 mg,135.41,USD,each
DB00052,Genotropin miniquick 2 mg,150.46,USD,each
DB00052,Genotropin MiniQuick 2 mg (7 Cartridges Per Box),154.72,USD,cartridge
DB00052,Serostim 4 mg vial,221.9,USD,vial
DB00052,Genotropin MiniQuick 0.4 mg (7 Cartridges Per Box),228.45,USD,box
DB00052,Tev-tropin 5 mg vial,239.51,USD,vial
DB00052,Tev-Tropin 5 mg Solution Vial,259.45,USD,vial
DB00052,Protropin 5 mg Solution Vial,274.95,USD,vial
DB00052,Serostim 5 mg vial,277.38,USD,vial
DB00052,Omnitrope 5.8 mg Solution Vial,283.38,USD,vial
DB00052,Genotropin MiniQuick 0.6 mg (7 Cartridges Per Box),326.67,USD,box
DB00052,Serostim 6 mg vial,332.86,USD,vial
DB00052,Saizen 5 mg vial,376.26,USD,vial
DB00052,Norditropin 5 mg/1.5ml Solution 1.5ml Cartridge,389.44,USD,cartridge
DB00052,Norditropin NordiFlex Pen 5 mg/1.5ml Solution 1 Syringe = 1.5ml,389.44,USD,pen
DB00052,Genotropin 5.8 mg Cartridge,391.21,USD,cartridge
DB00052,Saizen 5 mg Solution Vial,391.31,USD,vial
DB00052,Nutropin 5 mg vial,392.35,USD,vial
DB00052,Serostim 8.8 mg vial,418.66,USD,vial
DB00052,Genotropin MiniQuick 0.8 mg (7 Cartridges Per Box),433.56,USD,box
DB00052,Humatrope 6 mg cartridge,455.72,USD,cartridge
DB00052,Protropin 10 mg Solution Vial,549.9,USD,vial
DB00052,Saizen 8.8 mg vial,602.02,USD,vial
DB00052,Saizen 8.8 mg Solution Vial,626.1,USD,vial
DB00052,Saizen Click.Easy 8.8 mg Solution Vial,626.1,USD,vial
DB00052,Norditropin nordiflex 30 mg/3,748.92,USD,ml
DB00052,Norditropin NordiFlex Pen 10 mg/1.5ml Solution 1 Syringe = 1.5ml,753.86,USD,pen
DB00052,Nutropin aq 20 mg/2ml pen cart,759.55,USD,ml
DB00052,Nutropin aq nuspin 20 pen cart,759.55,USD,ml
DB00052,Nutropin 10 mg vial,784.7,USD,vial
DB00052,Humatrope 12 mg cartridge,911.45,USD,cartridge
DB00052,Genotropin 12 mg Solution,928.36,USD,each
DB00052,Norditropin 15 mg/1.5 ml cartridge,1123.38,USD,ml
DB00052,Norditropin nordiflx 15 mg/1.5,1123.38,USD,ml
DB00052,Norditropin 15 mg/1.5ml Solution 1.5ml Cartridge,1168.32,USD,cartridge
DB00052,Norditropin NordiFlex Pen 15 mg/1.5ml Solution 1 Syringe = 1.5ml,1168.32,USD,pen
DB00052,Norditropin flexpro 15 mg/1.5,1179.54,USD,ml
DB00052,Humatrope 24 mg cartridge,1822.9,USD,cartridge
DB00053,Ceredase 80 unit/ml vial,380.64,USD,ml
DB00053,Cerezyme 200 unit vial,951.6,USD,vial
DB00053,Cerezyme 400 unit vial,1903.2,USD,vial
DB00054,Reopro 2 mg/ml vial,155.77,USD,ml
DB00055,Xigris 5 mg vial,370.42,USD,vial
DB00055,Xigris 20 mg vial,1481.66,USD,vial
DB00056,Mylotarg 5 mg vial,3104.82,USD,vial
DB00058,Prolastin 1000 mg vial,0.46,USD,vial
DB00058,Prolastin 500 mg vial,0.46,USD,vial
DB00058,Prolastin c 1000 mg vial,0.46,USD,vial
DB00058,Aralast 500 mg vial,0.5,USD,vial
DB00058,Zemaira 1000 mg vial,0.5,USD,vial
DB00058,Aralast 1000 mg vial,0.52,USD,vial
DB00058,Aralast np 1000 mg vial,0.52,USD,vial
DB00058,Aralast np 500 mg vial,0.52,USD,vial
DB00059,Oncaspar 750 unit/ml vial,656.0,USD,ml
DB00060,Rebif 22 mcg/0.5 ml syringe,247.79,USD,syringe
DB00060,Rebif 44 mcg/0.5 ml syringe,247.79,USD,syringe
DB00060,Avonex admin pack 30 mcg vial,781.8,USD,vial
DB00060,Avonex 4 30 mcg/vial Kit 1 Box = 4 Vials ( 0.5ml Per Vial),3252.29,USD,box
DB00060,Avonex Prefilled (1 Box = 1 Kit = Four 30 mcg/0.5ml Syringes) Box,3252.29,USD,box
DB00061,Adagen 250 unit/ml vial,4375.0,USD,ml
DB00062,Albutein 25% vial,1.32,USD,ml
DB00062,Albumin 25% iv solution,1.97,USD,ml
DB00062,Buminate 25% iv solution,2.22,USD,ml
DB00062,Albumin (human) 5% iv solution,0.3,USD,ml
DB00062,Albutein 5% iv solution,0.43,USD,ml
DB00062,Buminate 5% iv solution,0.44,USD,ml
DB00063,Integrilin 75 mg/100 ml vial,3.88,USD,ml
DB00063,Integrilin 200 mg/100 ml vial,10.74,USD,ml
DB00063,Integrilin 20 mg/10 ml vial,12.41,USD,ml
DB00065,Remicade 100 mg vial,789.44,USD,vial
DB00065,Remicade 100 mg Solution Vial,821.02,USD,vial
DB00066,Follistim aq 75 unit vial,109.51,USD,vial
DB00066,Gonal-f rff 75 unit vial,117.47,USD,vial
DB00066,Follistim aq 150 unit vial,219.02,USD,vial
DB00066,Follistim aq 300 unit cartridge,438.05,USD,cartridge
DB00066,Follistim AQ 300unt/0.36ml Solution 0.42ml Cartridge,455.57,USD,cartridge
DB00066,Gonal-f rff 300 unit pen,469.87,USD,pen
DB00066,Gonal-f rff 450 unit pen,704.81,USD,pen
DB00066,Gonal-f 450 unit Solution Vial,733.0,USD,vial
DB00066,Follistim AQ 600unt/0.72ml Solution 0.78ml Cartridge,911.14,USD,cartridge
DB00066,Follistim AQ 900unt/1.08ml Solution 1 Cartridge = 1.17ml,1366.71,USD,cartridge
DB00066,Gonal-f rff 900 unit pen,1409.62,USD,ml
DB00067,Vasopressin 20 unit/ml vial,1.86,USD,ml
DB00067,Vasopressin 10 unit/0.5 ml vial,2.88,USD,vial
DB00067,Pitressin 20 unit/ml vial,7.68,USD,ml
DB00068,Extavia 0.3 mg kit,196.76,USD,kit
DB00068,Betaseron 0.3 mg kit,227.69,USD,kit
DB00068,Betaseron 14 0.3 mg Solution 1 Box Contains Fourteen .3 mg Vials.,3315.06,USD,box
DB00069,Infergen 9 mcg/0.3 ml vial,129.08,USD,vial
DB00069,Infergen 15 mcg/0.5ml Injectable 0.5ml Vial,134.24,USD,vial
DB00070,Hylenex 150 unit/ml vial,108.0,USD,ml
DB00070,Hyaluronidase powder,900.0,USD,g
DB00070,Vitrase 6200 unit vial,967.2,USD,vial
DB00070,Vitrasert 4.5 mg implant,19200.0,USD,implant
DB00072,Herceptin 440 mg vial,3443.46,USD,vial
DB00072,Herceptin 440 mg Solution Vial,3581.2,USD,vial
DB00073,Rituxan 10 mg/ml vial,68.09,USD,ml
DB00073,Rituxan 10 mg/ml Concentrate 10ml Vial,708.17,USD,vial
DB00074,Simulect 10 mg vial,1883.11,USD,vial
DB00074,Simulect 20 mg vial,2471.6,USD,vial
DB00075,Orthoclone okt-3 5 mg/5 ml,261.75,USD,ml
DB00076,Digifab 40 mg vial,615.6,USD,vial
DB00076,Digibind 38 mg vial,727.91,USD,vial
DB00078,Zevalin in-111 kit,4200.0,USD,kit
DB00078,Zevalin y-90 kit,37800.0,USD,kit
DB00080,Cubicin 500 mg vial,272.7,USD,vial
DB00081,Bexxar 14 mg/ml dosimetric,100.43,USD,ml
DB00081,Bexxar 131 iodine dosimetric,180.77,USD,ml
DB00082,Somavert 10 mg vial,104.18,USD,vial
DB00082,Somavert 15 mg vial,156.29,USD,vial
DB00082,Somavert 20 mg vial,208.38,USD,vial
DB00083,Botox (100 - 200 unit/Vial),3.74,USD,vial
DB00083,Botox cosmetic 50 unit vial,346.8,USD,vial
DB00083,Botox 100 unit vial,630.0,USD,vial
DB00083,Botox cosmetic 100 unit vial,630.0,USD,vial
DB00083,Botox 100 unit,655.2,USD,vial
DB00083,Dysport 500 unit vial,852.0,USD,vial
DB00083,Botox 200 unit vial,1260.0,USD,vial
DB00085,Pancrelipase MST-16 48-16-48mu Enteric Coated Capsule,1.03,USD,capsule
DB00085,Pancrelipase 10000 30-10-30mu Enteric Coated Capsule,1.38,USD,capsule
DB00085,Pancrease MT 10 30-10-30mu Enteric Coated Capsule,1.49,USD,capsule
DB00085,Creon 10 33.2-10-37.5mu Enteric Coated Capsule,1.54,USD,capsule
DB00085,Ultrase MT 12 39-12-39mu Enteric Coated Capsule,1.65,USD,capsule
DB00085,Pancrelipase 16000 48-16-48mu Enteric Coated Capsule,2.02,USD,capsule
DB00085,Pancrease MT 16 48-16-48mu Enteric Coated Capsule,2.4,USD,capsule
DB00085,Ultrase MT 18 58.5-18-58.5mu Enteric Coated Capsule,2.65,USD,capsule
DB00085,Creon 20 66.4-20-75mu Enteric Coated Capsule,2.83,USD,capsule
DB00085,Pancrease MT 20 56-20-44mu Enteric Coated Capsule,2.99,USD,capsule
DB00085,Ultrase MT 20 65-20-65mu Enteric Coated Capsule,3.06,USD,capsule
DB00085,Creon 24000 unit Enteric Coated Capsule,3.32,USD,capsule
DB00085,Pancrelipase ec 4500 capsule,0.64,USD,capsule
DB00085,Pancrease ec capsule,0.76,USD,capsule
DB00085,Ultrase 4500 unit Enteric Coated Capsule,0.8,USD,capsule
DB00085,Creon 5 16.6-5-18.75mu Enteric Coated Capsule,0.86,USD,capsule
DB00085,Pancrease 4500 unit Enteric Coated Capsule,0.87,USD,capsule
DB00087,Campath 30 mg/ml vial,2042.18,USD,ml
DB00087,Campath 30 mg/ml Solution (1 Box Contains Three 1ml Vials),6179.24,USD,box
DB00088,Ceredase 80 unit/ml vial,380.64,USD,ml
DB00089,Prostascint kit,1584.0,USD,kit
DB00090,Aldurazyme 2.9 mg/5 ml vial,168.0,USD,ml
DB00091,Gengraf 25 mg capsule,1.32,USD,capsule
DB00091,Cyclosporine 25 mg softgel,1.38,USD,softgel capsule
DB00091,Neoral 25 mg gelatin capsule,1.53,USD,capsule
DB00091,Cyclosporine 25 mg capsule,1.56,USD,capsule
DB00091,Sandimmune 25 mg capsule,2.48,USD,capsule
