reaction_id,drugbank_id,sequence,left_element_id,left_element_name,right_element_id,right_element_name,enzymes
207,DB00238,1,DB00238,Nevirapine,DBMET01715,3-OH-nevirapine,BE0003549|Cytochrome P450 2B6|P20813
208,DB00238,1,DB00238,Nevirapine,DBMET01716,12-OH-nevirapine,BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635||BE0002793|Cytochrome P450 2C9|P11712
209,DB00238,2,DBMET00074,12-Hydroxynevirapine,DBMET00669,12-hydroxynevirapine glucuronide,
210,DB00238,2,DBMET00074,12-Hydroxynevirapine,DBMET00727,4-carboxynevirapine,"BE0000133|Aldehyde dehydrogenase, mitochondrial|P05091"
211,DB00238,2,DBMET00075,2-Hydroxynevirapine,DBMET00685,2-hydroxynevirapine glucuronide,
212,DB00238,2,DBMET00076,8-Hydroxynevirapine,DBMET00779,8-hydroxynevirapine glucuronide,
213,DB00238,2,DBMET00077,3-Hydroxynevirapine,DBMET00712,3-hydroxynevirapine glucuronide,
214,DB00241,1,DB00241,Butalbital,DBMET02453,"5-isobutyl-5-(2,3-dihydroxypropyl) barbituric acid",
215,DB00241,1,DB00241,Butalbital,DBMET02454,5-allyl-5-(3-hydroxy-2-methyl-1-propyl) barbituric acid,
216,DB00242,1,DB00242,Cladribine,DBMET03774,Cladribine 5'-monophosphate,"BE0002804|Deoxycytidine kinase|P27707||BE0003589|Deoxyguanosine kinase, mitochondrial|Q16854"
217,DB00242,2,DBMET03774,Cladribine 5'-monophosphate,DBMET03775,Cladribine diphosphate,
218,DB00242,3,DBMET03775,Cladribine diphosphate,DBMET00677,Cladribine triphosphate,
219,DB00243,1,DB00243,Ranolazine,DBMET02242,RS-88390 (CVT-2514),BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635
220,DB00243,1,DB00243,Ranolazine,DBMET02245,CVT-2534,BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635
221,DB00243,1,DB00243,Ranolazine,DBMET02244,CVT-2738,BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635
222,DB00243,1,DB00243,Ranolazine,DBMET02247,CVT-2513,
223,DB00243,1,DB00243,Ranolazine,DBMET02248,CVT-2535,
224,DB00243,1,DB00243,Ranolazine,DBMET02249,CVT-2512,BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635
225,DB00243,1,DB00243,Ranolazine,DBMET02250,CVT-3369,BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635
226,DB00243,1,DB00243,Ranolazine,DBMET02252,CVT-2551,BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635
227,DB00243,1,DB00243,Ranolazine,DBMET02254,CVT-3388,BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635
228,DB00243,1,DB00243,Ranolazine,DBMET02256,CVT-5029,
229,DB00243,2,DBMET02242,RS-88390 (CVT-2514),DBMET02243,Ranolazine M1,
230,DB00243,2,DBMET02248,CVT-2535,DBMET02251,CVT-2537,
231,DB00243,2,DBMET02254,CVT-3388,DBMET02255,CVT-3389,
232,DB00243,2,DBMET02252,CVT-2551,DBMET02947,CVT-3248,
233,DB00244,1,DB00244,Mesalazine,DBMET00924,N-acetyl-5-ASA (Ac-5-ASA),BE0003608|Arylamine N-acetyltransferase 1|P18440
234,DB00245,1,DB00245,Benzatropine,DBMET02257,Benztropine-N-oxide,
235,DB00245,1,DB00245,Benzatropine,DBMET02259,4'-hydroxybenztropine,
236,DB00245,1,DB00245,Benzatropine,DBMET02260,N-desmethylbenztropine,
237,DB00245,2,DBMET02257,Benztropine-N-oxide,DBMET02258,4'-hydroxybenztropine-N-oxide,
238,DB00245,2,DBMET02260,N-desmethylbenztropine,DBMET02261,N-desmethyl-4'-hydroxy benztropine,
239,DB00246,1,DB00246,Ziprasidone,DBMET02984,Ziprasidone Sulfoxide,
240,DB00246,1,DB00246,Ziprasidone,DBMET02986,"(6-chloro-2-oxo-2,3-dihydro-1H-indol-5-yl)acetic acid",
241,DB00246,1,DB00246,Ziprasidone,DBMET02989,"3-(piperazine-1-yl)-1,2-benzisothiazole",
242,DB00246,1,DB00246,Ziprasidone,DBMET02993,S-Methyl-dihydro-ziprasidone,
243,DB00246,1,DB00246,Ziprasidone,DBMET02995,"6-chloro-5-(2-piperazin-1-yl-ethyl)-1,3-dihydro-indol-2-one",
244,DB00246,1,DB00246,Ziprasidone,DBMET02996,dihydro-ziprasidone-sulfone,
245,DB00246,2,DBMET02984,Ziprasidone Sulfoxide,DBMET02985,Ziprasidone Sulfone,
246,DB00246,2,DBMET02986,"(6-chloro-2-oxo-2,3-dihydro-1H-indol-5-yl)acetic acid",DBMET02988,"(6-chloro-2-oxo-2,3-dihydro-1H-indol-5-yl)acetic acid glucuronide",
247,DB00246,2,DBMET02989,"3-(piperazine-1-yl)-1,2-benzisothiazole",DBMET02990,"3-(piperazine-1-yl)-1,2-benzisothiazole sulfoxide",
248,DB00246,2,DBMET02993,S-Methyl-dihydro-ziprasidone,DBMET02994,S-Methyl-dihydro-ziprasidone-sulfoxide,
249,DB00246,3,DBMET02990,"3-(piperazine-1-yl)-1,2-benzisothiazole sulfoxide",DBMET02991,"3-(piperazine-1-yl)-1,2-benzisothiazole sulfone",
250,DB00246,4,DBMET02991,"3-(piperazine-1-yl)-1,2-benzisothiazole sulfone",DBMET02992,"3-(piperazine-1-yl)-1,2-benzisothiazole sulfone lactam",
251,DB00248,1,DB00248,Cabergoline,DBMET00757,6-allyl-8b-carboxy-ergoline,
252,DB00250,1,DB00250,Dapsone,DBMET00301,dapsone hydroxylamine,BE0002793|Cytochrome P450 2C9|P11712||BE0003533|Cytochrome P450 2E1|P05181||BE0002638|Cytochrome P450 3A4|P08684||BE0001075|Myeloperoxidase|P05164||BE0000262|Prostaglandin G/H synthase 2|P35354
253,DB00250,1,DB00250,Dapsone,DBMET00014,Monoacetyldapsone,BE0003607|Arylamine N-acetyltransferase 2|P11245
254,DB00250,2,DBMET00301,dapsone hydroxylamine,DBMET01043,Nitroso-dapsone,
255,DB00250,3,DBMET01043,Nitroso-dapsone,DBMET01045,Dapsone mercaptal intermediate,
256,DB00250,4,DBMET01045,Dapsone mercaptal intermediate,DBMET01046,Dapsone GSH conjugate,
257,DB00252,1,DB00252,Phenytoin,DBMET00988,Phenytoin arene-oxide,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
258,DB00252,2,DBMET00988,Phenytoin arene-oxide,DBMET00990,Phenytoin dihydrodiol,BE0002433|Cytochrome P450 1A2|P05177||BE0003336|Cytochrome P450 2A6|P11509||BE0003536|Cytochrome P450 2C19|P33261||BE0002887|Cytochrome P450 2C8|P10632||BE0002793|Cytochrome P450 2C9|P11712||BE0002363|Cytochrome P450 2D6|P10635||BE0003533|Cytochrome P450 2E1|P05181||BE0002638|Cytochrome P450 3A4|P08684||BE0009565|Epoxide hydrolase 1|P07099
259,DB00252,2,DBMET00988,Phenytoin arene-oxide,DBMET00888,Hydroxyphenytoin,
260,DB00252,3,DBMET00888,Hydroxyphenytoin,DBMET00989,Phenytoin catechol,BE0003536|Cytochrome P450 2C19|P33261||BE0002362|Cytochrome P450 3A5|P20815||BE0002793|Cytochrome P450 2C9|P11712||BE0002638|Cytochrome P450 3A4|P08684||BE0003612|Cytochrome P450 3A7|P24462||BE0003549|Cytochrome P450 2B6|P20813||BE0002363|Cytochrome P450 2D6|P10635
261,DB00252,3,DBMET00888,Hydroxyphenytoin,DBMET00889,Hydroxyphenytoin-O-glucuronide,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003544|UDP-glucuronosyltransferase 1A4|P22310||BE0004694|UDP-glucuronosyltransferase 1A6|P19224||BE0003538|UDP-glucuronosyltransferase 1A9|O60656
262,DB00252,3,DBMET00990,Phenytoin dihydrodiol,DBMET00989,Phenytoin catechol,
263,DB00252,4,DBMET00989,Phenytoin catechol,DBMET00992,Phenytoin quinone,BE0001184|NAD(P)H dehydrogenase [quinone] 1|P15559
264,DB00252,4,DBMET00989,Phenytoin catechol,DBMET00991,Phenytoin methylcatechol,BE0002089|Catechol O-methyltransferase|P21964
265,DB00252,4,DBMET00989,Phenytoin catechol,DBMET00992,Phenytoin quinone,BE0001184|NAD(P)H dehydrogenase [quinone] 1|P15559
266,DB00252,4,DBMET00989,Phenytoin catechol,DBMET00991,Phenytoin methylcatechol,BE0002089|Catechol O-methyltransferase|P21964
267,DB00261,1,DB00261,Anagrelide,DBMET00772,"6,7-dichloro-3-hydroxy-1,5 dihydro-imidazo[2,1-b]quinazolin-2-one",BE0002433|Cytochrome P450 1A2|P05177
268,DB00261,2,DBMET00772,"6,7-dichloro-3-hydroxy-1,5 dihydro-imidazo[2,1-b]quinazolin-2-one",DBMET00676,"2-amino-5,6-dichloro-3,4,-dihydroquinazoline",BE0002433|Cytochrome P450 1A2|P05177
269,DB00264,1,DB00264,Metoprolol,DBMET00319,alpha-Hydroxymetoprolol,BE0002363|Cytochrome P450 2D6|P10635
270,DB00264,1,DB00264,Metoprolol,DBMET01561,O-Demethylmetoprolol,BE0002363|Cytochrome P450 2D6|P10635||BE0002638|Cytochrome P450 3A4|P08684
271,DB00264,1,DB00264,Metoprolol,DBMET01562,Deisopropylmetoprolol,BE0003536|Cytochrome P450 2C19|P33261
272,DB00268,1,DB00268,Ropinirole,DBMET02235,N-despropyl hydroxy metabolites,BE0002433|Cytochrome P450 1A2|P05177
273,DB00268,1,DB00268,Ropinirole,DBMET00940,N-despropyl ropinirole,BE0002433|Cytochrome P450 1A2|P05177
274,DB00268,1,DB00268,Ropinirole,DBMET02236,carboxylic acid,BE0002433|Cytochrome P450 1A2|P05177
275,DB00273,1,DB00273,Topiramate,DBMET02908,"2,3-Desisopropylidene Topiramate",
276,DB00273,1,DB00273,Topiramate,DBMET02909,10-hydroxy topiramate,
277,DB00273,1,DB00273,Topiramate,DBMET02910,9-hydroxy topiramate,
278,DB00273,1,DB00273,Topiramate,DBMET02911,"4,5-Desisopropylidene topiramate",
279,DB00277,1,DB00277,Theophylline,DBMET00271,1-Methylxanthine,BE0002433|Cytochrome P450 1A2|P05177
280,DB00277,1,DB00277,Theophylline,DBMET00272,3-methylxanthine,BE0002433|Cytochrome P450 1A2|P05177
281,DB00277,1,DB00277,Theophylline,DBMET00326,"1,3-dimethyluric acid",BE0003533|Cytochrome P450 2E1|P05181
282,DB00277,1,DB00277,Theophylline,DBMET00535,Caffeine,
283,DB00279,1,DB00279,Liothyronine,DBMET00559,Triiodothyronine sulfate,
284,DB00279,1,DB00279,Liothyronine,DBMET02273,Diiodothyronine,
285,DB00279,1,DB00279,Liothyronine,DBMET02274,Monoiodothyronine,
286,DB00279,1,DB00279,Liothyronine,DBMET02275,Tiratricol,
287,DB00280,1,DB00280,Disopyramide,DBMET00363,mono-isopropyl-disopyramide,BE0002638|Cytochrome P450 3A4|P08684
288,DB00281,1,DB00281,Lidocaine,DBMET00256,3-hydroxylidocaine,BE0002433|Cytochrome P450 1A2|P05177||BE0002638|Cytochrome P450 3A4|P08684||BE0003612|Cytochrome P450 3A7|P24462
289,DB00281,1,DB00281,Lidocaine,DBMET00257,monoethylglycinexylidide,BE0002433|Cytochrome P450 1A2|P05177||BE0002638|Cytochrome P450 3A4|P08684||BE0003612|Cytochrome P450 3A7|P24462
290,DB00281,1,DB00281,Lidocaine,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",
291,DB00281,2,DBMET00256,3-hydroxylidocaine,DBMET01090,3-Hydroxymonoethylglycinexylidide,
292,DB00281,2,DBMET00257,monoethylglycinexylidide,DBMET01090,3-Hydroxymonoethylglycinexylidide,
293,DB00281,2,DBMET00257,monoethylglycinexylidide,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",
294,DB00281,2,DBMET00257,monoethylglycinexylidide,DBMET01091,Glycinexylidide (GX),
295,DB00281,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01128,2-Amino-3-methylbenzoate,
296,DB00281,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01129,"4-Hydroxy-2,6-dimethylaniline",
297,DB00281,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01128,2-Amino-3-methylbenzoate,
298,DB00281,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01128,2-Amino-3-methylbenzoate,
299,DB00281,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01129,"4-Hydroxy-2,6-dimethylaniline",
300,DB00281,2,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",DBMET01129,"4-Hydroxy-2,6-dimethylaniline",
301,DB00281,3,DBMET01091,Glycinexylidide (GX),DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",
302,DB00285,1,DB00285,Venlafaxine,DB06700,Desvenlafaxine,BE0002363|Cytochrome P450 2D6|P10635||BE0003536|Cytochrome P450 2C19|P33261
303,DB00285,1,DB00285,Venlafaxine,DBMET00055,N-Desmethylvenlafaxine,BE0002638|Cytochrome P450 3A4|P08684||BE0003536|Cytochrome P450 2C19|P33261||BE0002793|Cytochrome P450 2C9|P11712
304,DB00285,2,DB06700,Desvenlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine",BE0002638|Cytochrome P450 3A4|P08684||BE0003536|Cytochrome P450 2C19|P33261||BE0002793|Cytochrome P450 2C9|P11712
305,DB00285,2,DB06700,Desvenlafaxine,DBMET00967,O-Desmethylvenlafaxine glucuronide,
306,DB00285,2,DBMET00055,N-Desmethylvenlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine",BE0002638|Cytochrome P450 3A4|P08684||BE0003536|Cytochrome P450 2C19|P33261
307,DB00285,3,DBMET00437,"N,O-Didesmethylvenlafaxine",DBMET00958,"N,O-didesmethylvenlafaxine glucuronide",
308,DB00285,3,DBMET00437,"N,O-Didesmethylvenlafaxine",DBMET01040,"N,N,O-tridesmethylvenlafaxine",
309,DB00286,1,DB00286,Conjugated estrogens,DBMET00490,Estrone,
310,DB00286,1,DB00286,Conjugated estrogens,DBMET02281,2-hydroxy equilin,
311,DB00286,1,DB00286,Conjugated estrogens,DBMET00247,2-hydroxyestradiol,
312,DB00286,1,DB00286,Conjugated estrogens,DBMET01658,4-Hydroxyestradiol,
313,DB00286,1,DB00286,Conjugated estrogens,DBMET02282,4-hydroxy equilin,
314,DB00286,1,DB00286,Conjugated estrogens,DBMET02283,17-ketosteroid-16-alpha-hydroxyestrone,
315,DB00286,1,DB00286,Conjugated estrogens,DBMET02284,16-alpha-hydroxy-17-beta-dihydro equilin,
316,DB00286,1,DB00286,Conjugated estrogens,DBMET02285,16-alpha-hydroxy-17-beta-dihydroequilenin,
317,DB00286,2,DBMET00490,Estrone,DBMET00492,Estriol,
318,DB00287,1,DB00287,Travoprost,DBMET02216,Travoprost free acid,
319,DB00289,1,DB00289,Atomoxetine,DBMET00734,4-hydroxyatomoxetine,BE0002363|Cytochrome P450 2D6|P10635
320,DB00289,1,DB00289,Atomoxetine,DBMET02304,N-desmethylatomoxetine,BE0003536|Cytochrome P450 2C19|P33261
321,DB00289,2,DBMET00734,4-hydroxyatomoxetine,DBMET02294,4-hydroxyatomoxetine-O-glucuronide,
322,DB00289,2,DBMET02304,N-desmethylatomoxetine,DBMET02305,N-desmethyl-4-hydroxyatomoxetine,BE0002363|Cytochrome P450 2D6|P10635
323,DB00294,1,DB00294,Etonogestrel,DBMET02306,Etonogestrel sulfate,
324,DB00294,1,DB00294,Etonogestrel,DBMET02307,Etonogestrel glucuronide,
325,DB00295,1,DB00295,Morphine,DB06409,Morphine glucuronide,BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0004696|UDP-glucuronosyltransferase 2B15|P54855||BE0003681|UDP-glucuronosyltransferase 2B4|P06133||BE0003677|UDP-glucuronosyltransferase 1A3|P35503
326,DB00295,1,DB00295,Morphine,DBMET00462,morphine-3-glucuronide,BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0003541|UDP-glucuronosyltransferase 1A1|P22309
327,DB00295,1,DB00295,Morphine,DBMET00649,Normorphine,
328,DB00295,1,DB00295,Morphine,DB00318,Codeine,
329,DB00295,1,DB00295,Morphine,DBMET02313,Morphine ethereal sulfate,
330,DB00296,1,DB00296,Ropivacaine,DBMET00269,3-hydroxyropivacaine,BE0002433|Cytochrome P450 1A2|P05177
331,DB00296,1,DB00296,Ropivacaine,DBMET01742,PPX,
332,DB00296,1,DB00296,Ropivacaine,DBMET03532,4-Hydroxyropivacaine,
333,DB00296,1,DB00296,Ropivacaine,DBMET03533,2-Hydroxymethylropivacaine,
334,DB00296,2,DBMET03532,4-Hydroxyropivacaine,DBMET03534,4-OH-PPX,
335,DB00296,2,DBMET00269,3-hydroxyropivacaine,DBMET03535,3-OH-PPX,
336,DB00296,2,DBMET01742,PPX,DBMET03534,4-OH-PPX,
337,DB00296,2,DBMET01742,PPX,DBMET03535,3-OH-PPX,
338,DB00297,1,DB00297,Bupivacaine,DBMET00692,"2,6-pipecoloxylidine",
339,DB00300,1,DB00300,Tenofovir disoproxil,DBMET01176,Tenofovir Monophosphate,"BE0004477|Adenylate kinase 2, mitochondrial|P54819||BE0004780|Adenylate kinase 4, mitochondrial|P27144"
340,DB00300,2,DBMET01176,Tenofovir Monophosphate,DBMET01177,Tenofovir Diphosphate,BE0009626|Nucleoside diphosphokinase|P15531||BE0009627|Creatine Kinases|P12277
341,DB00303,1,DB00303,Ertapenem,DBMET03577,Ertapenem hydrolyzed metabolite,BE0001148|Dipeptidase 1|P16444
342,DB00304,1,DB00304,Desogestrel,DBMET00683,2-hydroxydesogestrel,
343,DB00304,1,DB00304,Desogestrel,DBMET00723,3alpha-Hydroxydesogestrel,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
344,DB00304,1,DB00304,Desogestrel,DBMET00724,3beta-Hydroxydesogestrel,BE0003536|Cytochrome P450 2C19|P33261||BE0002793|Cytochrome P450 2C9|P11712
345,DB00304,1,DB00304,Desogestrel,DBMET01366,6-alpha-hydroxydesogestrel,
346,DB00304,1,DB00304,Desogestrel,DBMET01367,6-beta-hydroxydesogestrel,
347,DB00304,1,DB00304,Desogestrel,DBMET01368,16-hydroxy-desogestrel,
348,DB00304,1,DB00304,Desogestrel,DBMET01370,Desogestrel-17-sulfate,
349,DB00304,1,DB00304,Desogestrel,DBMET01371,15-alpha-hydroxydesogestrel,
350,DB00304,1,DB00304,Desogestrel,DBMET01642,3-alpha-OH-desogestrel,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
351,DB00304,1,DB00304,Desogestrel,DBMET01643,3-beta-OH-desogestrel,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
352,DB00304,2,DBMET00723,3alpha-Hydroxydesogestrel,DB00294,Etonogestrel,BE0000051|3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1|P14060
353,DB00304,2,DBMET01371,15-alpha-hydroxydesogestrel,DBMET00488,Glucuronic acid,BE0009758|UDP-glucuronosyltransferases (UGTs)|P22309
354,DB00313,1,DB00313,Valproic acid,DBMET00060,4-ene-Valproic acid,BE0002793|Cytochrome P450 2C9|P11712||BE0003336|Cytochrome P450 2A6|P11509||BE0003549|Cytochrome P450 2B6|P20813
355,DB00313,1,DB00313,Valproic acid,DBMET00061,5-Hydroxyvalproic acid,BE0002362|Cytochrome P450 3A5|P20815||BE0003336|Cytochrome P450 2A6|P11509||BE0002793|Cytochrome P450 2C9|P11712||BE0003549|Cytochrome P450 2B6|P20813
356,DB00313,1,DB00313,Valproic acid,DBMET00062,3-Hydroxyvalproic acid,BE0002362|Cytochrome P450 3A5|P20815||BE0003336|Cytochrome P450 2A6|P11509
357,DB00313,1,DB00313,Valproic acid,DBMET00063,4-Hydroxyvalproic acid,BE0002362|Cytochrome P450 3A5|P20815||BE0003336|Cytochrome P450 2A6|P11509||BE0002793|Cytochrome P450 2C9|P11712||BE0003549|Cytochrome P450 2B6|P20813
358,DB00313,1,DB00313,Valproic acid,DBMET00064,Valproic acid β-O-glucuronide,BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0003677|UDP-glucuronosyltransferase 1A3|P35503||BE0003544|UDP-glucuronosyltransferase 1A4|P22310||BE0003678|UDP-glucuronosyltransferase 1A10|Q9HAW8||BE0003682|UDP-glucuronosyltransferase 1A8|Q9HAW9||BE0004694|UDP-glucuronosyltransferase 1A6|P19224||BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0004696|UDP-glucuronosyltransferase 2B15|P54855
359,DB00313,1,DB00313,Valproic acid,DBMET00065,2-ene-Valproic acid,
360,DB00313,1,DB00313,Valproic acid,DBMET00066,(3Z)-2-Propylpent-3-enoic acid (3Z-Ene-VPA),
361,DB00313,1,DB00313,Valproic acid,DBMET00067,(3E)-2-Propylpent-3-enoic acid (3E-Ene-VPA),
362,DB00313,1,DB00313,Valproic acid,DBMET01015,Valproic acid CoA,
363,DB00313,2,DBMET00060,4-ene-Valproic acid,DBMET01106,"2,4-Diene-VPA",
364,DB00313,2,DBMET00063,4-Hydroxyvalproic acid,DBMET01107,2-n-Propyl-4-oxopentanoic acid,
365,DB00313,2,DBMET00061,5-Hydroxyvalproic acid,DBMET01109,2-Propylglutaric acid,
366,DB00313,2,DBMET00062,3-Hydroxyvalproic acid,DBMET01110,3-Oxovalproic acid,
367,DB00313,2,DBMET00065,2-ene-Valproic acid,DBMET00062,3-Hydroxyvalproic acid,
368,DB00313,2,DBMET00062,3-Hydroxyvalproic acid,DBMET01110,3-Oxovalproic acid,
369,DB00313,3,DBMET01107,2-n-Propyl-4-oxopentanoic acid,DBMET01108,2-Propylsuccinic acid,
370,DB00315,1,DB00315,Zolmitriptan,DBMET01793,Zolmitriptan N-oxide,BE0002433|Cytochrome P450 1A2|P05177
371,DB00315,1,DB00315,Zolmitriptan,DBMET01792,N-Desmethylzolmitriptan,BE0002433|Cytochrome P450 1A2|P05177
372,DB00315,2,DBMET01792,N-Desmethylzolmitriptan,DBMET03120,Indole ethyl alcohol zolmitriptan derivative,BE0002198|Amine oxidase [flavin-containing] A|P21397
373,DB00315,3,DBMET03120,Indole ethyl alcohol zolmitriptan derivative,DBMET03121,Indole acetic acid zolmitriptan derivative,
374,DB00316,1,DB00316,Acetaminophen,DBMET00243,NAPQI,BE0003533|Cytochrome P450 2E1|P05181||BE0002638|Cytochrome P450 3A4|P08684||BE0002433|Cytochrome P450 1A2|P05177||BE0002363|Cytochrome P450 2D6|P10635||BE0003336|Cytochrome P450 2A6|P11509
375,DB00316,1,DB00316,Acetaminophen,DBMET00580,Acetaminophen glucuronide,BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0004694|UDP-glucuronosyltransferase 1A6|P19224||BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0004696|UDP-glucuronosyltransferase 2B15|P54855||BE0003678|UDP-glucuronosyltransferase 1A10|Q9HAW8
376,DB00316,1,DB00316,Acetaminophen,DBMET00653,Acetaminophen sulfate,BE0000927|Sulfotransferase 1A1|P50225||BE0004767|Sulfotransferase 1A3|P0DMM9||BE0000886|Sulfotransferase 2A1|Q06520
377,DB00316,2,DBMET00243,NAPQI,DBMET00789,Acetaminophen cysteine,BE0000814|Glutathione S-transferase P|P09211||BE0000818|Glutathione S-transferase theta-1|P30711||BE0000807|Glutathione S-transferase Mu 1|P09488
378,DB00318,1,DB00318,Codeine,DBMET00340,norcodeine,BE0002638|Cytochrome P450 3A4|P08684
379,DB00318,1,DB00318,Codeine,DBMET00660,Codeine-6-glucuronide,BE0003679|UDP-glucuronosyltransferase 2B7|P16662||BE0003681|UDP-glucuronosyltransferase 2B4|P06133
380,DB00318,1,DB00318,Codeine,DB00295,Morphine,BE0002363|Cytochrome P450 2D6|P10635
381,DB00318,2,DB00295,Morphine,DBMET02262,morphine 3 glucuronide,BE0003679|UDP-glucuronosyltransferase 2B7|P16662
382,DB00318,2,DB00295,Morphine,DBMET02264,morphine 6 glucuronide,BE0003679|UDP-glucuronosyltransferase 2B7|P16662
383,DB00321,1,DB00321,Amitriptyline,DB00540,Nortriptyline,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0002433|Cytochrome P450 1A2|P05177||BE0002638|Cytochrome P450 3A4|P08684||BE0002363|Cytochrome P450 2D6|P10635||BE0003549|Cytochrome P450 2B6|P20813||BE0002887|Cytochrome P450 2C8|P10632
384,DB00321,1,DB00321,Amitriptyline,DBMET00051,E-10-Hydroxyamitriptyline,BE0002363|Cytochrome P450 2D6|P10635||BE0002638|Cytochrome P450 3A4|P08684||BE0003549|Cytochrome P450 2B6|P20813
385,DB00321,1,DB00321,Amitriptyline,DBMET00051,E-10-Hydroxyamitriptyline,BE0002363|Cytochrome P450 2D6|P10635
386,DB00321,2,DBMET00051,E-10-Hydroxyamitriptyline,DBMET00052,E-10-Hydroxynortriptyline,BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261||BE0002793|Cytochrome P450 2C9|P11712||BE0002638|Cytochrome P450 3A4|P08684
387,DB00321,2,DB00540,Nortriptyline,DBMET00052,E-10-Hydroxynortriptyline,BE0002363|Cytochrome P450 2D6|P10635
388,DB00321,2,DB00540,Nortriptyline,DBMET00053,Desmethylnortriptyline,BE0003536|Cytochrome P450 2C19|P33261
389,DB00321,3,DBMET00052,E-10-Hydroxynortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,
390,DB00321,3,DBMET00053,Desmethylnortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,BE0002363|Cytochrome P450 2D6|P10635
391,DB00322,1,DB00322,Floxuridine,DBMET00449,5-fluorouracil,BE0002193|Thymidine phosphorylase|P19971||BE0003336|Cytochrome P450 2A6|P11509
392,DB00322,1,DB00322,Floxuridine,DBMET00655,"5,6-Dihydro-5-fluorouracil",
393,DB00322,1,DB00322,Floxuridine,DBMET00855,alpha-Fluoro-beta-alanine,
394,DB00322,1,DB00322,Floxuridine,DBMET00856,Fluoro-beta-ureidopropionate,
395,DB00325,1,DB00325,Nitroprusside,DBMET00818,Cyanmethemoglobin,
396,DB00327,1,DB00327,Hydromorphone,DBMET00179,Norhydromorphone,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712
397,DB00327,1,DB00327,Hydromorphone,DBMET00866,Hydromorphone-3-glucuronide,BE0003677|UDP-glucuronosyltransferase 1A3|P35503||BE0003679|UDP-glucuronosyltransferase 2B7|P16662
398,DB00328,1,DB00328,Indomethacin,DBMET00156,5-Hydroxyindomethacin,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
